channel,C,straight,C_minus_straight_enrichment,channel_class
125,1.4327017963578859,1.5993007810937752,-0.1665989847358893,straight_channel
66,1.0939697966417696,1.2614747368741954,-0.1675049402324258,straight_channel
85,1.3679804881410509,1.5550226071671176,-0.1870421190260667,straight_channel
52,0.6662000151061311,0.8566099384032904,-0.19040992329715922,straight_channel
10,1.0711738893310232,1.268776632521031,-0.1976027431900078,straight_channel
12,1.660076096871189,1.8608212565113507,-0.2007451596401617,straight_channel
25,3.0688620569382388,3.2721443014890443,-0.20328224455080557,straight_channel
63,0.9786546557832512,1.1889785104297452,-0.21032385464649406,straight_channel
9,0.7087692771263495,0.9236858912313112,-0.21491661410496166,straight_channel
110,1.4492617465548536,1.6907601582261178,-0.24149841167126418,straight_channel
40,1.7469352803945348,1.9947733578196418,-0.247838077425107,straight_channel
28,2.235463330836618,2.4982668734235913,-0.26280354258697347,straight_channel
7,2.760461034030538,3.0294663911854816,-0.26900535715494334,straight_channel
68,1.2716815878812697,1.566418054505133,-0.2947364666238632,straight_channel
91,1.4294132758288072,1.7348667611171311,-0.30545348528832394,straight_channel
47,1.4254734955947712,1.7570360190531333,-0.3315625234583621,straight_channel
14,1.639098937433927,1.9784575061812966,-0.33935856874736947,straight_channel
112,0.9117988012260063,1.274147643268229,-0.36234884204222273,straight_channel
20,3.1756990668358287,3.5417034546702535,-0.3660043878344248,straight_channel
72,3.846409984397918,4.213135367553285,-0.3667253831553672,straight_channel
89,1.9090021974104197,2.2896208002589415,-0.3806186028485219,straight_channel
61,4.519902282211764,4.918824521163746,-0.39892223895198153,straight_channel
50,0.7234767849645201,1.1332199024713745,-0.40974311750685444,straight_channel
94,1.738353226789316,2.1494907898112596,-0.4111375630219436,straight_channel
1,1.9983410222679832,2.421288559523776,-0.4229475372557927,straight_channel
62,2.6038894384442197,3.12896497453434,-0.5250755360901205,straight_channel
41,2.0407693464216328,2.665166205344384,-0.6243968589227511,straight_channel
118,2.791782297468492,3.498685407364396,-0.706903109895904,straight_channel
53,2.4145358949506015,3.317587054478234,-0.9030511595276325,straight_channel
99,4.397785629053532,5.442732634502291,-1.0449470054487593,straight_channel
84,2.7136523098785412,3.9533343631103315,-1.2396820532317903,straight_channel
