rank,filename,contour_type,layer,channel,mean_activation,mean_abs_activation,max_activation
1,straight_high_BL_0_J000_003.png,straight,h3_exc,54,734.5684,734.5684,1775.7644
2,straight_high_BL_0_J000_003.png,straight,h3_exc,226,573.5389,573.5389,1707.8856
3,straight_high_BL_0_J000_003.png,straight,h3_exc,246,474.64346,474.64346,1493.3539
4,straight_high_BL_0_J000_003.png,straight,h3_exc,14,468.9825,468.9825,1555.5868
5,straight_high_BL_0_J000_003.png,straight,h3_exc,51,439.47568,439.47568,1206.4369
6,straight_high_BL_0_J000_003.png,straight,h3_exc,420,423.56583,423.56583,1558.5336
7,straight_high_BL_0_J000_003.png,straight,h3_exc,389,422.71387,422.71387,1147.4059
8,straight_high_BL_0_J000_003.png,straight,h3_exc,388,359.00696,359.00696,896.1202
9,straight_high_BL_0_J000_003.png,straight,h3_exc,280,331.534,331.534,811.69025
10,straight_high_BL_0_J000_003.png,straight,h3_exc,485,313.59253,313.59253,899.5286
11,straight_high_BL_0_J000_003.png,straight,h3_exc,26,308.9409,308.9409,1162.2224
12,straight_high_BL_0_J000_003.png,straight,h3_exc,435,305.26044,305.26044,938.0625
13,straight_high_BL_0_J000_003.png,straight,h3_exc,133,289.64584,289.64584,999.687
14,straight_high_BL_0_J000_003.png,straight,h3_exc,373,200.32733,200.32733,891.1787
15,straight_high_BL_0_J000_003.png,straight,h3_exc,476,199.66875,199.66875,717.60297
16,straight_high_BL_0_J000_003.png,straight,h3_exc,385,196.81357,196.81357,710.22095
17,straight_high_BL_0_J000_003.png,straight,h3_exc,311,187.41261,187.41261,820.2678
18,straight_high_BL_0_J000_003.png,straight,h3_exc,39,184.80775,184.80775,492.97876
19,straight_high_BL_0_J000_003.png,straight,h3_exc,184,183.30229,183.30229,631.27386
20,straight_high_BL_0_J000_003.png,straight,h3_exc,487,180.49004,180.49004,533.7189
21,straight_high_BL_0_J000_003.png,straight,h3_exc,66,169.5268,169.5268,478.48816
22,straight_high_BL_0_J000_003.png,straight,h3_exc,341,168.94452,168.94452,616.0354
23,straight_high_BL_0_J000_003.png,straight,h3_exc,383,167.82674,167.82674,1140.7253
24,straight_high_BL_0_J000_003.png,straight,h3_exc,480,151.3433,151.3433,388.54092
25,straight_high_BL_0_J000_003.png,straight,h3_exc,453,148.24669,148.24669,530.542
26,straight_high_BL_0_J000_003.png,straight,h3_exc,292,137.09769,137.09769,846.1525
27,straight_high_BL_0_J000_003.png,straight,h3_exc,236,132.97089,132.97089,593.1513
28,straight_high_BL_0_J000_003.png,straight,h3_exc,263,118.57381,118.57381,588.6077
29,straight_high_BL_0_J000_003.png,straight,h3_exc,510,113.4583,113.4583,518.93896
30,straight_high_BL_0_J000_003.png,straight,h3_exc,23,112.11273,112.11273,594.21124
31,straight_high_BL_0_J000_003.png,straight,h3_exc,446,97.63994,97.63994,388.0664
32,straight_high_BL_0_J000_003.png,straight,h3_exc,89,97.135994,97.135994,801.9576
33,straight_high_BL_0_J000_003.png,straight,h3_exc,177,95.19384,95.19384,533.8161
34,straight_high_BL_0_J000_003.png,straight,h3_exc,117,88.82893,88.82893,428.60907
35,straight_high_BL_0_J000_003.png,straight,h3_exc,424,86.76553,86.76553,356.03403
36,straight_high_BL_0_J000_003.png,straight,h3_exc,362,85.63132,85.63132,423.44202
37,straight_high_BL_0_J000_003.png,straight,h3_exc,497,85.61388,85.61388,237.31229
38,straight_high_BL_0_J000_003.png,straight,h3_exc,172,85.55564,85.55564,249.44017
39,straight_high_BL_0_J000_003.png,straight,h3_exc,404,82.156746,82.156746,489.45053
40,straight_high_BL_0_J000_003.png,straight,h3_exc,38,74.80405,74.80405,430.57086
41,straight_high_BL_0_J000_003.png,straight,h3_exc,78,69.31977,69.31977,413.8927
42,straight_high_BL_0_J000_003.png,straight,h3_exc,181,68.97938,68.97938,304.73035
43,straight_high_BL_0_J000_003.png,straight,h3_exc,473,68.428734,68.428734,217.33287
44,straight_high_BL_0_J000_003.png,straight,h3_exc,67,66.024666,66.024666,402.21356
45,straight_high_BL_0_J000_003.png,straight,h3_exc,285,65.04805,65.04805,198.60884
46,straight_high_BL_0_J000_003.png,straight,h3_exc,367,61.20262,61.20262,659.5491
47,straight_high_BL_0_J000_003.png,straight,h3_exc,262,56.29998,56.29998,283.2881
48,straight_high_BL_0_J000_003.png,straight,h3_exc,147,55.113914,55.113914,466.5416
49,straight_high_BL_0_J000_003.png,straight,h3_exc,73,51.25605,51.25605,298.81485
50,straight_high_BL_0_J000_003.png,straight,h3_exc,371,50.25129,50.25129,141.92776
51,straight_high_BL_0_J000_003.png,straight,h3_exc,456,48.46892,48.46892,433.42734
52,straight_high_BL_0_J000_003.png,straight,h3_exc,68,42.35548,42.35548,382.76773
53,straight_high_BL_0_J000_003.png,straight,h3_exc,185,42.039845,42.039845,407.9693
54,straight_high_BL_0_J000_003.png,straight,h3_exc,243,41.817745,41.817745,253.41191
55,straight_high_BL_0_J000_003.png,straight,h3_exc,253,41.587265,41.587265,468.1913
56,straight_high_BL_0_J000_003.png,straight,h3_exc,83,40.364693,40.364693,342.1479
57,straight_high_BL_0_J000_003.png,straight,h3_exc,90,38.85149,38.85149,104.50876
58,straight_high_BL_0_J000_003.png,straight,h3_exc,130,38.768543,38.768543,64.9384
59,straight_high_BL_0_J000_003.png,straight,h3_exc,323,38.31682,38.31682,171.70248
60,straight_high_BL_0_J000_003.png,straight,h3_exc,269,36.739185,36.739185,82.23227
61,straight_high_BL_0_J000_003.png,straight,h3_exc,375,35.623848,35.623848,480.9044
62,straight_high_BL_0_J000_003.png,straight,h3_exc,448,34.524918,34.524918,67.83634
63,straight_high_BL_0_J000_003.png,straight,h3_exc,314,34.02727,34.02727,287.28647
64,straight_high_BL_0_J000_003.png,straight,h3_exc,176,31.946018,31.946018,332.6985
65,straight_high_BL_0_J000_003.png,straight,h3_exc,166,31.772087,31.772087,98.60241
66,straight_high_BL_0_J000_003.png,straight,h3_exc,279,31.661318,31.661318,114.73533
67,straight_high_BL_0_J000_003.png,straight,h3_exc,366,31.65386,31.65386,97.900406
68,straight_high_BL_0_J000_003.png,straight,h3_exc,319,28.116026,28.116026,281.87302
69,straight_high_BL_0_J000_003.png,straight,h3_exc,121,27.667095,27.667095,167.0321
70,straight_high_BL_0_J000_003.png,straight,h3_exc,60,26.261318,26.261318,267.48788
71,straight_high_BL_0_J000_003.png,straight,h3_exc,369,25.928728,25.928728,378.07855
72,straight_high_BL_0_J000_003.png,straight,h3_exc,120,25.212156,25.212156,94.541336
73,straight_high_BL_0_J000_003.png,straight,h3_exc,12,24.57184,24.57184,336.07333
74,straight_high_BL_0_J000_003.png,straight,h3_exc,143,23.53115,23.53115,80.55756
75,straight_high_BL_0_J000_003.png,straight,h3_exc,393,21.61708,21.61708,171.06273
76,straight_high_BL_0_J000_003.png,straight,h3_exc,126,20.999561,20.999561,54.750706
77,straight_high_BL_0_J000_003.png,straight,h3_exc,298,20.48387,20.48387,281.38614
78,straight_high_BL_0_J000_003.png,straight,h3_exc,199,19.111032,19.111032,38.737743
79,straight_high_BL_0_J000_003.png,straight,h3_exc,302,18.90906,18.90906,173.46968
80,straight_high_BL_0_J000_003.png,straight,h3_exc,454,18.463373,18.463373,680.0475
