rank,filename,contour_type,layer,channel,mean_activation,mean_abs_activation,max_activation
1,C_high_BL_0_J000_008.png,C,h4_exc,26,513446.12,513446.12,1454760.8
2,C_high_BL_0_J000_008.png,C,h4_exc,282,467238.62,467238.62,1489105.0
3,C_high_BL_0_J000_008.png,C,h4_exc,39,329829.88,329829.88,904363.9
4,C_high_BL_0_J000_008.png,C,h4_exc,188,280337.9,280337.9,1027891.6
5,C_high_BL_0_J000_008.png,C,h4_exc,30,271912.06,271912.06,935745.6
6,C_high_BL_0_J000_008.png,C,h4_exc,493,234647.05,234647.05,619161.2
7,C_high_BL_0_J000_008.png,C,h4_exc,158,189951.05,189951.05,491517.28
8,C_high_BL_0_J000_008.png,C,h4_exc,315,153760.44,153760.44,419990.5
9,C_high_BL_0_J000_008.png,C,h4_exc,137,143335.3,143335.3,388724.56
10,C_high_BL_0_J000_008.png,C,h4_exc,34,137770.19,137770.19,423734.5
11,C_high_BL_0_J000_008.png,C,h4_exc,225,101258.39,101258.39,307015.53
12,C_high_BL_0_J000_008.png,C,h4_exc,233,97182.13,97182.13,242321.62
13,C_high_BL_0_J000_008.png,C,h4_exc,121,96360.2,96360.2,293600.5
14,C_high_BL_0_J000_008.png,C,h4_exc,205,80073.625,80073.625,211508.66
15,C_high_BL_0_J000_008.png,C,h4_exc,247,65148.0,65148.0,237347.77
16,C_high_BL_0_J000_008.png,C,h4_exc,193,53539.57,53539.57,169123.95
17,C_high_BL_0_J000_008.png,C,h4_exc,379,53310.453,53310.453,183294.6
18,C_high_BL_0_J000_008.png,C,h4_exc,180,33344.965,33344.965,88944.3
19,C_high_BL_0_J000_008.png,C,h4_exc,36,31021.686,31021.686,97254.36
20,C_high_BL_0_J000_008.png,C,h4_exc,146,27788.324,27788.324,169001.05
21,C_high_BL_0_J000_008.png,C,h4_exc,22,25705.35,25705.35,118949.85
22,C_high_BL_0_J000_008.png,C,h4_exc,112,21546.07,21546.07,75733.62
23,C_high_BL_0_J000_008.png,C,h4_exc,242,20950.312,20950.312,54052.445
24,C_high_BL_0_J000_008.png,C,h4_exc,295,15521.414,15521.414,61279.883
25,C_high_BL_0_J000_008.png,C,h4_exc,312,13826.782,13826.782,45480.0
26,C_high_BL_0_J000_008.png,C,h4_exc,497,13780.442,13780.442,67271.23
27,C_high_BL_0_J000_008.png,C,h4_exc,169,12939.285,12939.285,45623.188
28,C_high_BL_0_J000_008.png,C,h4_exc,164,12276.985,12276.985,78817.65
29,C_high_BL_0_J000_008.png,C,h4_exc,229,9589.368,9589.368,33161.562
30,C_high_BL_0_J000_008.png,C,h4_exc,317,8281.331,8281.331,44333.477
31,C_high_BL_0_J000_008.png,C,h4_exc,101,7865.3467,7865.3467,24405.576
32,C_high_BL_0_J000_008.png,C,h4_exc,475,7157.0176,7157.0176,57023.918
33,C_high_BL_0_J000_008.png,C,h4_exc,458,6498.7925,6498.7925,29435.537
34,C_high_BL_0_J000_008.png,C,h4_exc,92,6364.936,6364.936,31759.557
35,C_high_BL_0_J000_008.png,C,h4_exc,448,6209.763,6209.763,24029.117
36,C_high_BL_0_J000_008.png,C,h4_exc,374,5861.0254,5861.0254,39966.38
37,C_high_BL_0_J000_008.png,C,h4_exc,200,5691.0093,5691.0093,29596.242
38,C_high_BL_0_J000_008.png,C,h4_exc,69,5653.78,5653.78,13000.829
39,C_high_BL_0_J000_008.png,C,h4_exc,86,5013.8623,5013.8623,19409.207
40,C_high_BL_0_J000_008.png,C,h4_exc,171,5013.716,5013.716,17924.293
41,C_high_BL_0_J000_008.png,C,h4_exc,420,4203.816,4203.816,10732.162
42,C_high_BL_0_J000_008.png,C,h4_exc,133,3521.7866,3521.7866,52333.656
43,C_high_BL_0_J000_008.png,C,h4_exc,444,3510.3765,3510.3765,26656.074
44,C_high_BL_0_J000_008.png,C,h4_exc,116,3330.6074,3330.6074,10081.882
45,C_high_BL_0_J000_008.png,C,h4_exc,443,2912.3752,2912.3752,12795.878
46,C_high_BL_0_J000_008.png,C,h4_exc,147,2684.2537,2684.2537,9721.213
47,C_high_BL_0_J000_008.png,C,h4_exc,287,1960.7518,1960.7518,12680.279
48,C_high_BL_0_J000_008.png,C,h4_exc,327,1934.2242,1934.2242,5383.54
49,C_high_BL_0_J000_008.png,C,h4_exc,407,1572.7539,1572.7539,17437.266
50,C_high_BL_0_J000_008.png,C,h4_exc,89,1262.5521,1262.5521,4983.6396
51,C_high_BL_0_J000_008.png,C,h4_exc,362,967.41174,967.41174,2695.522
52,C_high_BL_0_J000_008.png,C,h4_exc,402,818.6208,818.6208,29146.977
53,C_high_BL_0_J000_008.png,C,h4_exc,11,802.699,802.699,11358.431
54,C_high_BL_0_J000_008.png,C,h4_exc,499,798.95197,798.95197,2356.0935
55,C_high_BL_0_J000_008.png,C,h4_exc,127,623.5353,623.5353,10429.579
56,C_high_BL_0_J000_008.png,C,h4_exc,143,583.7699,583.7699,1140.3877
57,C_high_BL_0_J000_008.png,C,h4_exc,275,479.15668,479.15668,9451.373
58,C_high_BL_0_J000_008.png,C,h4_exc,453,390.6525,390.6525,4071.8472
59,C_high_BL_0_J000_008.png,C,h4_exc,338,355.23676,355.23676,712.7076
60,C_high_BL_0_J000_008.png,C,h4_exc,196,348.11,348.11,687.0682
61,C_high_BL_0_J000_008.png,C,h4_exc,224,340.28903,340.28903,689.3682
62,C_high_BL_0_J000_008.png,C,h4_exc,61,309.97977,309.97977,628.5068
63,C_high_BL_0_J000_008.png,C,h4_exc,46,305.2976,305.2976,554.8186
64,C_high_BL_0_J000_008.png,C,h4_exc,50,304.68924,304.68924,2739.8792
65,C_high_BL_0_J000_008.png,C,h4_exc,467,303.82678,303.82678,624.2511
66,C_high_BL_0_J000_008.png,C,h4_exc,359,302.64594,302.64594,5850.687
67,C_high_BL_0_J000_008.png,C,h4_exc,142,301.9087,301.9087,7573.121
68,C_high_BL_0_J000_008.png,C,h4_exc,267,301.3216,301.3216,592.61774
69,C_high_BL_0_J000_008.png,C,h4_exc,99,287.5462,287.5462,2637.151
70,C_high_BL_0_J000_008.png,C,h4_exc,485,280.5443,280.5443,5245.577
71,C_high_BL_0_J000_008.png,C,h4_exc,134,266.43365,266.43365,570.90216
72,C_high_BL_0_J000_008.png,C,h4_exc,465,265.5446,265.5446,522.46594
73,C_high_BL_0_J000_008.png,C,h4_exc,163,251.25656,251.25656,526.5873
74,C_high_BL_0_J000_008.png,C,h4_exc,246,250.29434,250.29434,492.51715
75,C_high_BL_0_J000_008.png,C,h4_exc,25,238.708,238.708,472.75647
76,C_high_BL_0_J000_008.png,C,h4_exc,90,226.07423,226.07423,468.2555
77,C_high_BL_0_J000_008.png,C,h4_exc,154,220.36856,220.36856,498.1024
78,C_high_BL_0_J000_008.png,C,h4_exc,47,211.0291,211.0291,1043.4221
79,C_high_BL_0_J000_008.png,C,h4_exc,398,196.6254,196.6254,4466.791
80,C_high_BL_0_J000_008.png,C,h4_exc,238,194.77022,194.77022,424.86038
81,C_high_BL_0_J000_008.png,C,h4_exc,129,192.48872,192.48872,459.70688
82,C_high_BL_0_J000_008.png,C,h4_exc,77,188.31949,188.31949,394.2575
83,C_high_BL_0_J000_008.png,C,h4_exc,98,188.25284,188.25284,377.3104
84,C_high_BL_0_J000_008.png,C,h4_exc,195,187.14044,187.14044,359.74182
85,C_high_BL_0_J000_008.png,C,h4_exc,165,181.77335,181.77335,361.67432
86,C_high_BL_0_J000_008.png,C,h4_exc,447,178.28954,178.28954,364.17517
87,C_high_BL_0_J000_008.png,C,h4_exc,383,175.81024,175.81024,982.4002
88,C_high_BL_0_J000_008.png,C,h4_exc,330,166.52135,166.52135,341.0919
89,C_high_BL_0_J000_008.png,C,h4_exc,38,165.84877,165.84877,350.42926
90,C_high_BL_0_J000_008.png,C,h4_exc,367,165.53654,165.53654,348.25482
91,C_high_BL_0_J000_008.png,C,h4_exc,310,159.17633,159.17633,318.4706
92,C_high_BL_0_J000_008.png,C,h4_exc,110,153.43242,153.43242,309.8254
93,C_high_BL_0_J000_008.png,C,h4_exc,73,151.38977,151.38977,325.579
94,C_high_BL_0_J000_008.png,C,h4_exc,117,149.20192,149.20192,289.9108
