rank,filename,contour_type,layer,channel,mean_activation,mean_abs_activation,max_activation
1,straight_high_BL_0_J000_003.png,straight,h0_exc,50,9.746506,9.746506,41.012566
2,straight_high_BL_0_J000_003.png,straight,h0_exc,31,8.829386,8.829386,35.33789
3,straight_high_BL_0_J000_003.png,straight,h0_exc,45,8.242626,8.242626,156.4112
4,straight_high_BL_0_J000_003.png,straight,h0_exc,12,8.090606,8.090606,250.94614
5,straight_high_BL_0_J000_003.png,straight,h0_exc,1,7.7709303,7.7709303,126.86385
6,straight_high_BL_0_J000_003.png,straight,h0_exc,4,7.671012,7.671012,92.32604
7,straight_high_BL_0_J000_003.png,straight,h0_exc,44,7.6448913,7.6448913,84.77854
8,straight_high_BL_0_J000_003.png,straight,h0_exc,2,7.6273875,7.6273875,171.87062
9,straight_high_BL_0_J000_003.png,straight,h0_exc,62,7.516214,7.516214,255.6845
10,straight_high_BL_0_J000_003.png,straight,h0_exc,21,7.130095,7.130095,102.7039
11,straight_high_BL_0_J000_003.png,straight,h0_exc,32,7.060052,7.060052,220.53731
12,straight_high_BL_0_J000_003.png,straight,h0_exc,53,7.054858,7.054858,276.17972
13,straight_high_BL_0_J000_003.png,straight,h0_exc,9,6.6530046,6.6530046,56.735542
14,straight_high_BL_0_J000_003.png,straight,h0_exc,7,6.5158935,6.5158935,167.4007
15,straight_high_BL_0_J000_003.png,straight,h0_exc,59,6.0753527,6.0753527,124.13319
16,straight_high_BL_0_J000_003.png,straight,h0_exc,55,5.740535,5.740535,109.273056
17,straight_high_BL_0_J000_003.png,straight,h0_exc,26,5.680928,5.680928,104.62868
18,straight_high_BL_0_J000_003.png,straight,h0_exc,61,5.6760445,5.6760445,84.85425
19,straight_high_BL_0_J000_003.png,straight,h0_exc,10,5.4464803,5.4464803,85.64658
20,straight_high_BL_0_J000_003.png,straight,h0_exc,24,5.4130483,5.4130483,76.469795
21,straight_high_BL_0_J000_003.png,straight,h0_exc,36,5.0303283,5.0303283,49.265053
22,straight_high_BL_0_J000_003.png,straight,h0_exc,11,4.931284,4.931284,25.992226
23,straight_high_BL_0_J000_003.png,straight,h0_exc,47,4.9125504,4.9125504,28.30447
24,straight_high_BL_0_J000_003.png,straight,h0_exc,54,4.8694777,4.8694777,23.12156
25,straight_high_BL_0_J000_003.png,straight,h0_exc,33,4.8249617,4.8249617,77.25385
26,straight_high_BL_0_J000_003.png,straight,h0_exc,28,4.5572515,4.5572515,86.25298
27,straight_high_BL_0_J000_003.png,straight,h0_exc,39,4.15057,4.15057,23.635994
28,straight_high_BL_0_J000_003.png,straight,h0_exc,18,3.9667404,3.9667404,28.008247
29,straight_high_BL_0_J000_003.png,straight,h0_exc,17,3.901938,3.901938,145.13522
