rank,filename,contour_type,layer,channel,mean_activation,mean_abs_activation,max_activation
1,straight_high_BL_0_J000_003.png,straight,h2_exc,202,11.148473,11.148473,50.611626
2,straight_high_BL_0_J000_003.png,straight,h2_exc,236,10.924312,10.924312,50.611412
3,straight_high_BL_0_J000_003.png,straight,h2_exc,97,10.504844,10.504844,51.11312
4,straight_high_BL_0_J000_003.png,straight,h2_exc,197,9.414602,9.414602,32.20624
5,straight_high_BL_0_J000_003.png,straight,h2_exc,238,8.814253,8.814253,44.674255
6,straight_high_BL_0_J000_003.png,straight,h2_exc,67,8.8140335,8.8140335,51.724075
7,straight_high_BL_0_J000_003.png,straight,h2_exc,189,8.5538645,8.5538645,74.10796
8,straight_high_BL_0_J000_003.png,straight,h2_exc,95,8.224378,8.224378,61.286785
9,straight_high_BL_0_J000_003.png,straight,h2_exc,115,7.6795635,7.6795635,39.945854
10,straight_high_BL_0_J000_003.png,straight,h2_exc,207,7.205758,7.205758,31.88068
11,straight_high_BL_0_J000_003.png,straight,h2_exc,182,7.104474,7.104474,63.56662
12,straight_high_BL_0_J000_003.png,straight,h2_exc,156,7.0786705,7.0786705,33.249958
13,straight_high_BL_0_J000_003.png,straight,h2_exc,11,7.034021,7.034021,36.390938
14,straight_high_BL_0_J000_003.png,straight,h2_exc,35,6.761555,6.761555,34.81191
15,straight_high_BL_0_J000_003.png,straight,h2_exc,42,6.631331,6.631331,76.946655
16,straight_high_BL_0_J000_003.png,straight,h2_exc,43,6.547016,6.547016,40.827812
17,straight_high_BL_0_J000_003.png,straight,h2_exc,20,6.138028,6.138028,28.387625
18,straight_high_BL_0_J000_003.png,straight,h2_exc,141,6.091683,6.091683,21.946064
19,straight_high_BL_0_J000_003.png,straight,h2_exc,146,5.442587,5.442587,40.86576
20,straight_high_BL_0_J000_003.png,straight,h2_exc,249,5.442319,5.442319,54.89371
21,straight_high_BL_0_J000_003.png,straight,h2_exc,246,5.431069,5.431069,66.986725
22,straight_high_BL_0_J000_003.png,straight,h2_exc,101,5.2787585,5.2787585,39.61598
23,straight_high_BL_0_J000_003.png,straight,h2_exc,147,5.1022205,5.1022205,25.976871
24,straight_high_BL_0_J000_003.png,straight,h2_exc,174,4.889764,4.889764,22.75918
25,straight_high_BL_0_J000_003.png,straight,h2_exc,121,4.771817,4.771817,49.117596
26,straight_high_BL_0_J000_003.png,straight,h2_exc,9,4.725267,4.725267,22.051937
27,straight_high_BL_0_J000_003.png,straight,h2_exc,241,4.682652,4.682652,43.546597
