contour_type,layer,channel,n_images,mean_contour_mean_activation,sem_contour_mean_activation,mean_background_mean_activation,sem_background_mean_activation,mean_contour_preference_ratio,sem_contour_preference_ratio,mean_activation_on_contour_pct,sem_activation_on_contour_pct,mean_contour_area_pct,mean_contour_enrichment,sem_contour_enrichment,mean_dice_top_activation,sem_dice_top_activation,rank_mean_contour_enrichment
C,h1_exc,49,25,1.1057667,0.015078681,2.1705306,0.008849719,0.50941515,0.0064852955,0.8490857,0.010719021,1.6533203125,0.5135639265512473,0.006483329636345513,0.00599342698986781,0.0005421675815866877,121
C,h1_exc,31,25,0.7583908,0.0061422465,1.5272548,0.006841766,0.49667513,0.003966101,0.82804346,0.006555886,1.6533203125,0.5008366710745689,0.00396528475515306,0.0026749350540495476,0.00040066918194441974,122
C,h1_exc,59,25,0.41478541,0.007094538,0.91678375,0.0040869606,0.45218033,0.0068227006,0.7544011,0.011294743,1.6533203125,0.45629459292133767,0.006831551387088419,0.00240677113885661,0.0004840084740584591,123
C,h1_exc,86,25,1.0195298,0.015895076,2.2821803,0.010441629,0.4467771,0.0068313796,0.74545336,0.011309909,1.6533203125,0.45088259375239575,0.00684072457534339,0.0014480710979286545,0.0002792597219256317,124
C,h1_exc,107,25,0.9961011,0.019296022,2.2375815,0.0063945847,0.44514203,0.008477704,0.74272865,0.0140351,1.6533203125,0.44923455657800176,0.008489038835932435,0.0010793372880704428,0.000242107078036268,125
C,h1_exc,98,25,1.415861,0.016450193,3.4852939,0.012816612,0.4063887,0.0050536213,0.67853326,0.008378106,1.6533203125,0.41040639864548933,0.005067442964456126,0.0011396966395699826,0.0002906183257326529,126
C,h1_exc,113,25,0.81946886,0.01670552,2.128422,0.015199985,0.38575786,0.008944861,0.6442715,0.0148359565,1.6533203125,0.38968340796309325,0.008973431248132366,0.0030503645353196595,0.0004807201265796457,127
C,h1_exc,124,25,0.45165008,0.008335617,1.237268,0.00498203,0.36493638,0.0063394904,0.60973215,0.010529592,1.6533203125,0.3687925313059115,0.006368754753151708,7.37450766780577e-05,6.709682302182674e-05,128
C,td_h1_exc,72,25,8.61471,0.15282053,1.3888434,0.010683629,6.213767,0.12540936,9.450151,0.17263803,1.6533203125,5.715862339911146,0.10441898201693822,0.250398055811405,0.0023042949273098445,1
C,td_h1_exc,61,25,9.556062,0.19235674,1.8122663,0.0056325714,5.2792006,0.11695014,8.14431,0.1659176,1.6533203125,4.926032392310945,0.10035417786503543,0.2624788401908468,0.002557002606631327,2
C,td_h1_exc,64,25,4.6712933,0.10675825,0.9190143,0.0064682476,5.092939,0.1289383,7.877784,0.1835444,1.6533203125,4.764826128057845,0.11101562720544085,0.24770300846371598,0.0025486948727061545,3
C,td_h1_exc,21,25,4.1318946,0.087283954,0.9089595,0.0045098998,4.5540843,0.10999379,7.104929,0.15907367,1.6533203125,4.2973702117512875,0.09621467130039384,0.23996647951039976,0.0043116553920720824,4
C,td_h1_exc,13,25,4.7272606,0.08520749,1.0729512,0.004465061,4.4079237,0.082542114,6.8952503,0.12074301,1.6533203125,4.170547080504193,0.07303062107299181,0.23226347104648262,0.0024510294011211584,5
C,td_h1_exc,25,25,7.487711,0.11910411,1.7153745,0.008396302,4.3668904,0.071254864,6.83638,0.103932224,1.6533203125,4.134939743060819,0.06286272749256064,0.24060336880898298,0.0023385012329405703,6
C,td_h1_exc,78,25,8.0973425,0.10173675,1.9201257,0.006620089,4.219841,0.059744246,6.622145,0.08768577,1.6533203125,4.005361240448229,0.05303616652388515,0.24028157211075143,0.0023528279604445195,7
C,td_h1_exc,48,25,3.5138226,0.081454016,0.876993,0.005723834,4.0151854,0.10479521,6.3170705,0.15407921,1.6533203125,3.820838863112587,0.09319380824904672,0.23788150506977465,0.00441444737725237,8
C,td_h1_exc,0,25,5.434448,0.09231054,1.3836931,0.011445627,3.9356203,0.0787975,6.2021775,0.116410434,1.6533203125,3.7513466068140646,0.07041009218863126,0.2243325232546515,0.0029557666064157326,9
C,td_h1_exc,29,25,10.269728,0.11125625,2.777647,0.016547523,3.7000802,0.044413608,5.854883,0.066211805,1.6533203125,3.541288002798116,0.040047778909367816,0.2644431408696351,0.001587246202187989,10
C,td_h1_exc,26,25,3.7937317,0.052546173,1.051518,0.0027118984,3.6090765,0.052477628,5.718643,0.078502014,1.6533203125,3.458884113659053,0.047481429747370754,0.22686667225322477,0.004295355674615289,11
C,td_h1_exc,23,25,9.175632,0.12578256,2.5484052,0.009238341,3.6034493,0.056007884,5.710015,0.0838443,1.6533203125,3.453664966835925,0.050712675295418716,0.19951395290354518,0.003495612788719252,12
C,td_h1_exc,7,25,8.267147,0.08152742,2.4628806,0.007243412,3.3574107,0.034532923,5.341956,0.052036062,1.6533203125,3.2310473538328854,0.031473672293505825,0.237754127210058,0.0025272626209021888,13
C,td_h1_exc,6,25,3.287724,0.07070434,0.98352224,0.005060072,3.3487902,0.080670424,5.3259068,0.12169455,1.6533203125,3.221339930401494,0.07360615344449295,0.19122768792408343,0.0028849777467394684,14
C,td_h1_exc,121,25,3.9113076,0.10311951,1.2284149,0.008684005,3.1899326,0.09041974,5.0849614,0.13684896,1.6533203125,3.0756056751086374,0.08277219344705172,0.18786223078841208,0.003308005859409441,15
C,td_h1_exc,92,25,6.269784,0.114002205,2.0460165,0.007887373,3.0686584,0.064129315,4.9033,0.09726667,1.6533203125,2.9657289487631044,0.05883111023513268,0.2341658860595482,0.0027884329581243875,16
C,td_h1_exc,53,25,1.9145153,0.03416225,0.6320778,0.005396555,3.0360024,0.06435071,4.853609,0.09771648,1.6533203125,2.935673666162848,0.05910317372746629,0.17712168455864824,0.0027405758168526644,17
C,td_h1_exc,105,25,4.1759734,0.040912766,1.4184331,0.009075978,2.9469702,0.034824997,4.7196283,0.053134777,1.6533203125,2.8546363530824124,0.03213822327104196,0.23308137098782108,0.0026508349749004454,18
C,td_h1_exc,93,25,1.8382443,0.02054789,0.6331179,0.010944133,2.920647,0.052328374,4.6785393,0.08001293,1.6533203125,2.829783829744471,0.048395299612712106,0.20519902790563546,0.0023141425267554317,19
C,td_h1_exc,69,25,0.9687278,0.014989834,0.33503175,0.0010434255,2.8926253,0.046965614,4.63603,0.071900725,1.6533203125,2.8040724563212778,0.043488682074435805,0.1910667895749677,0.004328709728440588,20
C,td_h1_exc,118,25,1.2054944,0.013728204,0.43404937,0.002551619,2.7804372,0.038335323,4.4646363,0.058794122,1.6533203125,2.7004062348204165,0.0355612416069083,0.2178690611428445,0.001760129491527856,21
C,td_h1_exc,80,25,4.9335456,0.0775436,1.828434,0.0023697726,2.6979306,0.041466575,4.3377247,0.06377271,1.6533203125,2.6236444311648,0.03857250571109825,0.22790580742459737,0.0032716982188617898,22
C,td_h1_exc,57,25,3.1249528,0.038442016,1.1629646,0.004183868,2.6870563,0.031629093,4.3214183,0.048712727,1.6533203125,2.613781721029903,0.029463574012577647,0.19919215620531364,0.0027428507862835823,23
C,td_h1_exc,20,25,3.513069,0.048452985,1.3304799,0.010609431,2.6444147,0.04134773,4.2553263,0.06380291,1.6533203125,2.5738063458748366,0.03859077496164352,0.17997150758385988,0.00212989235362934,24
C,td_h1_exc,45,25,3.4933186,0.05472067,1.349558,0.0086671375,2.589694,0.040591862,4.17096,0.06265947,1.6533203125,2.5227779906847334,0.037899174056850324,0.1624335875302418,0.0031000515073220363,25
C,td_h1_exc,90,25,2.6401935,0.056391515,1.0322564,0.0093510365,2.5641305,0.06096529,4.130236,0.09443873,1.6533203125,2.498146488877129,0.05712064971434829,0.15049316170347032,0.0038210007309727686,26
C,td_h1_exc,84,25,2.1289258,0.02543915,0.8930409,0.005436826,2.3853428,0.029780684,3.8548958,0.04624764,1.6533203125,2.33160868370641,0.0279725830177225,0.1571708706945804,0.0024272530248510443,27
C,td_h1_exc,22,25,3.3887289,0.039409295,1.4637662,0.0066275643,2.316116,0.028571557,3.747239,0.044497434,1.6533203125,2.2664931059383404,0.026913982993263256,0.24486634252551984,0.0026862163714159526,28
C,td_h1_exc,1,25,2.7937553,0.026180116,1.2263571,0.0028442754,2.2783246,0.021701256,3.688552,0.0338608,1.6533203125,2.2309964782643066,0.020480483158237164,0.2211212603702161,0.0017825505837094605,29
C,td_h1_exc,18,25,1.2830861,0.022909759,0.57009864,0.004128322,2.253439,0.043571882,3.648864,0.067992955,1.6533203125,2.2069916780827854,0.04112509567825901,0.16424369395779415,0.0025748391061152804,30
C,td_h1_exc,43,25,1.3255914,0.024282925,0.6010032,0.004786575,2.2087982,0.043660924,3.5791373,0.06829183,1.6533203125,2.1648178836686442,0.04130586598077887,0.16295532858288783,0.003758520049585599,31
C,td_h1_exc,2,25,1.8128623,0.028220031,0.82662773,0.0047620917,2.1927786,0.030693581,3.5546808,0.04798927,1.6533203125,2.150025546053227,0.029025996971797387,0.18739294393682443,0.004293141614404696,32
C,td_h1_exc,76,25,0.9062792,0.025050247,0.41629386,0.0031248913,2.18146,0.06452278,3.535021,0.10079266,1.6533203125,2.138134354684291,0.060963781242740614,0.13839216672159657,0.00292147737604837,33
C,td_h1_exc,54,25,2.4786766,0.07726843,1.1385388,0.003209295,2.1784098,0.06929691,3.5298593,0.10831527,1.6533203125,2.1350124003322346,0.06551378202344538,0.1205329757813454,0.0040835156762445545,34
C,td_h1_exc,65,25,2.1154027,0.03204969,1.0126969,0.00494326,2.0907998,0.034911383,3.3947816,0.054670595,1.6533203125,2.0533114746782872,0.03306715227854253,0.14953490320946153,0.004076634528743388,35
C,td_h1_exc,62,25,3.727382,0.023506477,1.7859379,0.012712862,2.088969,0.01690848,3.3924782,0.026523275,1.6533203125,2.0519183243526173,0.016042429617739183,0.20234978630671047,0.0027893720318317764,36
C,td_h1_exc,83,25,2.2098246,0.018786442,1.0625043,0.0069991723,2.0809011,0.01766619,3.379802,0.027759736,1.6533203125,2.0442511839678046,0.01679029494885686,0.19843389093923336,0.0024152314759401813,37
C,td_h1_exc,51,25,1.0531058,0.0260605,0.5280702,0.0023794293,1.9952589,0.050777663,3.2438145,0.07997857,1.6533203125,1.961999974289203,0.04837451540977383,0.15682896170270944,0.005241899006838957,38
C,td_h1_exc,28,25,3.784958,0.028077308,1.9021705,0.0058729732,1.9900609,0.014849576,3.2370832,0.023371032,1.6533203125,1.9579285220102256,0.014135816176078331,0.17089415905457897,0.0023816238915655196,39
C,td_h1_exc,82,25,2.0413857,0.05837413,1.0331681,0.0116767865,1.9829205,0.062006384,3.2236161,0.09756289,1.6533203125,1.9497831025010166,0.059010276918711975,0.07535406016921532,0.002748526831531678,40
C,td_h1_exc,99,25,1.3561608,0.012979703,0.70081574,0.008419958,1.939311,0.022024177,3.1569717,0.034720995,1.6533203125,1.9094738041162806,0.021000765980973522,0.18581683490585846,0.0019033701803219951,41
C,td_h1_exc,41,25,1.9605834,0.027647767,1.0154681,0.0063322284,1.9331745,0.031326424,3.1469893,0.049418945,1.6533203125,1.9034360002820825,0.02989072617004339,0.14772428782324665,0.0031820805846470516,42
C,td_h1_exc,94,25,2.2724938,0.028939737,1.2003458,0.005100572,1.8934021,0.02356701,3.084492,0.03718927,1.6533203125,1.8656348293279086,0.022493688103116184,0.14203249804975052,0.002428232504857479,43
C,td_h1_exc,40,25,1.8859924,0.0269713,1.0075787,0.0036818404,1.871456,0.024769265,3.0497894,0.039211437,1.6533203125,1.8446452595807488,0.023716781084864667,0.11974151079341157,0.0038757269878680377,44
C,td_h1_exc,63,25,1.648692,0.019071132,0.9194526,0.010917213,1.7952636,0.017481962,2.9294372,0.027661087,1.6533203125,1.7718509011259578,0.016730627668474506,0.13199698315584346,0.0021386904103031837,45
C,td_h1_exc,58,25,1.8751688,0.017804872,1.0599456,0.00967838,1.7697033,0.0099975895,2.889058,0.015858775,1.6533203125,1.7474279729936282,0.009592076834465488,0.21100404300508868,0.0023784855675650996,46
C,td_h1_exc,75,25,0.91500616,0.016425256,0.5265668,0.008539415,1.7404356,0.02291614,2.8423712,0.03637709,1.6533203125,1.7191896734560677,0.02200244491220811,0.19590044414632035,0.003967079229806568,47
C,td_h1_exc,60,25,1.011187,0.020333424,0.58814585,0.009568725,1.7229506,0.030226316,2.8143747,0.047964115,1.6533203125,1.7022560798084896,0.029010781356269465,0.09519818989349266,0.002578627783987433,48
C,td_h1_exc,24,25,0.9272237,0.017623454,0.55929625,0.0064226617,1.6623013,0.035443455,2.7177644,0.05637481,1.6533203125,1.6438219315075389,0.034097936118100934,0.1327277298247442,0.005611153042303903,49
C,td_h1_exc,91,25,0.93172055,0.010205173,0.5626183,0.006468829,1.6582161,0.016032752,2.7118878,0.025526462,1.6533203125,1.6402676708785642,0.01543951445817618,0.1696203804574125,0.004312113591763469,50
C,td_h1_exc,123,25,1.091422,0.016789746,0.661622,0.0026888726,1.6501738,0.02618451,2.6988223,0.041629102,1.6533203125,1.632365076834883,0.025179089772682666,0.11448545030564511,0.0024584055351699052,51
C,td_h1_exc,108,25,1.7853224,0.01335649,1.0885624,0.0050414554,1.6401055,0.0099507775,2.6831613,0.015839914,1.6533203125,1.6228925244704404,0.00958066881810648,0.18407321106316332,0.0021760419957913392,52
C,td_h1_exc,87,25,0.55807257,0.004799727,0.34749612,0.0034784249,1.6083962,0.016045177,2.632551,0.025596531,1.6533203125,1.5922812242181277,0.015481895028433435,0.18645367589269227,0.005320071748038929,53
C,td_h1_exc,3,25,0.71253306,0.015144809,0.47765407,0.0029245836,1.4925683,0.032219917,2.4471052,0.051602874,1.6533203125,1.4801155490207054,0.031211660480000337,0.07257856364696842,0.004035374573034189,54
C,td_h1_exc,46,25,0.60294557,0.011080861,0.41277093,0.0024580879,1.4611478,0.026654657,2.3970187,0.042654242,1.6533203125,1.44982114704708,0.025799140804674117,0.09579485460479695,0.0030395722283568585,55
C,td_h1_exc,85,25,0.5337484,0.008988913,0.3670269,0.007757975,1.4593834,0.016065275,2.394478,0.025717005,1.6533203125,1.4482843791609972,0.015554762621632861,0.14903156837158277,0.0036012053166880045,56
C,td_h1_exc,14,25,0.8997685,0.020271355,0.6222648,0.004941006,1.4479599,0.034528144,2.3755903,0.05526056,1.6533203125,1.4368603024940863,0.0334239886495564,0.092717673677958,0.004315190737302621,57
C,td_h1_exc,102,25,3.8763855,0.03181483,2.685217,0.006822858,1.4440186,0.013386508,2.3699136,0.021439249,1.6533203125,1.4334268085553512,0.01296738983466239,0.06516383139188371,0.00312531005268368,58
C,td_h1_exc,55,25,1.2460752,0.009715037,0.9047942,0.0020908562,1.3774348,0.011486955,2.2631345,0.018457044,1.6533203125,1.3688420989267909,0.011163622828855482,0.04285234422438082,0.001866095973175287,59
C,td_h1_exc,8,25,0.7648418,0.012761452,0.57557505,0.001965767,1.3295698,0.023515834,2.1859415,0.037799925,1.6533203125,1.3221523893976503,0.022863036731858032,0.05456441220866479,0.0021429838487108973,60
C,td_h1_exc,77,25,0.54528517,0.007172918,0.41119736,0.0055182106,1.3265821,0.006797858,2.1814568,0.010930667,1.6533203125,1.319439965439418,0.006611342522403507,0.16508723901161054,0.0032035449905028915,61
C,td_h1_exc,47,25,1.0716435,0.009982815,0.8366833,0.00445533,1.2815856,0.013414319,2.1089382,0.02159677,1.6533203125,1.2755775917983745,0.013062665444764716,0.056260789407478196,0.0020603224583936957,62
C,td_h1_exc,19,25,0.28935084,0.0056208605,0.22707674,0.0027131021,1.2759066,0.024269143,2.0995286,0.03910403,1.6533203125,1.2698861965424486,0.023651816960364558,0.08087803233990154,0.0025435789818483833,63
C,td_h1_exc,12,25,0.49267936,0.012379367,0.3963002,0.009541168,1.2452923,0.017619498,2.0503533,0.028416717,1.6533203125,1.2401427967389622,0.017187666022978016,0.045232548395168666,0.002920426670098544,64
C,td_h1_exc,101,25,0.60717684,0.008748391,0.49743327,0.001637702,1.2209406,0.01806015,2.0110512,0.029125901,1.6533203125,1.2163711573421718,0.017616611457662818,0.05935100495666554,0.002040841071501833,65
C,td_h1_exc,36,25,0.7657925,0.01890365,0.64577085,0.0085148895,1.1886146,0.029075665,1.9585115,0.04695553,1.6533203125,1.1845928908664833,0.028400745039984264,0.057554453345414716,0.0020814206172342317,66
C,td_h1_exc,17,25,0.6458223,0.006422676,0.55508864,0.0043966896,1.1644565,0.012222075,1.9199035,0.019754175,1.6533203125,1.1612411070074298,0.011948183303498092,0.027956088158863693,0.0011151127081640672,67
C,td_h1_exc,117,25,0.38577077,0.0032344197,0.33261734,0.0029524972,1.1601952,0.0053349975,1.9130892,0.008629213,1.6533203125,1.1571194710680945,0.005219323059275941,0.07892040542370858,0.0020238801723008494,68
C,td_h1_exc,111,25,0.45723835,0.009520701,0.40668765,0.0022902975,1.1257261,0.025340514,1.8569133,0.041029744,1.6533203125,1.123141911445453,0.02481657347371542,0.06079946367211866,0.0032785494881567784,69
C,td_h1_exc,15,25,0.6359052,0.008183697,0.5695835,0.006919949,1.1167353,0.0069025103,1.8427342,0.011175754,1.6533203125,1.114565789229162,0.006759581615816735,0.030020791326487817,0.0025264061908647135,70
C,td_h1_exc,89,25,0.5144752,0.0066920416,0.4632825,0.0065831933,1.1113604,0.0063380892,1.8340323,0.010267217,1.6533203125,1.10930246059609,0.006210058913660744,0.0587815302102918,0.0017087374287383039,71
C,td_h1_exc,88,25,0.9166274,0.009912459,0.8266584,0.0030068057,1.1092596,0.012913273,1.8305475,0.020908816,1.6533203125,1.1071946978310405,0.012646561063717624,0.08754211011473431,0.002956140393133331,72
C,td_h1_exc,125,25,0.46287018,0.0033291671,0.42685404,0.0023846668,1.0850285,0.009188987,1.7913272,0.014895697,1.6533203125,1.0834725210650051,0.009009565167311688,0.017987094611566255,0.0022821997140381883,73
C,td_h1_exc,37,25,0.92630386,0.026432559,0.8655471,0.0054127737,1.0697129,0.02900981,1.7660012,0.04701945,1.6533203125,1.06815434232847,0.0284394073709235,0.03262865057233838,0.0024029650711512927,74
C,td_h1_exc,10,25,0.6217537,0.0059806355,0.58323586,0.0026234933,1.0658355,0.008039194,1.7602099,0.013042131,1.6533203125,1.0646514882260596,0.007888448285179692,0.03353389759487678,0.001125098968985069,75
C,td_h1_exc,32,25,0.16197115,0.0017717866,0.15812416,0.0009898674,1.0244454,0.0097134,1.6929915,0.01577764,1.6533203125,1.0239948871863438,0.009543002189672642,0.020755860633000504,0.0019618075267340412,76
C,td_h1_exc,52,25,0.5012638,0.0066036466,0.49200287,0.0031339263,1.018778,0.011708694,1.6837552,0.019042173,1.6533203125,1.0184083440552636,0.011517534559891544,0.05622009349976007,0.0030624945114812395,77
C,td_h1_exc,115,25,0.41091704,0.00885817,0.40492046,0.0018333228,1.0151825,0.022050139,1.6776874,0.03581369,1.6533203125,1.014738225505585,0.021661674980273517,0.013086383893773068,0.0020540028180377826,78
C,td_h1_exc,97,25,0.47881976,0.0050797234,0.47393674,0.0034535276,1.0105976,0.009242541,1.6704937,0.015023493,1.6533203125,1.0103872761954795,0.009086861553047582,0.02446981794375251,0.001580994151164106,79
C,td_h1_exc,79,25,0.5122211,0.0059076245,0.5180807,0.006747653,0.99046165,0.010403052,1.6377388,0.016915124,1.6533203125,0.9905756496263691,0.010231002677995642,0.07209586859962114,0.00366471964605805,80
C,td_h1_exc,120,25,0.2468575,0.0022612303,0.25182706,0.0014405285,0.98035,0.007425549,1.6213238,0.012082285,1.6533203125,0.9806471181410875,0.007307891543708204,0.04829614023806988,0.002315963565343241,81
C,td_h1_exc,50,25,0.7784023,0.01663458,0.8131884,0.005435398,0.958134,0.021362618,1.5849044,0.034783613,1.6533203125,0.958619156169331,0.021038642210143874,0.037744071063405896,0.0024170031727364896,82
C,td_h1_exc,34,25,0.3542628,0.0058464133,0.38309175,0.003772154,0.9241521,0.010437644,1.5297672,0.017012125,1.6533203125,0.9252696883178462,0.010289672775258368,0.05898908085641844,0.002675446553544784,83
C,td_h1_exc,67,25,0.23146425,0.003487735,0.26953658,0.0026375325,0.85872847,0.00991429,1.4230133,0.016194014,1.6533203125,0.8607003106627608,0.009794844085078431,0.029068798754026855,0.0023018316716448433,84
C,td_h1_exc,127,25,0.21139362,0.0051052133,0.26104173,0.0024587032,0.8092142,0.016961785,1.3419363,0.027738253,1.6533203125,0.8116614318893012,0.016777301049449956,0.03435160597451112,0.0016115553484028825,85
C,td_h1_exc,71,25,0.39458916,0.008797397,0.5014685,0.008364585,0.78545004,0.0071263122,1.3031901,0.011671867,1.6533203125,0.7882260893516332,0.007059652699365783,0.002909578479843367,0.0005162119089750635,86
C,td_h1_exc,74,25,0.3247095,0.0074809226,0.42133334,0.005376774,0.76935506,0.01143171,1.2767742,0.018725477,1.6533203125,0.7722484857815197,0.011325982566258394,0.013937808818626869,0.0013786182432034676,87
C,td_h1_exc,5,25,0.16464338,0.0019757536,0.21659796,0.0012007057,0.7606289,0.009879281,1.2624962,0.016191905,1.6533203125,0.7636125786746795,0.009793567768188767,0.0027017514455688414,0.0003158346452397392,88
C,td_h1_exc,104,25,0.31094664,0.004154443,0.4147645,0.0038348231,0.7493541,0.005658218,1.2440568,0.009278222,1.6533203125,0.7524596754731618,0.005611872202803456,0.010096371407014082,0.0009990886692535141,89
C,td_h1_exc,103,25,0.15448074,0.0030232782,0.20636597,0.0022261965,0.74784255,0.010114556,1.2415328,0.016588036,1.6533203125,0.7509329702762162,0.01003316467496368,0.002990014172052571,0.0007968709185709596,90
C,td_h1_exc,114,25,0.4019506,0.0072066495,0.546856,0.0059834486,0.73383385,0.0060430844,1.2186012,0.009912354,1.6533203125,0.737062993917587,0.0059954225005145875,0.0,0.0,91
C,td_h1_exc,38,25,0.3287468,0.0052101095,0.45144135,0.0037019039,0.72741926,0.0068270336,1.2080711,0.011200868,1.6533203125,0.7306939115903023,0.00677477152860299,0.0009050532137761627,0.0002077639485099748,92
C,td_h1_exc,106,25,0.30864155,0.0028558653,0.43785173,0.0013052925,0.7048173,0.005775395,1.1709816,0.009480366,1.6533203125,0.7082606156170105,0.00573413703365401,0.012348948294634753,0.0006294745698029752,93
C,td_h1_exc,110,25,0.4129316,0.0076238737,0.6324777,0.006826516,0.652129,0.007386703,1.0843792,0.012149997,1.6533203125,0.6558796709005159,0.007348846388332875,0.0005095114388665805,0.00015587327930503754,94
C,td_h1_exc,31,25,0.27654427,0.0072646975,0.4361755,0.0070052887,0.63198733,0.008161265,1.0512302,0.013425944,1.6533203125,0.635829693575593,0.008120594964285712,0.007716416659676765,0.0006438697647717298,95
C,td_h1_exc,73,25,0.12208741,0.003281832,0.1961977,0.0026826859,0.62016237,0.009510747,1.0317473,0.015662562,1.6533203125,0.6240455981756265,0.00947339830400834,0.0003687253833902885,0.00015841165260198267,96
C,td_h1_exc,100,25,0.3743944,0.009275879,0.60634494,0.0012556468,0.61753386,0.015326226,1.027324,0.025234008,1.6533203125,0.6213702236025067,0.015262625445322723,0.023330260621785524,0.001155970977994196,97
C,td_h1_exc,122,25,0.32794535,0.0042911763,0.5386066,0.0016532583,0.60903955,0.008252271,1.0134436,0.013600069,1.6533203125,0.6129747394905575,0.008225913152799516,4.692868515876399e-05,3.423906465774289e-05,98
C,td_h1_exc,42,25,0.25924346,0.0043596313,0.43086898,0.004731582,0.6014245,0.006709659,1.0009137,0.011052629,1.6533203125,0.605396115583908,0.0066851106766543985,0.003593396463585357,0.0006921987824532099,99
C,td_h1_exc,96,25,0.64417285,0.013045956,1.1085372,0.004014941,0.5809778,0.011378899,0.96715796,0.018765204,1.6533203125,0.5849791904314461,0.011350010637352576,0.011980222911244464,0.001316119314131752,100
C,td_h1_exc,107,25,0.29076707,0.0060582915,0.5028687,0.004332112,0.5771988,0.0083490815,0.9609663,0.013763661,1.6533203125,0.5812341626742689,0.00832486021884524,6.704097879823427e-05,4.7405130725615016e-05,101
C,td_h1_exc,95,25,0.34478,0.0062216287,0.60012615,0.0029703397,0.574511,0.009926831,0.9565151,0.016370682,1.6533203125,0.5785418813990216,0.009901699765177708,0.0123824215958135,0.0007479307344468188,102
C,td_h1_exc,126,25,0.25511348,0.0076578204,0.44676602,0.003191621,0.5708273,0.016298676,0.9503297,0.026869314,1.6533203125,0.5748007457596407,0.016251728445575465,0.01387073806630864,0.0018229246569814602,103
C,td_h1_exc,27,25,0.3753172,0.01937153,0.67684484,0.0037191126,0.55343604,0.027331386,0.92132086,0.045042552,1.6533203125,0.5572548941509842,0.02724369304053397,0.012529958937389984,0.001978070559750688,104
C,td_h1_exc,81,25,0.28151882,0.0064421375,0.5304238,0.0021503954,0.53076667,0.012142315,0.88429105,0.020039653,1.6533203125,0.5348576655204859,0.012120853792502505,0.0018168105254321486,0.0006539130700774043,105
C,td_h1_exc,116,25,0.13516888,0.003301895,0.26209778,0.0021798802,0.51467824,0.009396852,0.85775274,0.015518352,1.6533203125,0.5188061492057848,0.009386174056465642,0.010833822173794659,0.0007789385707026708,106
C,td_h1_exc,9,25,0.15427363,0.0025531643,0.30378693,0.001629306,0.507708,0.007559714,0.84625435,0.012490915,1.6533203125,0.5118514149097668,0.00755504829357645,0.0007441509323087028,0.0002644860960991422,107
C,td_h1_exc,86,25,0.34053567,0.0051572616,0.6870682,0.0058906423,0.49597684,0.007233756,0.8268646,0.011959655,1.6533203125,0.5001236578788482,0.007233719086569453,0.0061275454621586125,0.000526822952785667,108
C,td_h1_exc,16,25,0.2648529,0.00397958,0.53951097,0.0031029263,0.490871,0.006656251,0.818427,0.011006543,1.6533203125,0.4950202608219832,0.0066572356783848674,0.002353138355818023,0.00037991695420039746,109
C,td_h1_exc,30,25,0.12545025,0.0034867593,0.2640061,0.0032396202,0.4735924,0.008324225,0.78982854,0.013764035,1.6533203125,0.4777226496111718,0.008325086469646982,0.0,0.0,110
C,td_h1_exc,39,25,0.25589985,0.0048915814,0.5535229,0.0044755912,0.46167755,0.006340766,0.7701288,0.01049522,1.6533203125,0.46580735710673077,0.006347965278177059,0.0001206737618368217,6.159627454320478e-05,111
C,td_h1_exc,59,25,0.10639007,0.0019442092,0.23244376,0.0011036661,0.45763832,0.0080574285,0.76342565,0.013333606,1.6533203125,0.4617530480275909,0.0080647445083002,0.0007173384731411067,0.00025956203043780735,112
C,td_h1_exc,4,25,0.5811666,0.008368978,1.359013,0.004679448,0.42763054,0.005991152,0.7137408,0.009927035,1.6533203125,0.4317014960344997,0.006004302480296979,0.0,0.0,113
C,td_h1_exc,44,25,0.07707263,0.0021605857,0.18416192,0.0010317096,0.41861996,0.011786258,0.6987379,0.019522805,1.6533203125,0.4226270933326298,0.01180824068284361,0.00038213357914993536,0.0001314442069939856,114
C,td_h1_exc,109,25,0.11800766,0.0026305048,0.28506958,0.002422054,0.41340142,0.007258861,0.6901436,0.012033753,1.6533203125,0.4174288203165041,0.007278536804327471,0.004196765272769466,0.00042317322259057216,115
C,td_h1_exc,56,25,0.19343267,0.0071143913,0.48104516,0.0013723376,0.40248418,0.015187664,0.6719214,0.02516102,1.6533203125,0.4064072540992039,0.015218478818962326,0.008494035275518931,0.001208997133725717,116
C,td_h1_exc,49,25,0.4160583,0.008966032,1.0330504,0.0075256065,0.4024113,0.0073997118,0.6719173,0.012272535,1.6533203125,0.4064048141350279,0.007422962538309488,0.0030302455005058503,0.00031607263731301126,117
C,td_h1_exc,66,25,0.2061654,0.006347327,0.51764244,0.0027868073,0.39771298,0.011205125,0.664077,0.018586097,1.6533203125,0.401662644256833,0.011241679925635323,0.0012603704014068043,0.0003931959598133648,118
C,td_h1_exc,35,25,0.39062735,0.008338,0.99347734,0.0040926747,0.39357045,0.0089156255,0.65723526,0.014793553,1.6533203125,0.39752446068811254,0.008947784127223898,0.0038548562808984705,0.0003905532623052469,119
C,td_h1_exc,33,25,0.12390879,0.0028112624,0.32624,0.001670251,0.3794235,0.0075080874,0.63377404,0.012456808,1.6533203125,0.3833340818469264,0.007534419329659921,0.0,0.0,120
