contour_type,layer,channel,n_images,mean_contour_mean_activation,sem_contour_mean_activation,mean_background_mean_activation,sem_background_mean_activation,mean_contour_preference_ratio,sem_contour_preference_ratio,mean_activation_on_contour_pct,sem_activation_on_contour_pct,mean_contour_area_pct,mean_contour_enrichment,sem_contour_enrichment,mean_dice_top_activation,sem_dice_top_activation,rank_mean_contour_enrichment
C,h1_exc,114,25,0.95517206,0.012916875,1.0071257,0.010457848,0.94798434,0.005876779,1.5686483,0.009573053,1.6533203125,0.9487867465824639,0.005790198605488815,0.012556775328909277,0.0004072107167740356,95
C,h1_exc,126,25,0.90515083,0.012718874,0.95658636,0.003994163,0.94587326,0.0115446905,1.565146,0.018796893,1.6533203125,0.9466683125792921,0.011369177467741536,0.03256850750018221,0.0019522080930078217,96
C,h1_exc,81,25,0.9986392,0.013323227,1.0566803,0.0050914106,0.94559497,0.013504517,1.5646609,0.021984857,1.6533203125,0.9463749112133024,0.013297396375522198,0.051634788846925336,0.0012262087331954274,97
C,h1_exc,111,25,1.2098582,0.017049469,1.3017013,0.0055453624,0.9291687,0.011619817,1.5379272,0.018944751,1.6533203125,0.9302051503699125,0.011458609566776556,0.035967393557634585,0.0013603601696502746,98
C,h1_exc,112,25,1.5715045,0.021475237,1.7176672,0.007612834,0.91502565,0.012295774,1.514861,0.020040661,1.6533203125,0.9162537784214774,0.012121462527212317,0.042497276460200704,0.0006571554948114462,99
C,h1_exc,116,25,1.0577163,0.013419186,1.2186878,0.011571042,0.86764556,0.005720685,1.4376206,0.009341067,1.6533203125,0.8695354728582881,0.005649883143850978,0.04567471157004008,0.0007234184595364711,100
C,h1_exc,73,25,0.70845866,0.007374828,0.85737056,0.007589496,0.826328,0.0047129793,1.3701046,0.0077054617,1.6533203125,0.8286987557396632,0.004660598066365994,0.02090329685696191,0.0004816251076290949,101
C,h1_exc,5,25,0.3079342,0.004193147,0.3841955,0.0024102798,0.80148625,0.009632321,1.3294165,0.015767734,1.6533203125,0.804088922313684,0.009537011101034477,0.0039353054554563515,0.0004211370712809176,102
C,h1_exc,11,25,1.9594681,0.041079335,2.5355952,0.024287598,0.77499944,0.01862225,1.2858804,0.030506236,1.6533203125,0.7777563790035217,0.0184514975609577,0.0361149752786088,0.0025224051340624843,103
C,h1_exc,38,25,1.1632417,0.013517978,1.5276948,0.012585369,0.7611383,0.0043474752,1.2633824,0.0071226354,1.6533203125,0.7641485834290792,0.004308079355040364,0.009211430486877389,0.00037905335405014653,104
C,h1_exc,30,25,0.7359078,0.013627757,0.9928191,0.012322504,0.74012184,0.005821657,1.2289165,0.009546258,1.6533203125,0.7433021553627944,0.005773991518380561,0.01198017403773051,0.00046215007259113605,105
C,h1_exc,104,25,1.0434278,0.010587268,1.4531616,0.008358899,0.7180369,0.0060923537,1.1926808,0.0099983355,1.6533203125,0.7213851800357447,0.006047427943244675,0.024885498415234387,0.0011579633357269184,106
C,h1_exc,50,25,0.97585845,0.018834673,1.365159,0.0075470223,0.7151242,0.013857948,1.1877987,0.022746699,1.6533203125,0.7184323157779109,0.013758192087207981,0.010022578580351126,0.0014606698464617312,107
C,h1_exc,100,25,1.7035778,0.01833621,2.3869088,0.006456119,0.71363664,0.00712332,1.1854495,0.0116907535,1.6533203125,0.7170113481301632,0.007071075919904236,0.020118997737350104,0.00108076420706007,108
C,h1_exc,9,25,0.45938188,0.0057638823,0.6533053,0.0038256363,0.70295197,0.0070005655,1.1679087,0.011495542,1.6533203125,0.7064019080132573,0.0069530035562647245,0.006134249560038436,0.0005485834026163832,109
C,h1_exc,44,25,0.4052732,0.005499973,0.6021024,0.003941058,0.6727771,0.0067968485,1.1183362,0.011165956,1.6533203125,0.6764183534378919,0.006753655808934534,0.0004893991452271101,0.00015236159460124343,110
C,h1_exc,35,25,1.0807699,0.02025716,1.6194022,0.0045921365,0.6675451,0.012697375,1.1096599,0.02087531,1.6533203125,0.6711705947180637,0.0126262957885188,0.021312327159958674,0.0013322964392397866,111
C,h1_exc,52,25,2.1427517,0.027603472,3.2606986,0.018212486,0.65681463,0.0063265297,1.0920954,0.010405523,1.6533203125,0.6605467830391138,0.0062937123666129595,0.003318512159341278,0.0003033852316498468,112
C,h1_exc,42,25,0.7298523,0.014299579,1.1379733,0.013324008,0.6402334,0.0065136054,1.0648167,0.010720298,1.6533203125,0.6440474756157435,0.0064841021749287905,0.00419005218665719,0.0005530890965475747,113
C,h1_exc,34,25,0.7547886,0.00952724,1.1827359,0.007764299,0.63797575,0.0060658264,1.0611054,0.009982019,1.6533203125,0.6418026667540812,0.00603755874920034,0.01664622447679403,0.0008623408028007385,114
C,h1_exc,4,25,0.9877155,0.012532321,1.5698357,0.0051790676,0.6293065,0.008114738,1.0468179,0.013356115,1.6533203125,0.6331609784318851,0.0080783587415635,6.704097879823427e-06,6.704097879823427e-06,115
C,h1_exc,39,25,0.843817,0.009308239,1.4121956,0.0077512455,0.597287,0.0045707636,0.994112,0.007532363,1.6533203125,0.6012821672621984,0.004555900400090072,0.0021386072236636734,0.00020257952765197052,116
C,h1_exc,56,25,0.37792575,0.008866643,0.6552504,0.0013345921,0.5768429,0.013579102,0.96030396,0.022374758,1.6533203125,0.5808335687213426,0.013533226398345437,0.013354522529562233,0.0014111079760971855,117
C,h1_exc,106,25,0.73704267,0.008228143,1.3439945,0.003117781,0.54836273,0.0058370125,0.91341734,0.009632196,1.6533203125,0.5524745457553186,0.0058259711198275325,0.0038347400549073023,0.00042996145576633393,118
C,h1_exc,103,25,0.22964402,0.0038883951,0.41931343,0.0025158336,0.5477614,0.008912934,0.91239494,0.014714513,1.6533203125,0.5518561114546624,0.008899977039340503,0.0068582747163589905,0.0003572391242072109,119
C,h1_exc,96,25,1.0593152,0.014141425,1.991495,0.00463963,0.5319194,0.007003684,0.8862597,0.011567311,1.6533203125,0.5360483925533939,0.006996412659193676,0.003955417749095822,0.0004935031212376809,120
