contour_type,layer,n_channels,mean_contour_preference_ratio,sem_contour_preference_ratio,mean_activation_on_contour_pct,sem_activation_on_contour_pct,mean_contour_area_pct,mean_contour_enrichment,sem_contour_enrichment,mean_dice_top_activation,sem_dice_top_activation
C,h1_exc,2,2.4241998,1.6157773,3.8502803,2.5094519,1.6533203125,2.328816885925378,1.5178255731807244,0.12779686583413408,0.12126037040130623
C,td_h1_exc,2,2.0744624,1.2958131,3.3270512,2.0349655,1.6533203125,2.012345168351202,1.2308356024195177,0.12913768541009876,0.12410961200023121
straight,h1_exc,2,2.7651384,1.8247974,2.2326295,1.4544439,0.8271484375000001,2.6991884159706103,1.7583832331159783,0.06963109948582157,0.06421935600246755
straight,td_h1_exc,2,2.2699504,1.6256936,1.8406858,1.3062172,0.8271484375000001,2.2253392118271598,1.579181062056207,0.06629385767108659,0.06629385767108659
