image_index,filename,condition,bias_strength,layer,n_channels,mean_abs_activation,max_abs_activation,std_abs_activation,map_path
5,Noshape_005.png,baseline,0.0,h1_exc,128,2.193101644515991,7.797008037567139,0.37692156434059143,/home/yentl/pytorch_gammanet/outputs_noshape_bias_final/arrays/per_image_all_channel_maps/baseline/005_Noshape_005_baseline.npy
5,Noshape_005.png,C_bias,0.25,h1_exc,128,2.5676937103271484,7.653546333312988,0.3961946964263916,/home/yentl/pytorch_gammanet/outputs_noshape_bias_final/arrays/per_image_all_channel_maps/C_bias/005_Noshape_005_C_bias.npy
5,Noshape_005.png,straight_bias,0.25,h1_exc,128,2.593384027481079,8.557429313659668,0.4054794907569885,/home/yentl/pytorch_gammanet/outputs_noshape_bias_final/arrays/per_image_all_channel_maps/straight_bias/005_Noshape_005_straight_bias.npy
6,Noshape_006.png,baseline,0.0,h1_exc,128,2.187990188598633,6.974649906158447,0.39336976408958435,/home/yentl/pytorch_gammanet/outputs_noshape_bias_final/arrays/per_image_all_channel_maps/baseline/006_Noshape_006_baseline.npy
6,Noshape_006.png,C_bias,0.25,h1_exc,128,2.5621731281280518,7.019820690155029,0.41810280084609985,/home/yentl/pytorch_gammanet/outputs_noshape_bias_final/arrays/per_image_all_channel_maps/C_bias/006_Noshape_006_C_bias.npy
6,Noshape_006.png,straight_bias,0.25,h1_exc,128,2.589144706726074,7.745288848876953,0.4243963658809662,/home/yentl/pytorch_gammanet/outputs_noshape_bias_final/arrays/per_image_all_channel_maps/straight_bias/006_Noshape_006_straight_bias.npy
7,Noshape_007.png,baseline,0.0,h1_exc,128,2.1942391395568848,5.486459732055664,0.40259021520614624,/home/yentl/pytorch_gammanet/outputs_noshape_bias_final/arrays/per_image_all_channel_maps/baseline/007_Noshape_007_baseline.npy
7,Noshape_007.png,C_bias,0.25,h1_exc,128,2.569087505340576,6.040310859680176,0.42568439245224,/home/yentl/pytorch_gammanet/outputs_noshape_bias_final/arrays/per_image_all_channel_maps/C_bias/007_Noshape_007_C_bias.npy
7,Noshape_007.png,straight_bias,0.25,h1_exc,128,2.5948970317840576,5.952260971069336,0.436998575925827,/home/yentl/pytorch_gammanet/outputs_noshape_bias_final/arrays/per_image_all_channel_maps/straight_bias/007_Noshape_007_straight_bias.npy
8,Noshape_008.png,baseline,0.0,h1_exc,128,2.203366756439209,11.433500289916992,0.4220053553581238,/home/yentl/pytorch_gammanet/outputs_noshape_bias_final/arrays/per_image_all_channel_maps/baseline/008_Noshape_008_baseline.npy
8,Noshape_008.png,C_bias,0.25,h1_exc,128,2.57912015914917,11.33130931854248,0.4404563903808594,/home/yentl/pytorch_gammanet/outputs_noshape_bias_final/arrays/per_image_all_channel_maps/C_bias/008_Noshape_008_C_bias.npy
8,Noshape_008.png,straight_bias,0.25,h1_exc,128,2.605396270751953,12.023163795471191,0.4555087983608246,/home/yentl/pytorch_gammanet/outputs_noshape_bias_final/arrays/per_image_all_channel_maps/straight_bias/008_Noshape_008_straight_bias.npy
9,Noshape_009.png,baseline,0.0,h1_exc,128,2.199287176132202,7.989193916320801,0.39864489436149597,/home/yentl/pytorch_gammanet/outputs_noshape_bias_final/arrays/per_image_all_channel_maps/baseline/009_Noshape_009_baseline.npy
9,Noshape_009.png,C_bias,0.25,h1_exc,128,2.574150800704956,7.398256301879883,0.4213050901889801,/home/yentl/pytorch_gammanet/outputs_noshape_bias_final/arrays/per_image_all_channel_maps/C_bias/009_Noshape_009_C_bias.npy
9,Noshape_009.png,straight_bias,0.25,h1_exc,128,2.6024093627929688,8.70291519165039,0.4302140474319458,/home/yentl/pytorch_gammanet/outputs_noshape_bias_final/arrays/per_image_all_channel_maps/straight_bias/009_Noshape_009_straight_bias.npy
10,Noshape_010.png,baseline,0.0,h1_exc,128,2.1974542140960693,7.335783958435059,0.392494261264801,/home/yentl/pytorch_gammanet/outputs_noshape_bias_final/arrays/per_image_all_channel_maps/baseline/010_Noshape_010_baseline.npy
10,Noshape_010.png,C_bias,0.25,h1_exc,128,2.5721848011016846,7.152181148529053,0.40916624665260315,/home/yentl/pytorch_gammanet/outputs_noshape_bias_final/arrays/per_image_all_channel_maps/C_bias/010_Noshape_010_C_bias.npy
10,Noshape_010.png,straight_bias,0.25,h1_exc,128,2.600233554840088,8.408208847045898,0.4217570424079895,/home/yentl/pytorch_gammanet/outputs_noshape_bias_final/arrays/per_image_all_channel_maps/straight_bias/010_Noshape_010_straight_bias.npy
11,Noshape_011.png,baseline,0.0,h1_exc,128,2.197161912918091,7.485127925872803,0.41688719391822815,/home/yentl/pytorch_gammanet/outputs_noshape_bias_final/arrays/per_image_all_channel_maps/baseline/011_Noshape_011_baseline.npy
11,Noshape_011.png,C_bias,0.25,h1_exc,128,2.5727086067199707,7.007759094238281,0.44291114807128906,/home/yentl/pytorch_gammanet/outputs_noshape_bias_final/arrays/per_image_all_channel_maps/C_bias/011_Noshape_011_C_bias.npy
11,Noshape_011.png,straight_bias,0.25,h1_exc,128,2.598684549331665,8.328445434570312,0.4482439160346985,/home/yentl/pytorch_gammanet/outputs_noshape_bias_final/arrays/per_image_all_channel_maps/straight_bias/011_Noshape_011_straight_bias.npy
12,Noshape_012.png,baseline,0.0,h1_exc,128,2.202378034591675,6.517134666442871,0.3773607313632965,/home/yentl/pytorch_gammanet/outputs_noshape_bias_final/arrays/per_image_all_channel_maps/baseline/012_Noshape_012_baseline.npy
12,Noshape_012.png,C_bias,0.25,h1_exc,128,2.5771143436431885,6.491688251495361,0.3968071937561035,/home/yentl/pytorch_gammanet/outputs_noshape_bias_final/arrays/per_image_all_channel_maps/C_bias/012_Noshape_012_C_bias.npy
12,Noshape_012.png,straight_bias,0.25,h1_exc,128,2.6069395542144775,7.33130407333374,0.40901073813438416,/home/yentl/pytorch_gammanet/outputs_noshape_bias_final/arrays/per_image_all_channel_maps/straight_bias/012_Noshape_012_straight_bias.npy
13,Noshape_013.png,baseline,0.0,h1_exc,128,2.1988747119903564,8.220033645629883,0.3825654685497284,/home/yentl/pytorch_gammanet/outputs_noshape_bias_final/arrays/per_image_all_channel_maps/baseline/013_Noshape_013_baseline.npy
13,Noshape_013.png,C_bias,0.25,h1_exc,128,2.5725064277648926,8.447282791137695,0.39891013503074646,/home/yentl/pytorch_gammanet/outputs_noshape_bias_final/arrays/per_image_all_channel_maps/C_bias/013_Noshape_013_C_bias.npy
13,Noshape_013.png,straight_bias,0.25,h1_exc,128,2.602158784866333,8.79150390625,0.4124091863632202,/home/yentl/pytorch_gammanet/outputs_noshape_bias_final/arrays/per_image_all_channel_maps/straight_bias/013_Noshape_013_straight_bias.npy
14,Noshape_014.png,baseline,0.0,h1_exc,128,2.1928200721740723,8.284482955932617,0.422869473695755,/home/yentl/pytorch_gammanet/outputs_noshape_bias_final/arrays/per_image_all_channel_maps/baseline/014_Noshape_014_baseline.npy
14,Noshape_014.png,C_bias,0.25,h1_exc,128,2.5669381618499756,8.785778999328613,0.4392971992492676,/home/yentl/pytorch_gammanet/outputs_noshape_bias_final/arrays/per_image_all_channel_maps/C_bias/014_Noshape_014_C_bias.npy
14,Noshape_014.png,straight_bias,0.25,h1_exc,128,2.595010995864868,8.956345558166504,0.4604991376399994,/home/yentl/pytorch_gammanet/outputs_noshape_bias_final/arrays/per_image_all_channel_maps/straight_bias/014_Noshape_014_straight_bias.npy
