filename,contour_type,contrast,quadrant,position,stimulus_id,jitter,layer,channel_group,n_channels,contour_mean_activation,background_mean_activation,contour_preference_ratio,activation_on_contour_pct,contour_area_pct,contour_enrichment,dice_top_activation,top_activation_percentile,condition,bias_strength,baseline_contour_mean_activation,baseline_background_mean_activation,baseline_contour_preference_ratio,baseline_activation_on_contour_pct,baseline_contour_enrichment,baseline_dice_top_activation,delta_contour_mean_activation,delta_background_mean_activation,delta_contour_preference_ratio,delta_activation_on_contour_pct,delta_contour_enrichment,delta_dice_top_activation
straight_high_BL_0_J024_006.png,straight,high,BL,0,006,24,h1_exc,matched_channels,51,1.5770823,0.7201092,2.19006,1.8312616,0.844573974609375,2.1682666861608806,0.10960638784336078,90,matched_bias,0.15,1.5061097,0.70463115,2.137444,1.7880527,2.1171060329725995,0.10883253016282358,0.07097256,0.015478075,0.05261588,0.043208957,0.05116065318828111,0.0007738576805371988
straight_high_BL_0_J025_024.png,straight,high,BL,0,024,25,h1_exc,all_channels,128,1.030453,0.6276677,1.6417173,1.3790776,0.844573974609375,1.6328676692390938,0.0718984135917296,90,matched_bias,0.15,0.9840529,0.61928904,1.5890042,1.3353885,1.58113861610271,0.06824017728373553,0.04640007,0.0083786845,0.052713156,0.043689013,0.051729053136383873,0.00365823630799407
straight_high_BL_0_J025_024.png,straight,high,BL,0,024,25,h1_exc,C_channels,77,0.94802076,0.6547111,1.4479985,1.218332,0.844573974609375,1.4425403510319197,0.051426360406608945,90,matched_bias,0.15,0.8999593,0.6363339,1.4142879,1.190306,1.4093566341709851,0.0474163706074616,0.04806143,0.018377244,0.0337106,0.028026104,0.033183716860934576,0.004009989799147344
straight_high_BL_0_J025_024.png,straight,high,BL,0,024,25,h1_exc,straight_channels,51,1.2441111,0.67603916,1.8402944,1.5433121,0.844573974609375,1.8273260849583302,0.09743571704945744,90,matched_bias,0.15,1.1822674,0.6648045,1.7783685,1.4921544,1.76675387474508,0.09455133842200057,0.061843634,0.011234641,0.061925888,0.051157713,0.06057221021325021,0.002884378627456871
straight_high_BL_0_J025_024.png,straight,high,BL,0,024,25,h1_exc,matched_channels,51,1.2441111,0.67603916,1.8402944,1.5433121,0.844573974609375,1.8273260849583302,0.09743571704945744,90,matched_bias,0.15,1.1822674,0.6648045,1.7783685,1.4921544,1.76675387474508,0.09455133842200057,0.061843634,0.011234641,0.061925888,0.051157713,0.06057221021325021,0.002884378627456871
straight_high_BL_0_J026_025.png,straight,high,BL,0,025,26,h1_exc,all_channels,128,1.8285835,0.6302994,2.9011347,2.4115026,0.844573974609375,2.855288753455428,0.13190755918247848,90,matched_bias,0.15,1.7793411,0.612925,2.9030323,2.413042,2.857111528953268,0.13211861127717045,0.049242377,0.017374396,-0.0018975735,-0.0015394688,-0.0018227754978399346,-0.00021105209469196584
straight_high_BL_0_J026_025.png,straight,high,BL,0,025,26,h1_exc,C_channels,77,1.8024516,0.670497,2.6882322,2.2384937,0.844573974609375,2.6504411949052726,0.12494284005764363,90,matched_bias,0.15,1.7478335,0.6455938,2.707327,2.2540352,2.6688428432872113,0.12494284005764363,0.05461812,0.024903178,-0.019094706,-0.0155415535,-0.018401648381938696,0.0
straight_high_BL_0_J026_025.png,straight,high,BL,0,025,26,h1_exc,straight_channels,51,1.9757624,0.6773328,2.9169743,2.424349,0.844573974609375,2.8704993449645806,0.13732456294623893,90,matched_bias,0.15,1.9250172,0.66170734,2.909167,2.4180174,2.863002450292732,0.1383094727214681,0.05074513,0.015625477,0.007807255,0.006331682,0.007496894671848775,-0.0009849097752291647
straight_high_BL_0_J026_025.png,straight,high,BL,0,025,26,h1_exc,matched_channels,51,1.9757624,0.6773328,2.9169743,2.424349,0.844573974609375,2.8704993449645806,0.13732456294623893,90,matched_bias,0.15,1.9250172,0.66170734,2.909167,2.4180174,2.863002450292732,0.1383094727214681,0.05074513,0.015625477,0.007807255,0.006331682,0.007496894671848775,-0.0009849097752291647
straight_high_BL_0_J027_015.png,straight,high,BL,0,015,27,h1_exc,all_channels,128,1.7755526,0.6399894,2.774347,2.3085465,0.844573974609375,2.7333858077443227,0.1078476203875944,90,matched_bias,0.15,1.7215093,0.6258588,2.7506354,2.2892666,2.7105577818176845,0.10756621759467179,0.054043293,0.014130592,0.023711681,0.019279957,0.02282802592663824,0.0002814027929226165
