filename,contour_type,jitter,condition,layer,mean_activation,mean_abs_activation,std_activation,min_activation,max_activation
C_high_BL_0_J054_031.png,C,54,matched_bias,h2_exc,2.3781497478485107,2.3781497478485107,3.3563079833984375,0.007841462269425392,89.48165130615234
C_high_BL_0_J054_031.png,C,54,matched_bias,h3_exc,22.089244842529297,22.089244842529297,82.59468841552734,0.004369274713099003,1721.57421875
C_high_BL_0_J054_031.png,C,54,matched_bias,h4_exc,6424.2060546875,6424.2060546875,46459.5234375,2.891039002861362e-05,1424928.25
C_high_BL_0_J055_017.png,C,55,baseline,h0_exc,3.825796604156494,3.825796604156494,4.12116003036499,0.04649645462632179,114.05767822265625
C_high_BL_0_J055_017.png,C,55,baseline,h1_exc,2.1967127323150635,2.1967127323150635,1.760343313217163,0.04943179711699486,94.88090515136719
C_high_BL_0_J055_017.png,C,55,baseline,h2_exc,2.377092123031616,2.377092123031616,3.390864133834839,0.005890193395316601,123.70195770263672
C_high_BL_0_J055_017.png,C,55,baseline,h3_exc,22.157682418823242,22.157682418823242,83.27584838867188,0.005846190731972456,1872.05712890625
C_high_BL_0_J055_017.png,C,55,baseline,h4_exc,6936.509765625,6936.509765625,49566.4765625,3.102464688709006e-05,1467205.25
C_high_BL_0_J055_017.png,C,55,matched_bias,h0_exc,3.8264529705047607,3.8264529705047607,4.053047180175781,0.0477801188826561,107.28305053710938
C_high_BL_0_J055_017.png,C,55,matched_bias,h1_exc,2.462475299835205,2.462475299835205,1.9378767013549805,0.04969513416290283,88.01640319824219
C_high_BL_0_J055_017.png,C,55,matched_bias,h2_exc,2.4005119800567627,2.4005119800567627,3.443007707595825,0.005737130530178547,137.71340942382812
C_high_BL_0_J055_017.png,C,55,matched_bias,h3_exc,22.0338191986084,22.0338191986084,82.66767120361328,0.005700688809156418,1930.9034423828125
C_high_BL_0_J055_017.png,C,55,matched_bias,h4_exc,6914.72021484375,6914.72021484375,48913.27734375,3.0406019504880533e-05,1434591.0
C_high_BL_0_J056_029.png,C,56,baseline,h0_exc,3.7925620079040527,3.7925620079040527,4.297445774078369,0.032611995935440063,207.64096069335938
C_high_BL_0_J056_029.png,C,56,baseline,h1_exc,2.2012836933135986,2.2012836933135986,1.7761121988296509,0.03926723077893257,159.51580810546875
C_high_BL_0_J056_029.png,C,56,baseline,h2_exc,2.350219964981079,2.350219964981079,3.3215696811676025,0.006640761159360409,101.79829406738281
C_high_BL_0_J056_029.png,C,56,baseline,h3_exc,21.05553436279297,21.05553436279297,79.20523834228516,0.005688883364200592,1942.188232421875
C_high_BL_0_J056_029.png,C,56,baseline,h4_exc,6023.78271484375,6023.78271484375,43291.609375,3.299017407698557e-05,1068022.0
C_high_BL_0_J056_029.png,C,56,matched_bias,h0_exc,3.7908551692962646,3.7908551692962646,4.222098350524902,0.033510152250528336,200.51454162597656
C_high_BL_0_J056_029.png,C,56,matched_bias,h1_exc,2.4671149253845215,2.4671149253845215,1.9501445293426514,0.052943743765354156,158.19984436035156
C_high_BL_0_J056_029.png,C,56,matched_bias,h2_exc,2.378802537918091,2.378802537918091,3.37673020362854,0.006854861043393612,107.74380493164062
C_high_BL_0_J056_029.png,C,56,matched_bias,h3_exc,20.86480712890625,20.86480712890625,78.16468048095703,0.004767808131873608,1923.7833251953125
C_high_BL_0_J056_029.png,C,56,matched_bias,h4_exc,5976.8154296875,5976.8154296875,42658.21875,3.2467974961036816e-05,1067883.75
C_high_BL_0_J057_026.png,C,57,baseline,h0_exc,3.811185359954834,3.811185359954834,4.223296642303467,0.031348325312137604,167.1873321533203
C_high_BL_0_J057_026.png,C,57,baseline,h1_exc,2.1997034549713135,2.1997034549713135,1.7724685668945312,0.033684439957141876,116.12266540527344
C_high_BL_0_J057_026.png,C,57,baseline,h2_exc,2.3626439571380615,2.3626439571380615,3.3519294261932373,0.008165072649717331,103.01739501953125
C_high_BL_0_J057_026.png,C,57,baseline,h3_exc,22.5722599029541,22.5722599029541,84.80826568603516,0.005337114445865154,1942.7718505859375
C_high_BL_0_J057_026.png,C,57,baseline,h4_exc,7921.18359375,7921.18359375,56674.8125,2.4625898731756024e-05,1468898.0
C_high_BL_0_J057_026.png,C,57,matched_bias,h0_exc,3.816533088684082,3.816533088684082,4.154178619384766,0.030597584322094917,183.794677734375
C_high_BL_0_J057_026.png,C,57,matched_bias,h1_exc,2.4660844802856445,2.4660844802856445,1.940806269645691,0.03671322762966156,109.53443908691406
C_high_BL_0_J057_026.png,C,57,matched_bias,h2_exc,2.3897361755371094,2.3897361755371094,3.3970532417297363,0.007984073832631111,104.65882873535156
C_high_BL_0_J057_026.png,C,57,matched_bias,h3_exc,22.39556884765625,22.39556884765625,83.94599151611328,0.005413311533629894,2071.548828125
C_high_BL_0_J057_026.png,C,57,matched_bias,h4_exc,7844.05859375,7844.05859375,55742.90234375,2.4498800485162064e-05,1447054.125
C_high_BL_0_J058_029.png,C,58,baseline,h0_exc,3.7909839153289795,3.7909839153289795,4.3091020584106445,0.03184209018945694,224.7663116455078
C_high_BL_0_J058_029.png,C,58,baseline,h1_exc,2.2012243270874023,2.2012243270874023,1.7593011856079102,0.05172862485051155,173.60494995117188
C_high_BL_0_J058_029.png,C,58,baseline,h2_exc,2.3317482471466064,2.3317482471466064,3.233527660369873,0.006483462639153004,90.97948455810547
C_high_BL_0_J058_029.png,C,58,baseline,h3_exc,20.94348907470703,20.94348907470703,78.68621826171875,0.007372191175818443,1927.84326171875
C_high_BL_0_J058_029.png,C,58,baseline,h4_exc,5857.85791015625,5857.85791015625,42113.578125,3.313355045975186e-05,1080728.75
C_high_BL_0_J058_029.png,C,58,matched_bias,h0_exc,3.789337158203125,3.789337158203125,4.237278461456299,0.032627370208501816,217.87916564941406
C_high_BL_0_J058_029.png,C,58,matched_bias,h1_exc,2.467755079269409,2.467755079269409,1.9285649061203003,0.051118139177560806,174.2747802734375
C_high_BL_0_J058_029.png,C,58,matched_bias,h2_exc,2.358867883682251,2.358867883682251,3.274648427963257,0.006655746139585972,87.46797943115234
C_high_BL_0_J058_029.png,C,58,matched_bias,h3_exc,20.70766830444336,20.70766830444336,77.55831146240234,0.00729204248636961,1907.9188232421875
C_high_BL_0_J058_029.png,C,58,matched_bias,h4_exc,5807.755859375,5807.755859375,41459.87109375,3.2351330446545035e-05,1076746.5
C_high_BL_0_J060_005.png,C,60,baseline,h0_exc,3.8348653316497803,3.8348653316497803,4.202481746673584,0.04741114005446434,156.91078186035156
C_high_BL_0_J060_005.png,C,60,baseline,h1_exc,2.1985111236572266,2.1985111236572266,1.733620524406433,0.03790881484746933,164.99118041992188
C_high_BL_0_J060_005.png,C,60,baseline,h2_exc,2.3446247577667236,2.3446247577667236,3.2647054195404053,0.005924553144723177,96.7908935546875
C_high_BL_0_J060_005.png,C,60,baseline,h3_exc,21.4729061126709,21.4729061126709,80.90222930908203,0.004856021609157324,1918.8863525390625
C_high_BL_0_J060_005.png,C,60,baseline,h4_exc,6489.10107421875,6489.10107421875,46691.94140625,2.7403177227824926e-05,1315056.125
C_high_BL_0_J060_005.png,C,60,matched_bias,h0_exc,3.83003568649292,3.83003568649292,4.132260322570801,0.04880629479885101,159.3573760986328
C_high_BL_0_J060_005.png,C,60,matched_bias,h1_exc,2.4655940532684326,2.4655940532684326,1.916809320449829,0.0523650199174881,173.73715209960938
C_high_BL_0_J060_005.png,C,60,matched_bias,h2_exc,2.37187123298645,2.37187123298645,3.320234537124634,0.006343119312077761,96.58375549316406
C_high_BL_0_J060_005.png,C,60,matched_bias,h3_exc,21.33837127685547,21.33837127685547,80.11593627929688,0.004888377618044615,1907.773681640625
C_high_BL_0_J060_005.png,C,60,matched_bias,h4_exc,6453.5126953125,6453.5126953125,46187.87890625,2.6909219741355628e-05,1313340.375
straight_high_BL_0_J000_003.png,straight,0,baseline,h0_exc,3.821390390396118,3.821390390396118,4.23945951461792,0.03134388476610184,276.1797180175781
straight_high_BL_0_J000_003.png,straight,0,baseline,h1_exc,2.1908278465270996,2.1908278465270996,1.7817041873931885,0.04453589767217636,134.77996826171875
straight_high_BL_0_J000_003.png,straight,0,baseline,h2_exc,2.368990182876587,2.368990182876587,3.384147882461548,0.006938743405044079,124.11927032470703
straight_high_BL_0_J000_003.png,straight,0,baseline,h3_exc,23.287670135498047,23.287670135498047,87.50045776367188,0.005349286366254091,1775.764404296875
