filename,contour_type,contrast,quadrant,position,stimulus_id,jitter,layer,channel_group,n_channels,contour_mean_activation,background_mean_activation,contour_preference_ratio,activation_on_contour_pct,contour_area_pct,contour_enrichment,dice_top_activation,top_activation_percentile,condition,bias_strength
C_high_BL_0_J031_009.png,C,high,BL,0,009,31,h1_exc,C_channels,77,2.339646,0.6289037,3.7201977,5.8650646,1.647186279296875,3.5606565323435677,0.25094160416590217,90,baseline,0.0
C_high_BL_0_J031_009.png,C,high,BL,0,009,31,h1_exc,straight_channels,51,1.7626671,0.687657,2.563294,4.1162276,1.647186279296875,2.4989448088215984,0.20155241869446122,90,baseline,0.0
C_high_BL_0_J031_009.png,C,high,BL,0,009,31,h1_exc,matched_channels,77,2.339646,0.6289037,3.7201977,5.8650646,1.647186279296875,3.5606565323435677,0.25094160416590217,90,baseline,0.0
C_high_BL_0_J031_009.png,C,high,BL,0,009,31,h1_exc,all_channels,128,2.284127,0.6394286,3.5721376,5.644817,1.647186279296875,3.4269450347764456,0.252841188222496,90,matched_bias,0.15
C_high_BL_0_J031_009.png,C,high,BL,0,009,31,h1_exc,C_channels,77,2.6072454,0.6726362,3.87616,6.0959578,1.647186279296875,3.7008308019881753,0.2540202403955543,90,matched_bias,0.15
C_high_BL_0_J031_009.png,C,high,BL,0,009,31,h1_exc,straight_channels,51,1.9004182,0.693429,2.7406096,4.388472,1.647186279296875,2.6642232932281114,0.21000229260137884,90,matched_bias,0.15
C_high_BL_0_J031_009.png,C,high,BL,0,009,31,h1_exc,matched_channels,77,2.6072454,0.6726362,3.87616,6.0959578,1.647186279296875,3.7008308019881753,0.2540202403955543,90,matched_bias,0.15
C_high_BL_0_J032_012.png,C,high,BL,0,012,32,h1_exc,all_channels,128,1.4294088,0.6317472,2.2626278,3.651036,1.647186279296875,2.216528906182266,0.20305898536003567,90,baseline,0.0
C_high_BL_0_J032_012.png,C,high,BL,0,012,32,h1_exc,C_channels,77,1.6052548,0.6464484,2.483191,3.992732,1.647186279296875,2.4239711524912115,0.2115088592669533,90,baseline,0.0
C_high_BL_0_J032_012.png,C,high,BL,0,012,32,h1_exc,straight_channels,51,1.2696315,0.7152668,1.775046,2.886975,1.647186279296875,1.752670641281795,0.1558968984377048,90,baseline,0.0
C_high_BL_0_J032_012.png,C,high,BL,0,012,32,h1_exc,matched_channels,77,1.6052548,0.6464484,2.483191,3.992732,1.647186279296875,2.4239711524912115,0.2115088592669533,90,baseline,0.0
C_high_BL_0_J032_012.png,C,high,BL,0,012,32,h1_exc,all_channels,128,1.5635052,0.65223145,2.3971632,3.859746,1.647186279296875,2.343235858863705,0.21078832738341768,90,matched_bias,0.15
C_high_BL_0_J032_012.png,C,high,BL,0,012,32,h1_exc,C_channels,77,1.7409687,0.64673924,2.6919174,4.3138676,1.647186279296875,2.6189312022571305,0.21740412013224464,90,matched_bias,0.15
C_high_BL_0_J032_012.png,C,high,BL,0,012,32,h1_exc,straight_channels,51,1.3554188,0.72037286,1.8815517,3.0549061,1.647186279296875,1.8546209069898625,0.16722889987876485,90,matched_bias,0.15
C_high_BL_0_J032_012.png,C,high,BL,0,012,32,h1_exc,matched_channels,77,1.7409687,0.64673924,2.6919174,4.3138676,1.647186279296875,2.6189312022571305,0.21740412013224464,90,matched_bias,0.15
C_high_BL_0_J033_027.png,C,high,BL,0,027,33,h1_exc,all_channels,128,1.2364632,0.61375785,2.014578,3.2638402,1.647186279296875,1.9814639180308273,0.16487079553264833,90,baseline,0.0
C_high_BL_0_J033_027.png,C,high,BL,0,027,33,h1_exc,C_channels,77,1.3742235,0.6301997,2.180616,3.5233626,1.647186279296875,2.1390189193902045,0.18262208102702562,90,baseline,0.0
C_high_BL_0_J033_027.png,C,high,BL,0,027,33,h1_exc,straight_channels,51,1.117977,0.6784389,1.647867,2.6856828,1.647186279296875,1.6304669308147957,0.13808011004482426,90,baseline,0.0
C_high_BL_0_J033_027.png,C,high,BL,0,027,33,h1_exc,matched_channels,77,1.3742235,0.6301997,2.180616,3.5233626,1.647186279296875,2.1390189193902045,0.18262208102702562,90,baseline,0.0
C_high_BL_0_J033_027.png,C,high,BL,0,027,33,h1_exc,all_channels,128,1.3521838,0.6420859,2.1059234,3.4067883,1.647186279296875,2.0682471504822004,0.1748272361051404,90,matched_bias,0.15
C_high_BL_0_J033_027.png,C,high,BL,0,027,33,h1_exc,C_channels,77,1.5091339,0.66133726,2.281943,3.6810572,1.647186279296875,2.2347546471554534,0.19094094913693677,90,matched_bias,0.15
C_high_BL_0_J033_027.png,C,high,BL,0,027,33,h1_exc,straight_channels,51,1.2016561,0.69945616,1.7179863,2.796767,1.647186279296875,1.6979057041432193,0.1481675564143228,90,matched_bias,0.15
C_high_BL_0_J033_027.png,C,high,BL,0,027,33,h1_exc,matched_channels,77,1.5091339,0.66133726,2.281943,3.6810572,1.647186279296875,2.2347546471554534,0.19094094913693677,90,matched_bias,0.15
C_high_BL_0_J034_000.png,C,high,BL,0,000,34,h1_exc,all_channels,128,2.068667,0.60646313,3.4110348,5.403993,1.647186279296875,3.2807419323754794,0.2403301346083777,90,baseline,0.0
C_high_BL_0_J034_000.png,C,high,BL,0,000,34,h1_exc,C_channels,77,2.3292725,0.64435947,3.614865,5.7084827,1.647186279296875,3.465596319859072,0.24792847083475322,90,baseline,0.0
C_high_BL_0_J034_000.png,C,high,BL,0,000,34,h1_exc,straight_channels,51,1.8602823,0.73432565,2.5333207,4.0700545,1.647186279296875,2.470913312928784,0.2027314708675195,90,baseline,0.0
C_high_BL_0_J034_000.png,C,high,BL,0,000,34,h1_exc,matched_channels,77,2.3292725,0.64435947,3.614865,5.7084827,1.647186279296875,3.465596319859072,0.24792847083475322,90,baseline,0.0
C_high_BL_0_J034_000.png,C,high,BL,0,000,34,h1_exc,all_channels,128,2.2740917,0.6346438,3.583257,5.6613936,1.647186279296875,3.437008721607429,0.24478433170659786,90,matched_bias,0.15
C_high_BL_0_J034_000.png,C,high,BL,0,000,34,h1_exc,C_channels,77,2.5594115,0.66464764,3.8507795,6.05846,1.647186279296875,3.6780662120383747,0.24989355778985037,90,matched_bias,0.15
C_high_BL_0_J034_000.png,C,high,BL,0,000,34,h1_exc,straight_channels,51,2.0064712,0.75250024,2.666406,4.2747307,1.647186279296875,2.595171359881691,0.20967477810886265,90,matched_bias,0.15
C_high_BL_0_J034_000.png,C,high,BL,0,000,34,h1_exc,matched_channels,77,2.5594115,0.66464764,3.8507795,6.05846,1.647186279296875,3.6780662120383747,0.24989355778985037,90,matched_bias,0.15
C_high_BL_0_J035_018.png,C,high,BL,0,018,35,h1_exc,all_channels,128,1.8734698,0.6176967,3.032993,4.834027,1.647186279296875,2.9347177334571874,0.23273179838200217,90,baseline,0.0
C_high_BL_0_J035_018.png,C,high,BL,0,018,35,h1_exc,C_channels,77,2.1192195,0.64285046,3.296598,5.232181,1.647186279296875,3.1764355411606413,0.23869256214579676,90,baseline,0.0
C_high_BL_0_J035_018.png,C,high,BL,0,018,35,h1_exc,straight_channels,51,1.6463213,0.7236053,2.2751648,3.6705236,1.647186279296875,2.2283597595147953,0.18910686797884613,90,baseline,0.0
C_high_BL_0_J035_018.png,C,high,BL,0,018,35,h1_exc,matched_channels,77,2.1192195,0.64285046,3.296598,5.232181,1.647186279296875,3.1764355411606413,0.23869256214579676,90,baseline,0.0
C_high_BL_0_J035_018.png,C,high,BL,0,018,35,h1_exc,all_channels,128,2.0700173,0.6422606,3.2230177,5.12138,1.647186279296875,3.109168577696853,0.2380375331607644,90,matched_bias,0.15
C_high_BL_0_J035_018.png,C,high,BL,0,018,35,h1_exc,C_channels,77,2.333942,0.6498904,3.5912852,5.673358,1.647186279296875,3.4442722116050186,0.24458782301108814,90,matched_bias,0.15
C_high_BL_0_J035_018.png,C,high,BL,0,018,35,h1_exc,straight_channels,51,1.7572548,0.7164522,2.4527175,3.9456668,1.647186279296875,2.395398028533135,0.1985392853633123,90,matched_bias,0.15
C_high_BL_0_J035_018.png,C,high,BL,0,018,35,h1_exc,matched_channels,77,2.333942,0.6498904,3.5912852,5.673358,1.647186279296875,3.4442722116050186,0.24458782301108814,90,matched_bias,0.15
C_high_BL_0_J036_029.png,C,high,BL,0,029,36,h1_exc,all_channels,128,1.6045818,0.6208721,2.5844,4.148716,1.647186279296875,2.518668349693057,0.18393213899709038,90,baseline,0.0
C_high_BL_0_J036_029.png,C,high,BL,0,029,36,h1_exc,C_channels,77,1.844932,0.63466257,2.9069493,4.642463,1.647186279296875,2.818420258480038,0.19605017522018928,90,baseline,0.0
C_high_BL_0_J036_029.png,C,high,BL,0,029,36,h1_exc,straight_channels,51,1.3454263,0.7037767,1.9117233,3.1023731,1.647186279296875,1.8834379227945357,0.15386630858410444,90,baseline,0.0
C_high_BL_0_J036_029.png,C,high,BL,0,029,36,h1_exc,matched_channels,77,1.844932,0.63466257,2.9069493,4.642463,1.647186279296875,2.818420258480038,0.19605017522018928,90,baseline,0.0
C_high_BL_0_J036_029.png,C,high,BL,0,029,36,h1_exc,all_channels,128,1.7568314,0.64101434,2.7407053,4.388619,1.647186279296875,2.6643124548764816,0.19159597812196916,90,matched_bias,0.15
C_high_BL_0_J036_029.png,C,high,BL,0,029,36,h1_exc,C_channels,77,2.0219035,0.6482209,3.1191583,4.96454,1.647186279296875,3.0139517533559665,0.19984934333337703,90,matched_bias,0.15
C_high_BL_0_J036_029.png,C,high,BL,0,029,36,h1_exc,straight_channels,51,1.4405353,0.7140446,2.0174305,3.2683105,1.647186279296875,1.9841778480745642,0.1619886679985059,90,matched_bias,0.15
C_high_BL_0_J036_029.png,C,high,BL,0,029,36,h1_exc,matched_channels,77,2.0219035,0.6482209,3.1191583,4.96454,1.647186279296875,3.0139517533559665,0.19984934333337703,90,matched_bias,0.15
C_high_BL_0_J037_008.png,C,high,BL,0,008,37,h1_exc,all_channels,128,1.8848742,0.6046531,3.117282,4.9617023,1.647186279296875,3.0122290229356703,0.23495889693111224,90,baseline,0.0
C_high_BL_0_J037_008.png,C,high,BL,0,008,37,h1_exc,C_channels,77,2.1458218,0.6492209,3.305226,5.245156,1.647186279296875,3.1843124517195833,0.23993711721735828,90,baseline,0.0
C_high_BL_0_J037_008.png,C,high,BL,0,008,37,h1_exc,straight_channels,51,1.6198666,0.6663364,2.4310043,3.912103,1.647186279296875,2.3750215522788873,0.20017685782589323,90,baseline,0.0
C_high_BL_0_J037_008.png,C,high,BL,0,008,37,h1_exc,matched_channels,77,2.1458218,0.6492209,3.305226,5.245156,1.647186279296875,3.1843124517195833,0.23993711721735828,90,baseline,0.0
C_high_BL_0_J037_008.png,C,high,BL,0,008,37,h1_exc,all_channels,128,2.0620902,0.6236707,3.3063765,5.246888,1.647186279296875,3.185364153890132,0.23895457373980972,90,matched_bias,0.15
C_high_BL_0_J037_008.png,C,high,BL,0,008,37,h1_exc,C_channels,77,2.3544366,0.6675303,3.5270858,5.577595,1.647186279296875,3.3861350535512975,0.24380178822904927,90,matched_bias,0.15
C_high_BL_0_J037_008.png,C,high,BL,0,008,37,h1_exc,straight_channels,51,1.729918,0.6666646,2.594885,4.164845,1.647186279296875,2.52846020929086,0.2074408855701161,90,matched_bias,0.15
C_high_BL_0_J037_008.png,C,high,BL,0,008,37,h1_exc,matched_channels,77,2.3544366,0.6675303,3.5270858,5.577595,1.647186279296875,3.3861350535512975,0.24380178822904927,90,matched_bias,0.15
C_high_BL_0_J038_010.png,C,high,BL,0,010,38,h1_exc,all_channels,128,1.2379917,0.60326487,2.0521529,3.3226924,1.647186279296875,2.017192843242358,0.1495431172828908,90,baseline,0.0
C_high_BL_0_J038_010.png,C,high,BL,0,010,38,h1_exc,C_channels,77,1.337067,0.64278466,2.0801165,3.3664453,1.647186279296875,2.0437550535952265,0.14731601873378072,90,baseline,0.0
C_high_BL_0_J038_010.png,C,high,BL,0,010,38,h1_exc,straight_channels,51,1.2405895,0.6957802,1.7830192,2.8995662,1.647186279296875,1.7603146604572506,0.13192283758551995,90,baseline,0.0
C_high_BL_0_J038_010.png,C,high,BL,0,010,38,h1_exc,matched_channels,77,1.337067,0.64278466,2.0801165,3.3664453,1.647186279296875,2.0437550535952265,0.14731601873378072,90,baseline,0.0
C_high_BL_0_J038_010.png,C,high,BL,0,010,38,h1_exc,all_channels,128,1.3470571,0.6289875,2.1416278,3.462548,1.647186279296875,2.1020986150752075,0.15576589264069834,90,matched_bias,0.15
C_high_BL_0_J038_010.png,C,high,BL,0,010,38,h1_exc,C_channels,77,1.4610077,0.6683402,2.186024,3.5317912,1.647186279296875,2.144135871651868,0.15177021583200087,90,matched_bias,0.15
C_high_BL_0_J038_010.png,C,high,BL,0,010,38,h1_exc,straight_channels,51,1.297194,0.6917525,1.8752285,3.0449529,1.647186279296875,1.8485783236546152,0.14083123178196022,90,matched_bias,0.15
C_high_BL_0_J038_010.png,C,high,BL,0,010,38,h1_exc,matched_channels,77,1.4610077,0.6683402,2.186024,3.5317912,1.647186279296875,2.144135871651868,0.15177021583200087,90,matched_bias,0.15
C_high_BL_0_J039_031.png,C,high,BL,0,031,39,h1_exc,all_channels,128,2.407882,0.61926574,3.8882854,6.1138597,1.647186279296875,3.7116989700555902,0.2591294664788068,90,baseline,0.0
C_high_BL_0_J039_031.png,C,high,BL,0,031,39,h1_exc,C_channels,77,2.7367964,0.6274672,4.361656,6.8075113,1.647186279296875,4.132812040681059,0.263321651983014,90,baseline,0.0
C_high_BL_0_J039_031.png,C,high,BL,0,031,39,h1_exc,straight_channels,51,1.987225,0.6828227,2.910309,4.6475787,1.647186279296875,2.821525862907687,0.22362689549005219,90,baseline,0.0
C_high_BL_0_J039_031.png,C,high,BL,0,031,39,h1_exc,matched_channels,77,2.7367964,0.6274672,4.361656,6.8075113,1.647186279296875,4.132812040681059,0.263321651983014,90,baseline,0.0
C_high_BL_0_J039_031.png,C,high,BL,0,031,39,h1_exc,all_channels,128,2.6036103,0.62939596,4.136681,6.479126,1.647186279296875,3.933450647727409,0.26076703894138775,90,matched_bias,0.15
C_high_BL_0_J039_031.png,C,high,BL,0,031,39,h1_exc,C_channels,77,2.9947991,0.657201,4.5569,7.0906315,1.647186279296875,4.304693118840911,0.26430419546056255,90,matched_bias,0.15
C_high_BL_0_J039_031.png,C,high,BL,0,031,39,h1_exc,straight_channels,51,2.123448,0.6978724,3.042745,4.8488154,1.647186279296875,2.9436958482706763,0.2276880751972529,90,matched_bias,0.15
C_high_BL_0_J039_031.png,C,high,BL,0,031,39,h1_exc,matched_channels,77,2.9947991,0.657201,4.5569,7.0906315,1.647186279296875,4.304693118840911,0.26430419546056255,90,matched_bias,0.15
C_high_BL_0_J040_022.png,C,high,BL,0,022,40,h1_exc,all_channels,128,1.5380764,0.63308775,2.4294837,3.909752,1.647186279296875,2.3735942421902854,0.1990633085513382,90,baseline,0.0
C_high_BL_0_J040_022.png,C,high,BL,0,022,40,h1_exc,C_channels,77,1.6437354,0.64289224,2.5567822,4.106201,1.647186279296875,2.4928577894051016,0.18465267088062598,90,baseline,0.0
C_high_BL_0_J040_022.png,C,high,BL,0,022,40,h1_exc,straight_channels,51,1.4419845,0.6817174,2.1152234,3.4213176,1.647186279296875,2.0770677849816845,0.19297153899053712,90,baseline,0.0
C_high_BL_0_J040_022.png,C,high,BL,0,022,40,h1_exc,matched_channels,77,1.6437354,0.64289224,2.5567822,4.106201,1.647186279296875,2.4928577894051016,0.18465267088062598,90,baseline,0.0
C_high_BL_0_J040_022.png,C,high,BL,0,022,40,h1_exc,all_channels,128,1.6931946,0.659891,2.56587,4.1201944,1.647186279296875,2.5013530417852086,0.20501064352375797,90,matched_bias,0.15
C_high_BL_0_J040_022.png,C,high,BL,0,022,40,h1_exc,C_channels,77,1.8173865,0.6660037,2.7287934,4.370378,1.647186279296875,2.6532384623545497,0.19192349261448532,90,matched_bias,0.15
C_high_BL_0_J040_022.png,C,high,BL,0,022,40,h1_exc,straight_channels,51,1.5641218,0.70909464,2.2058012,3.5626066,1.647186279296875,2.1628437513437584,0.20456555202561014,90,matched_bias,0.15
C_high_BL_0_J040_022.png,C,high,BL,0,022,40,h1_exc,matched_channels,77,1.8173865,0.6660037,2.7287934,4.370378,1.647186279296875,2.6532384623545497,0.19192349261448532,90,matched_bias,0.15
C_high_BL_0_J041_020.png,C,high,BL,0,020,41,h1_exc,all_channels,128,1.2106307,0.62029797,1.9516921,3.1651824,1.647186279296875,1.921569146509314,0.14757803032779368,90,baseline,0.0
C_high_BL_0_J041_020.png,C,high,BL,0,020,41,h1_exc,C_channels,77,1.326008,0.632285,2.0971682,3.3931046,1.647186279296875,2.0599397744325882,0.14463039989514798,90,baseline,0.0
C_high_BL_0_J041_020.png,C,high,BL,0,020,41,h1_exc,straight_channels,51,1.1540656,0.7198323,1.6032423,2.6148562,1.647186279296875,1.587468436402378,0.15046015786193612,90,baseline,0.0
C_high_BL_0_J041_020.png,C,high,BL,0,020,41,h1_exc,matched_channels,77,1.326008,0.632285,2.0971682,3.3931046,1.647186279296875,2.0599397744325882,0.14463039989514798,90,baseline,0.0
C_high_BL_0_J041_020.png,C,high,BL,0,020,41,h1_exc,all_channels,128,1.3097135,0.64464796,2.0316725,3.2906234,1.647186279296875,1.9977239051947353,0.1526167550926336,90,matched_bias,0.15
C_high_BL_0_J041_020.png,C,high,BL,0,020,41,h1_exc,C_channels,77,1.4409659,0.65990424,2.1835985,3.528011,1.647186279296875,2.1418409724068836,0.1469230013427613,90,matched_bias,0.15
C_high_BL_0_J041_020.png,C,high,BL,0,020,41,h1_exc,straight_channels,51,1.2128999,0.72296596,1.6776723,2.732932,1.647186279296875,1.659151796319206,0.1577964824942987,90,matched_bias,0.15
C_high_BL_0_J041_020.png,C,high,BL,0,020,41,h1_exc,matched_channels,77,1.4409659,0.65990424,2.1835985,3.528011,1.647186279296875,2.1418409724068836,0.1469230013427613,90,matched_bias,0.15
C_high_BL_0_J042_036.png,C,high,BL,0,036,42,h1_exc,all_channels,128,1.5724144,0.58061945,2.7081668,4.338777,1.647186279296875,2.6340536546896396,0.23810303605926764,90,baseline,0.0
C_high_BL_0_J042_036.png,C,high,BL,0,036,42,h1_exc,C_channels,77,1.849867,0.6369896,2.9040773,4.638088,1.647186279296875,2.8157642256105677,0.24543936069163022,90,baseline,0.0
C_high_BL_0_J042_036.png,C,high,BL,0,036,42,h1_exc,straight_channels,51,1.3140869,0.6560831,2.0029275,3.245578,1.647186279296875,1.970377043387621,0.179412439000367,90,baseline,0.0
C_high_BL_0_J042_036.png,C,high,BL,0,036,42,h1_exc,matched_channels,77,1.849867,0.6369896,2.9040773,4.638088,1.647186279296875,2.8157642256105677,0.24543936069163022,90,baseline,0.0
C_high_BL_0_J042_036.png,C,high,BL,0,036,42,h1_exc,all_channels,128,1.7118556,0.5988978,2.8583434,4.5683846,1.647186279296875,2.7734474704251366,0.24393279402605575,90,matched_bias,0.15
C_high_BL_0_J042_036.png,C,high,BL,0,036,42,h1_exc,C_channels,77,2.0127099,0.6550068,3.0728076,4.894376,1.647186279296875,2.971355354818829,0.24740444764672734,90,matched_bias,0.15
C_high_BL_0_J042_036.png,C,high,BL,0,036,42,h1_exc,straight_channels,51,1.4398128,0.69637144,2.067593,3.3468552,1.647186279296875,2.0318619608003607,0.192382012904008,90,matched_bias,0.15
C_high_BL_0_J042_036.png,C,high,BL,0,036,42,h1_exc,matched_channels,77,2.0127099,0.6550068,3.0728076,4.894376,1.647186279296875,2.971355354818829,0.24740444764672734,90,matched_bias,0.15
C_high_BL_0_J043_026.png,C,high,BL,0,026,43,h1_exc,all_channels,128,1.3558607,0.622155,2.1792972,3.5213065,1.647186279296875,2.137770656313021,0.1902859201519044,90,baseline,0.0
C_high_BL_0_J043_026.png,C,high,BL,0,026,43,h1_exc,C_channels,77,1.5029753,0.65434897,2.296902,3.7042918,1.647186279296875,2.248860280464909,0.18576622015518102,90,baseline,0.0
C_high_BL_0_J043_026.png,C,high,BL,0,026,43,h1_exc,straight_channels,51,1.2307577,0.67055976,1.8354183,2.982238,1.647186279296875,1.8105044181423606,0.1693904955293717,90,baseline,0.0
C_high_BL_0_J043_026.png,C,high,BL,0,026,43,h1_exc,matched_channels,77,1.5029753,0.65434897,2.296902,3.7042918,1.647186279296875,2.248860280464909,0.18576622015518102,90,baseline,0.0
C_high_BL_0_J043_026.png,C,high,BL,0,026,43,h1_exc,all_channels,128,1.4631213,0.6426344,2.2767553,3.6729946,1.647186279296875,2.2298598753000376,0.19808076507378963,90,matched_bias,0.15
C_high_BL_0_J043_026.png,C,high,BL,0,026,43,h1_exc,C_channels,77,1.6318752,0.68194497,2.392972,3.8532581,1.647186279296875,2.3392971140983625,0.19008941145639469,90,matched_bias,0.15
C_high_BL_0_J043_026.png,C,high,BL,0,026,43,h1_exc,straight_channels,51,1.3071187,0.6820657,1.9164116,3.1097448,1.647186279296875,1.8879132296223917,0.18163953754947706,90,matched_bias,0.15
C_high_BL_0_J043_026.png,C,high,BL,0,026,43,h1_exc,matched_channels,77,1.6318752,0.68194497,2.392972,3.8532581,1.647186279296875,2.3392971140983625,0.19008941145639469,90,matched_bias,0.15
C_high_BL_0_J044_022.png,C,high,BL,0,022,44,h1_exc,all_channels,128,1.6165468,0.6292408,2.5690432,4.125079,1.647186279296875,2.504318535051133,0.18701077522674253,90,baseline,0.0
C_high_BL_0_J044_022.png,C,high,BL,0,022,44,h1_exc,C_channels,77,1.7569773,0.6391193,2.74906,4.4014077,1.647186279296875,2.6720764659456044,0.17934693610186378,90,baseline,0.0
C_high_BL_0_J044_022.png,C,high,BL,0,022,44,h1_exc,straight_channels,51,1.4687469,0.6785488,2.1645412,3.4982972,1.647186279296875,2.12380180507777,0.17037303900692025,90,baseline,0.0
C_high_BL_0_J044_022.png,C,high,BL,0,022,44,h1_exc,matched_channels,77,1.7569773,0.6391193,2.74906,4.4014077,1.647186279296875,2.6720764659456044,0.17934693610186378,90,baseline,0.0
C_high_BL_0_J044_022.png,C,high,BL,0,022,44,h1_exc,all_channels,128,1.7630132,0.6562526,2.6864855,4.3055367,1.647186279296875,2.6138735945990903,0.19153047522346592,90,matched_bias,0.15
C_high_BL_0_J044_022.png,C,high,BL,0,022,44,h1_exc,C_channels,77,1.9200128,0.6626018,2.8976872,4.628355,1.647186279296875,2.80985524000494,0.18419415059110333,90,matched_bias,0.15
C_high_BL_0_J044_022.png,C,high,BL,0,022,44,h1_exc,straight_channels,51,1.5847251,0.7054162,2.2465107,3.6259713,1.647186279296875,2.2013122260986386,0.17901942160934758,90,matched_bias,0.15
C_high_BL_0_J044_022.png,C,high,BL,0,022,44,h1_exc,matched_channels,77,1.9200128,0.6626018,2.8976872,4.628355,1.647186279296875,2.80985524000494,0.18419415059110333,90,matched_bias,0.15
C_high_BL_0_J045_020.png,C,high,BL,0,020,45,h1_exc,all_channels,128,1.5928243,0.6156241,2.5873325,4.1532264,1.647186279296875,2.521406596549986,0.21432548390259248,90,baseline,0.0
C_high_BL_0_J045_020.png,C,high,BL,0,020,45,h1_exc,C_channels,77,1.8453994,0.62732935,2.9416754,4.6953177,1.647186279296875,2.850508030401955,0.21602855926367667,90,baseline,0.0
C_high_BL_0_J045_020.png,C,high,BL,0,020,45,h1_exc,straight_channels,51,1.3288885,0.7153546,1.857664,3.0172923,1.647186279296875,1.8317856824874565,0.17214161726650767,90,baseline,0.0
C_high_BL_0_J045_020.png,C,high,BL,0,020,45,h1_exc,matched_channels,77,1.8453994,0.62732935,2.9416754,4.6953177,1.647186279296875,2.850508030401955,0.21602855926367667,90,baseline,0.0
C_high_BL_0_J045_020.png,C,high,BL,0,020,45,h1_exc,all_channels,128,1.7271616,0.63967276,2.7000706,4.3263664,1.647186279296875,2.6265192059164835,0.21845216650829644,90,matched_bias,0.15
C_high_BL_0_J045_020.png,C,high,BL,0,020,45,h1_exc,C_channels,77,2.0080302,0.6542323,3.0692923,4.889051,1.647186279296875,2.9681226660936653,0.21989323027536767,90,matched_bias,0.15
C_high_BL_0_J045_020.png,C,high,BL,0,020,45,h1_exc,straight_channels,51,1.4033389,0.71792406,1.9547178,3.1699347,1.647186279296875,1.9244543074459437,0.1775128549437731,90,matched_bias,0.15
C_high_BL_0_J045_020.png,C,high,BL,0,020,45,h1_exc,matched_channels,77,2.0080302,0.6542323,3.0692923,4.889051,1.647186279296875,2.9681226660936653,0.21989323027536767,90,matched_bias,0.15
C_high_BL_0_J046_024.png,C,high,BL,0,024,46,h1_exc,all_channels,128,1.4439876,0.63149273,2.2866259,3.6883311,1.647186279296875,2.2391706093796864,0.22984967084785973,90,baseline,0.0
C_high_BL_0_J046_024.png,C,high,BL,0,024,46,h1_exc,C_channels,77,1.6246033,0.65041476,2.4977958,4.0152717,1.647186279296875,2.437654860143201,0.2259194969376655,90,baseline,0.0
C_high_BL_0_J046_024.png,C,high,BL,0,024,46,h1_exc,straight_channels,51,1.2336854,0.6653162,1.8542842,3.0119681,1.647186279296875,1.8285534279911,0.1699145187173976,90,baseline,0.0
C_high_BL_0_J046_024.png,C,high,BL,0,024,46,h1_exc,matched_channels,77,1.6246033,0.65041476,2.4977958,4.0152717,1.647186279296875,2.437654860143201,0.2259194969376655,90,baseline,0.0
C_high_BL_0_J046_024.png,C,high,BL,0,024,46,h1_exc,all_channels,128,1.5708926,0.6512869,2.4119825,3.8826811,1.647186279296875,2.357159695045964,0.2355484230176414,90,matched_bias,0.15
C_high_BL_0_J046_024.png,C,high,BL,0,024,46,h1_exc,C_channels,77,1.7653681,0.66529965,2.6534932,4.254911,1.647186279296875,2.5831388796397787,0.23142174041193744,90,matched_bias,0.15
C_high_BL_0_J046_024.png,C,high,BL,0,024,46,h1_exc,straight_channels,51,1.345028,0.69788617,1.9272885,3.1268427,1.647186279296875,1.898293324510741,0.18255657812852238,90,matched_bias,0.15
C_high_BL_0_J046_024.png,C,high,BL,0,024,46,h1_exc,matched_channels,77,1.7653681,0.66529965,2.6534932,4.254911,1.647186279296875,2.5831388796397787,0.23142174041193744,90,matched_bias,0.15
C_high_BL_0_J047_017.png,C,high,BL,0,017,47,h1_exc,all_channels,128,1.1954927,0.607038,1.9693869,3.192963,1.647186279296875,1.9384345933731126,0.10893132021088366,90,baseline,0.0
C_high_BL_0_J047_017.png,C,high,BL,0,017,47,h1_exc,C_channels,77,1.3668759,0.6469133,2.1129198,3.4177184,1.647186279296875,2.0748827456248713,0.1112894245570002,90,baseline,0.0
C_high_BL_0_J047_017.png,C,high,BL,0,017,47,h1_exc,straight_channels,51,1.0857596,0.695856,1.5603224,2.5466368,1.647186279296875,1.5460527059914675,0.10473913470667646,90,baseline,0.0
C_high_BL_0_J047_017.png,C,high,BL,0,017,47,h1_exc,matched_channels,77,1.3668759,0.6469133,2.1129198,3.4177184,1.647186279296875,2.0748827456248713,0.1112894245570002,90,baseline,0.0
C_high_BL_0_J047_017.png,C,high,BL,0,017,47,h1_exc,all_channels,128,1.2984726,0.6355125,2.0431898,3.3086612,1.647186279296875,2.00867457673548,0.1102413781809484,90,matched_bias,0.15
C_high_BL_0_J047_017.png,C,high,BL,0,017,47,h1_exc,C_channels,77,1.4717128,0.6633464,2.2186189,3.582566,1.647186279296875,2.1749610509459707,0.11404054629413617,90,matched_bias,0.15
C_high_BL_0_J047_017.png,C,high,BL,0,017,47,h1_exc,straight_channels,51,1.1631415,0.71971655,1.6161106,2.6352904,1.647186279296875,1.599873919189501,0.10722824484979948,90,matched_bias,0.15
C_high_BL_0_J047_017.png,C,high,BL,0,017,47,h1_exc,matched_channels,77,1.4717128,0.6633464,2.2186189,3.582566,1.647186279296875,2.1749610509459707,0.11404054629413617,90,matched_bias,0.15
