condition,contour_type,layer,channel,n_images,mean_contour_mean_activation,sem_contour_mean_activation,mean_background_mean_activation,sem_background_mean_activation,mean_contour_preference_ratio,sem_contour_preference_ratio,mean_activation_on_contour_pct,sem_activation_on_contour_pct,mean_contour_area_pct,mean_contour_enrichment,sem_contour_enrichment,mean_dice_top_activation,sem_dice_top_activation,rank_mean_contour_enrichment
full_td,straight,h1_exc,111,25,1.2392063,0.031390462,1.3216759,0.005062523,0.93758255,0.02321238,0.7758328,0.019046713,0.8271484375000001,0.9379606736606789,0.023026957195472656,0.025363037791985777,0.0015766116362358733,94
full_td,straight,h1_exc,112,25,2.0657008,0.030123325,1.7019951,0.006727804,1.2140021,0.018136395,1.0023323,0.014823059,0.8271484375000001,1.2117925338435218,0.017920675265171743,0.039851933891313474,0.0008853820098629284,73
full_td,straight,h1_exc,113,25,0.58864355,0.014540513,2.1266062,0.014371678,0.276942,0.0068769716,0.23044258,0.005708003,0.8271484375000001,0.27859881536014014,0.006900820652158706,0.0003679985568680725,0.00017750616398275198,128
full_td,straight,h1_exc,114,25,1.0310038,0.012332592,0.9798863,0.008781612,1.0524004,0.009839994,0.8700984,0.008064967,0.8271484375000001,1.0519253892065776,0.009750325760518564,0.006378641652379923,0.0007596372253606985,85
full_td,straight,h1_exc,115,25,0.54216,0.010516711,0.55994815,0.0029715106,0.96895635,0.019686444,0.80161345,0.016151225,0.8271484375000001,0.9691289394991819,0.019526392124991555,0.0067682871831814114,0.0010841070871315417,92
full_td,straight,h1_exc,116,25,1.027602,0.016923552,1.2276793,0.009235298,0.8364769,0.010335166,0.6928101,0.008498382,0.8271484375000001,0.8375886587510679,0.010274313177649283,0.01710102480823406,0.0011156880531385676,99
full_td,straight,h1_exc,117,25,1.6193775,0.011996409,1.3642915,0.01028878,1.187538,0.0073194974,0.9807402,0.005983985,0.8271484375000001,1.1856882172225014,0.0072344753631792815,0.04594914796272607,0.0008021268088336411,79
full_td,straight,h1_exc,118,25,3.0287788,0.13810542,1.026793,0.005403635,2.9471781,0.131065,2.3964524,0.10392466,0.8271484375000001,2.897245989545101,0.12564209619413055,0.10297465500126006,0.003473892835958968,14
full_td,straight,h1_exc,119,25,0.5698266,0.03946759,0.5480695,0.004040806,1.0402833,0.071713686,0.8593466,0.05870618,0.8271484375000001,1.0389266925039475,0.0709741748462081,0.01956866204857585,0.0034450270935681843,90
full_td,straight,h1_exc,120,25,1.0390218,0.03416871,0.6796884,0.0052472954,1.5282493,0.04804721,1.258219,0.039023284,0.8271484375000001,1.521152567482612,0.04717809165113659,0.0629133219084848,0.003048976257176073,57
full_td,straight,h1_exc,121,25,4.5339932,0.2646454,2.2713969,0.01280569,1.9989803,0.11769268,1.6377069,0.09476458,0.8271484375000001,1.9799431059977213,0.11456780447470376,0.08123387751413254,0.008032199599072469,35
full_td,straight,h1_exc,122,25,0.64148694,0.010508268,0.6881986,0.0034278445,0.9316777,0.013321277,0.7710426,0.010936569,0.8271484375000001,0.9321695283969776,0.013222015452116428,0.010101848283493363,0.0012463465961972922,95
full_td,straight,h1_exc,123,25,2.2660635,0.03779917,1.2078437,0.0067866677,1.8774235,0.032954868,1.5415459,0.026640132,0.8271484375000001,1.8636869909167297,0.03220719493864585,0.09017407774863337,0.002542907823834934,40
full_td,straight,h1_exc,124,25,0.45585597,0.01647826,1.1986654,0.0047379853,0.37984356,0.01306045,0.31577876,0.01082277,0.8271484375000001,0.3817679467823855,0.013084435537922781,7.215657977805343e-06,7.215657977805343e-06,127
full_td,straight,h1_exc,125,25,1.4343675,0.02027236,0.96958846,0.0101741245,1.4815212,0.021529563,1.220502,0.017524198,0.8271484375000001,1.475553740370076,0.021186279125034402,0.07248850004503248,0.0021193162590947287,60
full_td,straight,h1_exc,126,25,0.75294405,0.009359478,0.95869166,0.0043612644,0.7852063,0.008452048,0.6506264,0.0069555948,0.8271484375000001,0.7865896630248411,0.00840912493854294,0.0035068097772133966,0.0005832421297918151,105
full_td,straight,h1_exc,127,25,0.6278664,0.017719394,0.7855691,0.011945654,0.7978344,0.015944572,0.6609913,0.013126531,0.8271484375000001,0.7991204672518522,0.01586961869225756,0.006609542707669694,0.0007629854624492246,102
no_td,C,h1_exc,0,25,0.22852647,0.00044199676,0.2388701,0.0003462125,0.95670485,0.0014414034,1.5828714,0.0023470714,1.6533203125,0.9573893824993105,0.0014196108012428552,0.028673331693799528,0.00042828351031805865,79
no_td,C,h1_exc,1,25,0.25389957,0.0016643611,0.28366685,0.0017633832,0.8950365,0.0012389967,1.4823536,0.0020215411,1.6533203125,0.8965918664391017,0.0012227159572805733,0.022311237744052366,0.00015672397187699533,101
no_td,C,h1_exc,2,25,0.3582614,0.0011110596,0.40801716,0.00059257663,0.8780596,0.0024798666,1.4546425,0.004048594,1.6533203125,0.8798309766861153,0.0024487655410788535,0.016404876953120387,0.000256451726548295,103
no_td,C,h1_exc,3,25,0.3253584,0.00087062095,0.3773406,0.00076731096,0.8623025,0.0025853908,1.4289109,0.004223441,1.6533203125,0.864267411386903,0.0025545204657503144,0.021386072236636734,0.0002066341742382905,108
no_td,C,h1_exc,4,25,0.6173611,0.00073365035,0.46783704,0.0013008796,1.3198118,0.0034063335,2.1705873,0.005481513,1.6533203125,1.3128655194606509,0.0033154574651225966,0.052747842118450725,0.0003226104035683034,4
no_td,C,h1_exc,5,25,0.3877126,0.0019540256,0.35311234,0.0018589748,1.0980299,0.0011129201,1.8124566,0.0018037834,1.6533203125,1.0962526208012762,0.001091006548343532,0.050964552082417694,0.00027023696601272763,47
no_td,C,h1_exc,6,25,0.3900864,0.0032623338,0.35358822,0.003143723,1.1033802,0.0019464771,1.8211257,0.003154166,1.6533203125,1.101496043249073,0.0019077767869967296,0.04049945529201333,0.0003900590639830375,45
no_td,C,h1_exc,7,25,0.16305694,0.00083327264,0.18425016,0.00086770725,0.88495475,0.0012222033,1.4659011,0.0019948254,1.6533203125,0.8866407119290013,0.0012065571815541311,0.0174171873065058,8.86396377354655e-05,102
no_td,C,h1_exc,8,25,0.40727738,0.00092985015,0.36247653,0.00076992495,1.1236719,0.0028069576,1.8539937,0.004546462,1.6533203125,1.1213759397850993,0.0027498979524634274,0.045031275467644925,0.00022543574316888712,41
no_td,C,h1_exc,9,25,0.34735262,0.0012796565,0.4151442,0.0011638711,0.8366661,0.00114787,1.3870218,0.0018764772,1.6533203125,0.8389310685330972,0.0011349749216901133,0.013709880164238908,0.00018103133323283977,114
no_td,C,h1_exc,10,25,0.41751897,0.0010355427,0.41593644,0.0009756245,1.0037991,0.00043180847,1.6594969,0.00070203905,1.6533203125,1.0037359165469177,0.00042462373987272776,0.037770759372612754,0.0001789058940486943,64
no_td,C,h1_exc,11,25,0.49586254,0.0014718432,0.46440357,0.0015749674,1.067802,0.0015520972,1.7634404,0.002518371,1.6533203125,1.0666054121150461,0.0015232201753812115,0.040559792172931736,0.0002824486641471315,56
no_td,C,h1_exc,12,25,1.0107998,0.002697008,0.83379686,0.0029291527,1.212401,0.002027119,1.9974703,0.0032728298,1.6533203125,1.2081568102870492,0.001979549668490545,0.0453195550470645,0.0003320059952844478,19
no_td,C,h1_exc,13,25,1.4694177,0.0027351028,1.2560409,0.003718773,1.170105,0.003816685,1.9291235,0.0061724195,1.6533203125,1.166817777801188,0.00373334756772493,0.05289533227180684,0.00036553731228116727,30
no_td,C,h1_exc,14,25,0.34812504,0.0020360027,0.36608088,0.0020068395,0.95099556,0.002733044,1.5735704,0.004451392,1.6533203125,0.9517637884049402,0.0026923956302693877,0.018027319198845194,0.00032801587329947193,82
no_td,C,h1_exc,15,25,0.496594,0.0011594647,0.3751834,0.001502734,1.3238736,0.0033513028,2.177122,0.005391447,1.6533203125,1.316818186438737,0.003260981447040446,0.05362590535546837,0.00042837254336718317,3
no_td,C,h1_exc,16,25,1.1308793,0.0023427575,0.9811157,0.0026229958,1.152769,0.0028285375,1.9010897,0.004576155,1.6533203125,1.1498616216952773,0.002767857425484393,0.045896091173557994,0.0004346139241525796,33
no_td,C,h1_exc,17,25,0.31931537,0.0013548675,0.5228698,0.0008791944,0.61075056,0.00288938,1.0163014,0.004759124,1.6533203125,0.6147032248218592,0.002878525113630308,0.012818235146222393,0.00020733987556093735,128
no_td,C,h1_exc,18,25,0.5807413,0.0016149294,0.4729182,0.0015612108,1.2281575,0.0034573153,2.0228994,0.0055798674,1.6533203125,1.2235374532601382,0.003374946433022502,0.04372412637220839,0.0003247510961474286,18
no_td,C,h1_exc,19,25,0.38537362,0.0022718906,0.46286553,0.0020111846,0.83249426,0.0022350748,1.3801988,0.0036541743,1.6533203125,0.8348042152235557,0.002210203380221809,0.01543278219878146,0.00018127123816371327,116
no_td,C,h1_exc,20,25,0.41847622,0.00079743296,0.41967434,0.00093552103,0.99725133,0.0027385734,1.6488461,0.004453794,1.6533203125,0.9972938141096936,0.0026938483324779696,0.02906226430903456,0.00024689382154770626,66
no_td,C,h1_exc,21,25,0.3949608,0.0010239509,0.38170424,0.0007226006,1.0347412,0.002100959,1.7097737,0.0034121417,1.6533203125,1.034145484252828,0.0020638115981341685,0.03840107265562859,0.00024081153179447587,60
no_td,C,h1_exc,22,25,0.6760283,0.0013468076,0.83964247,0.0010868295,0.8051554,0.0016249379,1.3354802,0.0026589425,1.6533203125,0.8077564682297393,0.0016082440036512054,0.011651683915145197,0.00037441159711686697,122
no_td,C,h1_exc,23,25,0.29745683,0.0011723319,0.32817993,0.00128421,0.9063958,0.0010529986,1.5008845,0.001717433,1.6533203125,0.907800222585315,0.001038778142100347,0.018845219140183653,0.00016309477852125348,92
no_td,C,h1_exc,24,25,0.44383767,0.0013596672,0.53213,0.0009570784,0.83411026,0.0025482443,1.3828399,0.0041666906,1.6533203125,0.8364017168751455,0.002520195494843938,0.015982517101397926,0.0004033963106034381,115
no_td,C,h1_exc,25,25,0.22838679,0.0004908534,0.26291618,0.00040839825,0.8686664,0.0012450357,1.439308,0.0020333305,1.6533203125,0.870556067188168,0.0012298466097875888,0.024791673065494967,0.0002170149400816305,106
no_td,C,h1_exc,26,25,0.3153683,0.0018129266,0.32230338,0.0016653206,0.9784319,0.0013885202,1.6182371,0.0022592316,1.6533203125,0.9787801388857303,0.0013664814648395994,0.026608564485019182,0.00022554415999380992,72
no_td,C,h1_exc,27,25,0.7716233,0.0014397975,0.7204745,0.0020683235,1.0711651,0.0031364742,1.7688913,0.0050887694,1.6533203125,1.0699023488152393,0.0030779089005247475,0.032957345177211966,0.00028817225058566854,55
no_td,C,h1_exc,28,25,0.38949952,0.00066227256,0.33849534,0.00057663844,1.1506912,0.001067005,1.8977324,0.0017263938,1.6533203125,1.1478310494753898,0.0010441980166832569,0.035571588315161266,0.00033258580565231205,34
no_td,C,h1_exc,29,25,0.62815344,0.0016875895,0.50710857,0.0015875458,1.2387727,0.0020000516,2.0400321,0.0032264371,1.6533203125,1.2339001570469508,0.0019514894659401762,0.04204139780437271,0.00025632400292102333,16
no_td,C,h1_exc,30,25,0.66762704,0.0010830344,0.787689,0.00077399804,0.84758323,0.001280644,1.4048656,0.0020930003,1.6533203125,0.8497238087956385,0.0012659375431490554,0.012737743839324894,0.000227759804194212,111
no_td,C,h1_exc,31,25,0.26651692,0.0014038992,0.2814007,0.0011095061,0.94714814,0.0038118789,1.5672994,0.0062098317,1.6533203125,0.9479708092950555,0.0037559760809331767,0.02929011263109498,0.000570952547074103,85
no_td,C,h1_exc,32,25,0.5412327,0.0012389695,0.58647156,0.0006132351,0.9228707,0.0020380863,1.5277464,0.0033223282,1.6533203125,0.924047439312761,0.002009488494140118,0.029953909327051068,0.0004959182419481962,87
no_td,C,h1_exc,33,25,0.80221254,0.0032611475,0.6396752,0.0030166465,1.2542391,0.0025902747,2.0649748,0.0041762195,1.6533203125,1.248986438242619,0.0025259589721028305,0.057333258562426576,0.0004148739844570448,11
no_td,C,h1_exc,34,25,0.55585486,0.0011216268,0.4346974,0.0008508198,1.2787793,0.0026486388,2.1045272,0.004267493,1.6533203125,1.2729095717272039,0.0025811652189516236,0.049670323009365774,0.00033459479652818056,7
no_td,C,h1_exc,35,25,0.16424218,0.000840455,0.20182648,0.00091129256,0.8137411,0.0011452596,1.3495297,0.0018738336,1.6533203125,0.8162542001076091,0.001133375982998438,0.013267370942418115,0.00016097362432648593,120
no_td,C,h1_exc,36,25,0.32341716,0.00076570525,0.2990107,0.0008604666,1.0817889,0.003421493,1.7861208,0.005548432,1.6533203125,1.080323505029895,0.0033559329241526978,0.03189139361432004,0.0002331461890480656,53
no_td,C,h1_exc,37,25,0.4012171,0.0032844802,0.4041373,0.0032281568,0.9927499,0.0012117415,1.6415296,0.0019706248,1.6533203125,0.9928684285875087,0.0011919195568853064,0.03187128132068057,0.0002541227484187522,70
no_td,C,h1_exc,38,25,1.0517259,0.0012167904,0.80176413,0.0011425379,1.3117919,0.0013388366,2.1576884,0.002154661,1.6533203125,1.305063644600132,0.0013032326451946725,0.04663370485205176,0.00023747557534961784,5
no_td,C,h1_exc,39,25,0.43059415,0.0024213432,0.50057524,0.0016692657,0.8601619,0.0035798312,1.4254103,0.0058479705,1.6533203125,0.862150139683451,0.003537106676721493,0.022646442638043537,0.00050031693276788,109
no_td,C,h1_exc,40,25,0.18048796,0.00085159723,0.17306714,0.0007635932,1.0428767,0.0016976545,1.722986,0.0027562156,1.6533203125,1.0421368226200274,0.001667079095316296,0.03744226363238216,0.00021595818768175591,58
no_td,C,h1_exc,41,25,0.41581035,0.00077973877,0.35124883,0.0010176477,1.183928,0.0022748802,1.9514747,0.003676263,1.6533203125,1.180336707919139,0.0022235636221870406,0.04540685494004407,0.0002572793098462507,26
no_td,C,h1_exc,42,25,0.78701556,0.0016148643,0.7200018,0.0014805564,1.0930922,0.0012737041,1.8044533,0.0020646492,1.6533203125,1.0914117664854583,0.0012487896743882346,0.03264884600712803,0.00018486071614827048,52
no_td,C,h1_exc,43,25,0.41667095,0.0015263995,0.3800527,0.0022413402,1.0968567,0.0045339153,1.810543,0.0073468206,1.6533203125,1.0950950914133424,0.00444367637853806,0.038608899689903116,0.0003068971209309556,48
no_td,C,h1_exc,44,25,0.46420777,0.0016104978,0.4020368,0.0014357626,1.1546617,0.0010744124,1.9041557,0.0017381134,1.6533203125,1.1517161848208735,0.001051286507453091,0.0424099878025117,0.0003858162383726675,32
no_td,C,h1_exc,45,25,0.26070347,0.00053656247,0.29070598,0.0005160006,0.896793,0.00087667175,1.4852198,0.0014303072,1.6533203125,0.8983255648144322,0.0008651119550508388,0.019864106632665513,0.00018889796147069927,100
no_td,C,h1_exc,46,25,0.33747104,0.0015603844,0.3049564,0.0013016633,1.1066219,0.0019704336,1.8263785,0.0031923912,1.6533203125,1.1046730525374842,0.0019308969709246622,0.034727114102815176,0.0003447215469922536,44
no_td,C,h1_exc,47,25,1.0264363,0.0014914552,0.82250124,0.0011977224,1.247983,0.0019816828,2.054888,0.0031959438,1.6533203125,1.2428855875799478,0.0019330456912274583,0.03773736696552607,0.0001427673808030101,15
no_td,C,h1_exc,48,25,0.8624246,0.0014376333,0.7423155,0.0016489882,1.161849,0.0012271263,1.9157811,0.0019846307,1.6533203125,1.1587477289584234,0.0012003909180673834,0.037153986861785226,0.00018732304346652704,31
no_td,C,h1_exc,49,25,0.5520275,0.0012406363,0.5128078,0.00089443167,1.0765225,0.0024781718,1.7775835,0.004018631,1.6533203125,1.075159750584976,0.002430642523349539,0.034593145059888884,0.0004015469220045555,54
no_td,C,h1_exc,50,25,0.260262,0.0008885214,0.33720934,0.00096901157,0.7718494,0.0021255077,1.2809432,0.003481636,1.6533203125,0.774770102233892,0.00210584479129929,0.014413712694592457,0.00015542353617599693,126
no_td,C,h1_exc,51,25,0.29677674,0.0005732992,0.30890158,0.0005290261,0.9607561,0.0011560961,1.5894682,0.0018822423,1.6533203125,0.9613794507249555,0.0011384619665133187,0.027540434090314637,0.00019249246229520022,76
no_td,C,h1_exc,52,25,1.3620408,0.0015539856,1.0881815,0.0016123789,1.2516965,0.0013010512,2.060878,0.0020979969,1.6533203125,1.2465086632742182,0.001268959722083271,0.055087382963863084,0.00026998831850831996,12
no_td,C,h1_exc,53,25,0.5590089,0.0012959514,0.4058049,0.001446143,1.3777155,0.0026933134,2.263664,0.0043254993,1.6533203125,1.3691624610316901,0.0026162500965729706,0.05791610779868825,0.00023433944757997554,2
no_td,C,h1_exc,54,25,0.6191975,0.0009148697,0.4836626,0.0014135585,1.2804422,0.0035414838,2.1072028,0.0057058646,1.6533203125,1.2745277871172243,0.0034511549538871543,0.05367300762586636,0.0004255782244762814,6
no_td,C,h1_exc,55,25,0.5028672,0.000919637,0.43751255,0.00073614455,1.149439,0.0025643113,1.8957028,0.004148364,1.6533203125,1.146603473503599,0.0025091109256468267,0.0354980898531111,0.00037853723692041674,35
no_td,C,h1_exc,56,25,0.74588865,0.0026596664,0.88290906,0.0015392253,0.8448282,0.0028829596,1.4003587,0.004711886,1.6533203125,0.8469978583220567,0.002849953472619419,0.02267988785099587,0.0003842368961951498,112
no_td,C,h1_exc,57,25,0.31677377,0.0034801683,0.3512101,0.003252923,0.9016813,0.0027741622,1.4931902,0.004525302,1.6533203125,0.9031463543184621,0.0027370994447733403,0.021982736947941017,0.0003099029221086457,97
no_td,C,h1_exc,58,25,0.33928803,0.0019324981,0.30801496,0.001468075,1.1015054,0.0030883767,1.8180841,0.00500447,1.6533203125,1.099656310260348,0.003026920727613123,0.03139529037121311,0.0002768773486172702,46
no_td,C,h1_exc,59,25,0.33026072,0.000645247,0.29075164,0.0004221497,1.1359472,0.0028239985,1.8738676,0.0045717424,1.6533203125,1.1333966511436537,0.002765188411484906,0.05729992457885083,0.00043418631563956676,38
no_td,C,h1_exc,60,25,0.31934536,0.0013316165,0.31933114,0.0013897509,1.0002023,0.0034043975,1.6536417,0.0055357493,1.6533203125,1.0001943864166107,0.003348261870000122,0.03386910248886795,0.0005854037820968377,65
no_td,C,h1_exc,61,25,0.5900622,0.0012441113,0.51770705,0.0010132423,1.139852,0.0030729803,1.8801869,0.004974031,1.6533203125,1.137218805995388,0.003008510003119852,0.036805497360230616,0.000229397080003694,36
no_td,C,h1_exc,62,25,0.7468686,0.004319359,0.88521093,0.0043157046,0.8436585,0.0016309067,1.3984507,0.0026656538,1.6533203125,0.8458438129491639,0.0016123032382067012,0.03150894488526977,0.00015723847692555062,113
no_td,C,h1_exc,63,25,0.8265346,0.0018788861,0.7388651,0.0015004876,1.1186547,0.0011571174,1.8458728,0.0018740161,1.6533203125,1.1164640640534012,0.001133486387885185,0.040371947664690655,0.00022724638495970833,42
no_td,C,h1_exc,64,25,0.22906315,0.001000694,0.26784703,0.0010877986,0.85518783,0.0009819734,1.417292,0.0016043425,1.6533203125,0.8572398531009976,0.0009703760779683426,0.015754630017585054,0.00017064749684950388,110
no_td,C,h1_exc,65,25,0.29055068,0.0009516741,0.25800326,0.0009324333,1.1262015,0.0013521932,1.8580937,0.0021895068,1.6533203125,1.1238558230440587,0.0013243088834432788,0.03042319617863871,0.000159917679602669,40
no_td,C,h1_exc,66,25,0.5579616,0.0010338767,0.44159967,0.0011950876,1.2636026,0.0021249226,2.0800714,0.003425464,1.6533203125,1.2581176840342587,0.0020718696007047243,0.05765524176648147,0.00031474769733213685,9
no_td,C,h1_exc,67,25,0.63221645,0.0013559924,0.5783498,0.0011242707,1.0931756,0.002097063,1.8045866,0.0033990932,1.6533203125,1.0914924814233193,0.0020559192466873743,0.029551663454261665,0.00015352481729607488,51
no_td,C,h1_exc,68,25,0.77136064,0.0010458473,0.75317174,0.0009563402,1.0241696,0.0013928149,1.6926029,0.0022627662,1.6533203125,1.023759759432856,0.0013686194414645084,0.03529707533727034,0.00026216080240543566,62
no_td,C,h1_exc,69,25,0.5379971,0.0011156785,0.5620879,0.0010220637,0.9571583,0.001524702,1.5836095,0.0024827437,1.6533203125,0.957835849797629,0.0015016712443823288,0.024148160563123983,0.00019781822711304514,78
no_td,C,h1_exc,70,25,0.67568886,0.00078314927,0.5404279,0.0007261805,1.2503139,0.0015154823,2.058648,0.0024438181,1.6533203125,1.2451599052991362,0.001478127378066272,0.045373334450644946,0.00018626255474571575,14
no_td,C,h1_exc,71,25,1.113924,0.0017926055,0.93730253,0.0016256167,1.1884849,0.0020612874,1.9588394,0.003330482,1.6533203125,1.1847912489943446,0.0020144203189031446,0.03629587300669386,0.0002720365857598151,23
no_td,C,h1_exc,72,25,0.24955769,0.0016268517,0.28729218,0.0016366384,0.8685668,0.0011814411,1.4391456,0.0019293099,1.6533203125,0.8704577475915241,0.001166930522308694,0.012234978630677754,0.00015870692154898065,107
no_td,C,h1_exc,73,25,0.82936305,0.0017888275,1.0484315,0.0016154158,0.79105294,0.0012381523,1.3123965,0.0020272308,1.6533203125,0.7937945202190899,0.0012261573438547134,0.015111036621122004,0.00021303319326804437,124
no_td,C,h1_exc,74,25,0.87182,0.0011803742,0.76818776,0.001045224,1.1349264,0.0014247374,1.8722192,0.0023063528,1.6533203125,1.132399542189998,0.0013949824089566484,0.041344028936680904,0.00020539892898469324,39
no_td,C,h1_exc,75,25,0.64048254,0.0018720864,0.71057665,0.0017729873,0.90135646,0.0013841037,1.492664,0.0022578398,1.6533203125,0.9028280601264638,0.0013656397114175346,0.02068214195925527,0.0003013738698678707,99
no_td,C,h1_exc,76,25,0.33966124,0.0005413324,0.33672833,0.0009016449,1.0088481,0.002621497,1.6677006,0.0042617708,1.6533203125,1.0086978576901189,0.002577704075995658,0.0343516773186062,0.000244859861595069,63
no_td,C,h1_exc,77,25,1.1409025,0.00061664206,0.9071663,0.0008874653,1.2576833,0.0013706387,2.0705311,0.002209879,1.6533203125,1.2523472264403217,0.0013366309319265788,0.049590212017053895,0.0003077258823867574,10
no_td,C,h1_exc,78,25,0.43044013,0.002945703,0.46646094,0.0026129833,0.9226561,0.0018370231,1.527397,0.002994568,1.6533203125,0.9238361084202854,0.0018112449756982325,0.017008296321112035,0.00015696277130221572,88
no_td,C,h1_exc,79,25,0.36628222,0.00035556694,0.33005223,0.0003232102,1.1097822,0.0010270964,1.8315006,0.0016639819,1.6533203125,1.107771195607936,0.0010064486054862907,0.047042654822720985,0.00017329368996227702,43
no_td,C,h1_exc,80,25,0.78997713,0.0017340308,0.84531814,0.0014710187,0.9346151,0.0028375112,1.5468853,0.0046231407,1.6533203125,0.9356234311487543,0.002796276426109076,0.023517975362420583,0.0002395249487630586,86
no_td,C,h1_exc,81,25,0.49151307,0.0010669511,0.43220562,0.001343481,1.1374402,0.003802143,1.8762802,0.006155256,1.6533203125,1.1348558131715234,0.0037229664572603514,0.046848080937196314,0.0003193551145271636,37
no_td,C,h1_exc,82,25,0.51754713,0.0019932375,0.5235419,0.002036987,0.988587,0.0016940323,1.6347576,0.002755473,1.6533203125,0.9887724728385084,0.0016666298418359445,0.027144795691906202,0.00032576089857430494,71
no_td,C,h1_exc,83,25,0.5706982,0.0020773944,0.588155,0.0013802821,0.9703543,0.0031746947,1.6050867,0.005167091,1.6533203125,0.9708261931137343,0.003125281023021707,0.03003435850160895,0.0003232598931026521,74
no_td,C,h1_exc,84,25,0.625396,0.0013666826,0.49986762,0.0014011502,1.2512072,0.0019976476,2.0600877,0.0032213987,1.6533203125,1.246030655256953,0.0019484420267029123,0.04600336067198687,0.00019946762141764867,13
no_td,C,h1_exc,85,25,0.2333154,0.0015026444,0.25671822,0.0014537869,0.90876997,0.001533353,1.504756,0.0025006519,1.6533203125,0.9101418325552777,0.0015125028991776757,0.020903377189289446,0.0001756550407315902,90
no_td,C,h1_exc,86,25,0.27042195,0.0006245593,0.2536606,0.00064620754,1.0661184,0.00151019,1.760709,0.0024500524,1.6533203125,1.064953391973126,0.0014818982169527027,0.029290105889920644,0.00024504585579119447,57
no_td,C,h1_exc,87,25,1.0058293,0.0024485928,0.7868415,0.0029515184,1.2785205,0.0029651,2.1041093,0.0047763404,1.6533203125,1.272656755675499,0.002888938358951301,0.05133327746580798,0.00030392937346960337,8
no_td,C,h1_exc,88,25,0.220737,0.0015364167,0.24469963,0.0015156082,0.90197617,0.00094701594,1.4936757,0.001544882,1.6533203125,0.9034399835298064,0.0009344117370651422,0.008976753916976405,0.00013720664123197587,96
no_td,C,h1_exc,89,25,0.36637783,0.0005874267,0.31032553,0.0007655769,1.1807226,0.002194964,1.9462941,0.0035481788,1.6533203125,1.1772032920805158,0.002146092832960069,0.037992122684959356,0.0002790668820450552,27
no_td,C,h1_exc,90,25,0.30073863,0.0009681974,0.3330428,0.0010389219,0.90301186,0.0010944193,1.495365,0.0017852358,1.6533203125,0.9044617488117612,0.0010797882491927905,0.022291125450412893,0.00021266366446725675,94
no_td,C,h1_exc,91,25,0.11912385,0.00039406412,0.14354306,0.0004030409,0.8299008,0.0018375914,1.3759595,0.003004625,1.6533203125,0.8322400926340365,0.00181732783247245,0.01566742618633981,0.0002279940122600334,117
no_td,C,h1_exc,92,25,0.34784755,0.00083324837,0.38537267,0.0006660817,0.9026448,0.0019013769,1.4947646,0.0031015705,1.6533203125,0.9040985662008082,0.0018759646354972314,0.02979962069937439,0.0002634324579539279,95
no_td,C,h1_exc,93,25,0.21923882,0.0006757309,0.2308252,0.00060212874,0.94981575,0.0018187321,1.5716516,0.0029625373,1.6533203125,0.9506031903150167,0.0017918713221561884,0.025830714983955914,0.00016430073544138263,83
no_td,C,h1_exc,94,25,0.37870276,0.0013751466,0.34634212,0.000813838,1.0934315,0.0029448073,1.8049988,0.0047739954,1.6533203125,1.091741695211128,0.002887519877476266,0.04706930212311728,0.00034945168192616416,50
no_td,C,h1_exc,95,25,0.2407009,0.00043680862,0.33616254,0.00029771632,0.7160203,0.0009940752,1.1893946,0.0016315917,1.6533203125,0.7193975696437132,0.0009868576163028827,0.01183273275788835,0.00014833842338993414,127
no_td,C,h1_exc,96,25,0.68395025,0.001856338,0.8645666,0.00073768815,0.7911066,0.00228652,1.3124821,0.0037437868,1.6533203125,0.7938462266939691,0.002264405046816488,0.01816126633295489,0.0002770336292400681,123
no_td,C,h1_exc,97,25,0.5207821,0.0011611063,0.5452954,0.0010556283,0.9550705,0.0017471894,1.5802094,0.0028453008,1.6533203125,0.9557793032073287,0.001720961681558693,0.029028743819635442,0.00020888761245648483,80
no_td,C,h1_exc,98,25,0.3477334,0.00096861424,0.38433883,0.0004030522,0.9047756,0.0026106038,1.4982382,0.0042584743,1.6533203125,0.9061996378111433,0.0025757104868135957,0.019508924830286174,0.0003738949776639147,93
no_td,C,h1_exc,99,25,0.8242002,0.004154432,0.86902213,0.0027861905,0.94839096,0.003308813,1.569326,0.005389778,1.6533203125,0.9491965855769579,0.0032599719127545572,0.03658426213019644,0.0005232060560940678,84
no_td,C,h1_exc,100,25,0.7209153,0.0012110863,0.7231596,0.0013636798,0.9969556,0.0020440721,1.6483673,0.003324015,1.6533203125,0.9970041765182309,0.002010508868379302,0.03655074164079732,0.0002630379665253287,67
no_td,C,h1_exc,101,25,0.28089193,0.0012065903,0.31164497,0.0009257559,0.90141886,0.003912335,1.4927571,0.0063813147,1.6533203125,0.9028844013796301,0.003859696608917748,0.026367216961345537,0.00029425567883799693,98
no_td,C,h1_exc,102,25,0.46349472,0.0039495025,0.4664546,0.0038478398,0.99364203,0.001903471,1.642979,0.003095513,1.6533203125,0.9937451025245423,0.0018723008592980606,0.02400737450764769,0.0002654052354553052,68
no_td,C,h1_exc,103,25,0.1965838,0.0005181806,0.22547965,0.0004989581,0.8718823,0.0020397657,1.4445581,0.0033307583,1.6533203125,0.8737315248208738,0.0020145874330602252,0.018422860973754777,0.0002977668676432782,105
