contour_type,layer,channel,mean_activation_on_contour_pct_full_td,mean_activation_on_contour_pct_no_td,mean_contour_enrichment_full_td,mean_contour_enrichment_no_td,mean_contour_preference_ratio_full_td,mean_contour_preference_ratio_no_td,mean_dice_top_activation_full_td,mean_dice_top_activation_no_td,td_effect_contour_preference_ratio,td_effect_activation_on_contour_pct,td_effect_contour_enrichment,td_effect_dice_top_activation
C,h1_exc,29,6.868232,2.0400321,4.154205296418156,1.2339001570469508,4.388046,1.2387727,0.25004273862377435,0.04204139780437271,3.149273,4.8281994,2.920305139371205,0.20800134081940164
C,h1_exc,30,1.2289165,1.4048656,0.7433021553627944,0.8497238087956385,0.74012184,0.84758323,0.01198017403773051,0.012737743839324894,-0.10746139,-0.1759491,-0.10642165343284404,-0.0007575698015943842
C,h1_exc,31,0.82804346,1.5672994,0.5008366710745689,0.9479708092950555,0.49667513,0.94714814,0.0026749350540495476,0.02929011263109498,-0.450473,-0.7392559,-0.44713413822048664,-0.02661517757704543
C,h1_exc,32,1.6278893,1.5277464,0.9846182117517038,0.924047439312761,0.9843788,0.9228707,0.021077683734164854,0.029953909327051068,0.06150812,0.10014284,0.06057077243894282,-0.008876225592886214
C,h1_exc,33,2.0881894,2.0649748,1.2630277456554762,1.248986438242619,1.2686555,1.2542391,0.08656331182428008,0.057333258562426576,0.014416456,0.023214579,0.01404130741285714,0.029230053261853503
C,h1_exc,34,1.0611054,2.1045272,0.6418026667540812,1.2729095717272039,0.63797575,1.2787793,0.01664622447679403,0.049670323009365774,-0.6408035,-1.0434219,-0.6311069049731227,-0.033024098532571745
C,h1_exc,35,1.1096599,1.3495297,0.6711705947180637,0.8162542001076091,0.6675451,0.8137411,0.021312327159958674,0.013267370942418115,-0.14619601,-0.23986983,-0.14508360538954534,0.00804495621754056
C,h1_exc,36,10.24153,1.7861208,6.194523079318863,1.080323505029895,6.8093147,1.0817889,0.21543618536812584,0.03189139361432004,5.7275257,8.45541,5.114199574288968,0.18354479175380578
C,h1_exc,37,2.0814483,1.6415296,1.2589504155431763,0.9928684285875087,1.2646306,0.9927499,0.04418000502803638,0.03187128132068057,0.27188063,0.43991876,0.26608198695566765,0.012308723707355813
C,h1_exc,38,1.2633824,2.1576884,0.7641485834290792,1.305063644600132,0.7611383,1.3117919,0.009211430486877389,0.04663370485205176,-0.5506536,-0.89430594,-0.5409150611710528,-0.03742227436517437
C,h1_exc,39,0.994112,1.4254103,0.6012821672621984,0.862150139683451,0.597287,0.8601619,0.0021386072236636734,0.022646442638043537,-0.2628749,-0.43129826,-0.2608679724212526,-0.020507835414379866
C,h1_exc,40,2.9096801,1.722986,1.7599010929344288,1.0421368226200274,1.7829212,1.0428767,0.08606015731281488,0.03744226363238216,0.7400445,1.1866941,0.7177642703144014,0.048617893680432726
C,h1_exc,41,3.3900821,1.9514747,2.050469072155609,1.180336707919139,2.0880098,1.183928,0.15136512193065332,0.04540685494004407,0.9040818,1.4386075,0.8701323642364702,0.10595826699060926
C,h1_exc,42,1.0648167,1.8044533,0.6440474756157435,1.0914117664854583,0.6402334,1.0930922,0.00419005218665719,0.03264884600712803,-0.4528588,-0.73963654,-0.44736429086971485,-0.02845879382047084
C,h1_exc,43,4.2380104,1.810543,2.5633328371427773,1.0950950914133424,2.6332998,1.0968567,0.20152518226749222,0.038608899689903116,1.5364431,2.4274673,1.4682377457294349,0.1629162825775891
C,h1_exc,44,1.1183362,1.9041557,0.6764183534378919,1.1517161848208735,0.6727771,1.1546617,0.0004893991452271101,0.0424099878025117,-0.48188454,-0.78581953,-0.47529783138298154,-0.04192058865728459
C,h1_exc,45,3.4664075,1.4852198,2.09663385194505,0.8983255648144322,2.1363451,0.896793,0.15912125028659477,0.019864106632665513,1.2395521,1.9811877,1.1983082871306177,0.13925714365392924
C,h1_exc,46,2.354255,1.8263785,1.4239557905419036,1.1046730525374842,1.4343411,1.1066219,0.09903293388075167,0.034727114102815176,0.3277192,0.5278765,0.3192827380044194,0.0643058197779365
C,h1_exc,47,2.3691604,2.054888,1.4329711005416426,1.2428855875799478,1.443525,1.247983,0.07954412134410496,0.03773736696552607,0.19554198,0.3142724,0.19008551296169474,0.04180675437857889
