condition,filename,contour_type,contrast,jitter,quadrant,position,layer,channel,contour_mean_activation,background_mean_activation,contour_preference_ratio,activation_on_contour_pct,contour_area_pct,contour_enrichment,dice_top_activation,top_activation_percentile
full_td,C_high_BL_0_J000_001.png,C,high,0,BL,0,h1_exc,0,8.435487,1.7111498,4.9297185,7.6531706,1.6533203125,4.628970249431096,0.22961535238395236,90
full_td,C_high_BL_0_J000_001.png,C,high,0,BL,0,h1_exc,1,5.5732994,2.6147757,2.1314638,3.4592807,1.6533203125,2.0923233581639007,0.21838598843524815,90
full_td,C_high_BL_0_J000_001.png,C,high,0,BL,0,h1_exc,2,2.2150574,1.0596989,2.0902705,3.394695,1.6533203125,2.053259127929121,0.18034023296725019,90
full_td,C_high_BL_0_J000_001.png,C,high,0,BL,0,h1_exc,3,1.136275,1.0511078,1.0810262,1.7848917,1.6533203125,1.079580103320533,0.03988938238494939,90
full_td,C_high_BL_0_J000_001.png,C,high,0,BL,0,h1_exc,4,1.0078728,1.5764562,0.6393281,1.063355,1.6533203125,0.6431633087390772,0.0,90
full_td,C_high_BL_0_J000_001.png,C,high,0,BL,0,h1_exc,5,0.3054827,0.38874322,0.78582126,1.3038311,1.6533203125,0.7886137264025963,0.00033520489399117137,90
full_td,C_high_BL_0_J000_001.png,C,high,0,BL,0,h1_exc,6,6.6147943,2.3151062,2.8572316,4.5831866,1.6533203125,2.7721105003439686,0.21000586608546884,90
full_td,C_high_BL_0_J000_001.png,C,high,0,BL,0,h1_exc,7,11.639697,4.0604043,2.866635,4.597578,1.6533203125,2.780815058121355,0.22039721779919516,90
full_td,C_high_BL_0_J000_001.png,C,high,0,BL,0,h1_exc,8,1.1731151,0.8587994,1.3659943,2.2448423,1.6533203125,1.3577781996194485,0.065532556775274,90
full_td,C_high_BL_0_J000_001.png,C,high,0,BL,0,h1_exc,9,0.45273075,0.6676787,0.6780668,1.1270603,1.6533203125,0.6816950586121561,0.004357663621885228,90
full_td,C_high_BL_0_J000_001.png,C,high,0,BL,0,h1_exc,10,0.92761034,0.9057077,1.0241829,1.6926255,1.6533203125,1.023773493604731,0.030838850247187764,90
full_td,C_high_BL_0_J000_001.png,C,high,0,BL,0,h1_exc,11,2.028825,2.4001043,0.84530705,1.4011467,1.6533203125,0.847474401207169,0.03754294812701119,90
full_td,C_high_BL_0_J000_001.png,C,high,0,BL,0,h1_exc,12,2.0508854,1.2233015,1.6765167,2.7411594,1.6533203125,1.6579723854975563,0.12972429397458332,90
full_td,C_high_BL_0_J000_001.png,C,high,0,BL,0,h1_exc,13,13.916925,1.7843909,7.799258,11.591619,1.6533203125,7.011114773194734,0.2234140618451157,90
full_td,C_high_BL_0_J000_001.png,C,high,0,BL,0,h1_exc,14,2.6610398,1.5337689,1.734968,2.8340206,1.6533203125,1.7141388610881383,0.08078437945187229,90
full_td,C_high_BL_0_J000_001.png,C,high,0,BL,0,h1_exc,15,0.9525022,0.9713468,0.9805995,1.6217655,1.6533203125,0.9809142682612968,0.004525266068880813,90
full_td,C_high_BL_0_J000_001.png,C,high,0,BL,0,h1_exc,16,3.2742817,1.5786184,2.074144,3.3693867,1.6533203125,2.0379515252548,0.15871951730481965,90
full_td,C_high_BL_0_J000_001.png,C,high,0,BL,0,h1_exc,17,1.6705905,1.6991196,0.9832095,1.6260116,1.6533203125,0.9834825036036705,0.021285510768439382,90
full_td,C_high_BL_0_J000_001.png,C,high,0,BL,0,h1_exc,18,2.4421031,1.3281549,1.8387185,2.9984128,1.6533203125,1.8135704295855959,0.1625743735857181,90
full_td,C_high_BL_0_J000_001.png,C,high,0,BL,0,h1_exc,19,2.009522,1.3668295,1.4702067,2.411972,1.6533203125,1.4588655404968796,0.1342495600434641,90
full_td,C_high_BL_0_J000_001.png,C,high,0,BL,0,h1_exc,20,6.3283043,1.8502582,3.4202275,5.4371686,1.6533203125,3.2886359189932772,0.19240760915093236,90
full_td,C_high_BL_0_J000_001.png,C,high,0,BL,0,h1_exc,21,5.3570094,1.3950484,3.8400168,6.0640435,1.6533203125,3.667797122769054,0.23380541355884202,90
