bias_condition,contour_type,layer,channel,n_images,mean_contour_preference_ratio,sem_contour_preference_ratio,mean_activation_on_contour_pct,sem_activation_on_contour_pct,mean_contour_area_pct,mean_contour_enrichment,sem_contour_enrichment,mean_dice_top_activation,sem_dice_top_activation,rank_mean_contour_enrichment
C_bias,C,h1_exc,10,25,1.0753921,0.006195243,1.7757295,0.010049733,1.6533203125,1.0740384341878155,0.006078515561782913,0.04013743400650286,0.0007352330482888744,88
C_bias,C,h1_exc,11,25,0.86145353,0.022119364,1.4272107,0.036130477,1.6533203125,0.8632390674308518,0.02185328388355371,0.046962205648163106,0.0025596210001459204,101
C_bias,C,h1_exc,12,25,1.6969807,0.015591708,2.773539,0.02477749,1.6533203125,1.6775570319476913,0.014986503082129666,0.13944523590032729,0.002017133340247583,56
C_bias,C,h1_exc,13,25,8.366699,0.2574993,12.300798,0.3314253,1.6533203125,7.440057522003137,0.20046043842202924,0.2369287383857938,0.0023974929955615076,1
C_bias,C,h1_exc,14,25,1.6740223,0.032366738,2.736539,0.05147295,1.6533203125,1.6551776978298762,0.031133077193237588,0.07603787815295732,0.002115129600341567,57
C_bias,C,h1_exc,15,25,0.99933916,0.0046398896,1.6522319,0.0075411154,1.6533203125,0.9993416968082862,0.004561194427244445,0.009271767367795801,0.0010056947555102036,92
C_bias,C,h1_exc,16,25,2.228076,0.040921904,3.6094,0.06391263,1.6533203125,2.183121952702942,0.0386571374698233,0.1635732841698118,0.0016408921539296,38
C_bias,C,h1_exc,17,25,1.0033405,0.008592032,1.6587039,0.013972496,1.6533203125,1.0032562386250923,0.008451172767690668,0.02600519567583507,0.0008391667791945997,91
C_bias,C,h1_exc,18,25,1.7741319,0.02889604,2.895623,0.045781456,1.6533203125,1.7513985330423383,0.027690613711025814,0.1582569345511118,0.0025288219479690107,55
C_bias,C,h1_exc,19,25,1.5822328,0.022961007,2.5906665,0.036549296,1.6533203125,1.5669476645385891,0.022106602383566147,0.14631604920095623,0.0020145481720595273,62
C_bias,C,h1_exc,20,25,3.4120626,0.059429437,5.422865,0.08941843,1.6533203125,3.2799843828487654,0.05408415664585745,0.1980323472721042,0.0015250005340328903,14
C_bias,C,h1_exc,21,25,3.989995,0.09126724,6.281352,0.13459645,1.6533203125,3.7992347396460935,0.08140978097732608,0.2364937568086512,0.003254041973605257,10
C_bias,C,h1_exc,22,25,2.3030298,0.026801353,3.726912,0.04176228,1.6533203125,2.2541983398800998,0.025259643435736532,0.24414901023178853,0.0024799455300268058,33
C_bias,C,h1_exc,23,25,3.4355094,0.044899784,5.4589787,0.06752603,1.6533203125,3.301827588195089,0.040842678913091436,0.2088192407607401,0.0034822464805701198,13
C_bias,C,h1_exc,24,25,1.484987,0.01381873,2.435509,0.022117043,1.6533203125,1.473101745095504,0.013377348909503204,0.11423071537149936,0.0022654105021109702,66
C_bias,C,h1_exc,25,25,3.2771766,0.04149529,5.2206383,0.06270506,1.6533203125,3.1576688979491854,0.03792674653555553,0.23013156792069878,0.002264058654534938,15
C_bias,C,h1_exc,26,25,3.1227548,0.04582662,4.986638,0.069583654,1.6533203125,3.0161354361095825,0.042087217713381024,0.21544288946600568,0.004366872884777682,17
C_bias,C,h1_exc,27,25,1.8500372,0.054246657,3.014496,0.085617185,1.6533203125,1.8232982552706296,0.05178499340500994,0.13587823001074883,0.0035709794236653087,50
C_bias,C,h1_exc,28,25,2.3388424,0.022940563,3.7827973,0.03570588,1.6533203125,2.2880002134297124,0.021596468932893898,0.19305790664527522,0.002146212868192313,32
C_bias,C,h1_exc,29,25,4.543511,0.06089812,7.0941334,0.088236615,1.6533203125,4.290840106208977,0.0533693404297299,0.25356155972270894,0.0019029004247297756,7
C_bias,C,h1_exc,30,25,0.7474221,0.0058045443,1.2408881,0.009515524,1.6533203125,0.7505430691923,0.005755402611989031,0.012630479958541305,0.00046385828456608694,106
C_bias,C,h1_exc,31,25,0.50170404,0.0038698155,0.83635795,0.006396005,1.6533203125,0.5058656463399466,0.0038685818120093186,0.0028492241842245814,0.0004194530251773535,122
C_bias,C,h1_exc,32,25,0.95420945,0.005812855,1.5787873,0.009462704,1.6533203125,0.95491919564645,0.0057234546948771465,0.019924519351795233,0.0007047567932048987,93
C_bias,C,h1_exc,33,25,1.2875464,0.0067819986,2.1186252,0.010921053,1.6533203125,1.2814365831751857,0.006605527348453682,0.08971362044858058,0.0007943693021797215,80
C_bias,C,h1_exc,34,25,0.61029553,0.0062529435,1.0155317,0.010298943,1.6533203125,0.6142376689858351,0.006229248275584792,0.01672660455431494,0.00076578486177054,114
C_bias,C,h1_exc,35,25,0.77467865,0.0155385025,1.2854236,0.025455663,1.6533203125,0.7774800934382443,0.015396691435144775,0.03244772419426238,0.0015105613866451008,104
C_bias,C,h1_exc,36,25,8.139813,0.3090777,11.993269,0.39738968,1.6533203125,7.254050250535161,0.24035854575340912,0.22030336042887766,0.0018031115460981947,2
C_bias,C,h1_exc,37,25,1.2823074,0.020586729,2.1099463,0.033144478,1.6533203125,1.2761871588769749,0.020047220859620206,0.04599657511825045,0.0027325912566120883,81
C_bias,C,h1_exc,38,25,0.806452,0.004591191,1.33759,0.007511441,1.6533203125,0.8090325723779201,0.00454324616831503,0.013770165924585251,0.0003977528499327426,103
C_bias,C,h1_exc,39,25,0.5874544,0.004956577,0.9779042,0.008171327,1.6533203125,0.5914789608163056,0.004942373893853906,0.0020179255971234564,0.00019533121499368863,116
C_bias,C,h1_exc,40,25,1.8582116,0.025514899,3.0288343,0.040375747,1.6533203125,1.8319705859088873,0.024421006009206544,0.09537249643836807,0.0044680800591437465,49
C_bias,C,h1_exc,41,25,2.140523,0.041885585,3.4724026,0.06559692,1.6533203125,2.100260030950731,0.03967587000021723,0.15623848876003524,0.0030410115243975225,41
C_bias,C,h1_exc,42,25,0.7317372,0.006104514,1.2151613,0.010016422,1.6533203125,0.7349823908956175,0.006058367409352683,0.0061811782451972,0.0006655259411816386,107
C_bias,C,h1_exc,43,25,3.134937,0.057057563,5.0044503,0.086608954,1.6533203125,3.0269091065811877,0.05238486048203992,0.2210266316972013,0.0034381937009657325,16
C_bias,C,h1_exc,44,25,0.63239104,0.0067814873,1.0519081,0.0111551415,1.6533203125,0.6362398166557505,0.006747114538692808,0.0004961032431069337,0.0001567717608617551,113
C_bias,C,h1_exc,45,25,2.0748315,0.027237665,3.3700125,0.04275911,1.6533203125,2.0383301292468987,0.025862569009824116,0.155327243777629,0.003392149313616863,43
C_bias,C,h1_exc,46,25,1.4093497,0.018910382,2.3142169,0.030296754,1.6533203125,1.3997389211335933,0.018324794234691664,0.10189558367543627,0.0024012129871169687,71
C_bias,C,h1_exc,47,25,1.4532709,0.011777063,2.3847625,0.018854233,1.6533203125,1.4424080398119414,0.01140385944238754,0.08047599094940042,0.0018442281561784608,69
C_bias,C,h1_exc,48,25,2.7010465,0.06490512,4.3410463,0.09950526,1.6533203125,2.625653335003063,0.0601851057477998,0.2223749266737431,0.004834906972005468,26
C_bias,C,h1_exc,49,25,0.5312402,0.0068153013,0.8851397,0.0112562785,1.6533203125,0.5353709636106329,0.006808286513195703,0.007448252744483828,0.0006444221458174151,120
C_bias,C,h1_exc,50,25,0.7588484,0.01493274,1.2594962,0.024478123,1.6533203125,0.7617980326920412,0.014805432958368163,0.015412721025714058,0.0017833057880731417,105
C_bias,C,h1_exc,51,25,2.2521563,0.060444336,3.6457958,0.09439739,1.6533203125,2.205135794030957,0.05709564404651742,0.1741315619660417,0.00506810912952111,35
C_bias,C,h1_exc,52,25,0.65203345,0.0063577257,1.0842314,0.010458124,1.6533203125,0.6557903093756577,0.006325527866855855,0.0037811112042204125,0.0003267287800749237,112
C_bias,C,h1_exc,53,25,2.701457,0.054833647,4.342385,0.084323764,1.6533203125,2.6264632185259256,0.05100267992317359,0.18578326273412277,0.0026952090641250937,25
C_bias,C,h1_exc,54,25,2.2735264,0.067382775,3.6786084,0.10489182,1.6533203125,2.2249822895916607,0.06344313118397063,0.14356155199853884,0.0043767786572101,34
C_bias,C,h1_exc,55,25,1.289909,0.009720888,2.1223993,0.015664767,1.6533203125,1.2837194148119246,0.009474732361220088,0.0397485963294731,0.0017515506202049921,79
C_bias,C,h1_exc,56,25,0.5763643,0.014452614,0.95949864,0.023810238,1.6533203125,0.5803464944778511,0.014401466211234849,0.015667381806942077,0.0015419746706122437,117
C_bias,C,h1_exc,57,25,2.7147176,0.033396035,4.3639016,0.051356178,1.6533203125,2.6394773817759902,0.031062448749635395,0.21214447330913253,0.0026643742952739994,24
C_bias,C,h1_exc,58,25,2.2364156,0.017673375,3.6232517,0.02760822,1.6533203125,2.1915000282761605,0.01669865145853038,0.2287639319532148,0.001702517503218122,36
C_bias,C,h1_exc,59,25,0.45189342,0.0068073114,0.75392616,0.011269678,1.6533203125,0.4560073188649129,0.006816391156134478,0.002158698170251071,0.000445776302344355,126
C_bias,C,h1_exc,60,25,1.5808096,0.01773469,2.5885286,0.028287498,1.6533203125,1.5656547950100828,0.017109508064720398,0.09108187379528107,0.002305738646689417,63
C_bias,C,h1_exc,61,25,5.108069,0.10446023,7.902377,0.14888716,1.6533203125,4.779701176421064,0.09005342347097647,0.25558617593536354,0.0024452660153096175,3
C_bias,C,h1_exc,62,25,2.7258217,0.026910575,4.381205,0.04131781,1.6533203125,2.6499432360577857,0.024990807904283322,0.2310232129387153,0.002451907899465974,23
C_bias,C,h1_exc,63,25,1.0164505,0.009109746,1.6800079,0.014794782,1.6533203125,1.0161418365287331,0.008948526947169588,0.026601860387139357,0.0018631663803847153,90
C_bias,C,h1_exc,64,25,2.8817556,0.05736594,4.6187735,0.08763307,1.6533203125,2.7936349240822818,0.05300428999038129,0.22726891812601416,0.0032196396622959757,20
C_bias,C,h1_exc,65,25,1.6271026,0.018261874,2.6623085,0.029062597,1.6533203125,1.610279824735003,0.01757832217275554,0.12050615938982609,0.00429022980686841,60
C_bias,C,h1_exc,66,25,1.0829779,0.0069993534,1.7880249,0.011343572,1.6533203125,1.0814751623527434,0.006861085493527087,0.06658510014240628,0.0008525524244215695,87
C_bias,C,h1_exc,67,25,1.6375557,0.020346168,2.678905,0.032377243,1.6533203125,1.6203181488399687,0.019583163910249213,0.1316148495766935,0.002056223615603274,59
C_bias,C,h1_exc,68,25,1.3097663,0.023840256,2.1540687,0.03833081,1.6533203125,1.3028744083740793,0.023184138336637482,0.07021849255510759,0.0017107738335646156,77
C_bias,C,h1_exc,69,25,2.0797827,0.031459425,3.377632,0.049393784,1.6533203125,2.0429386505199694,0.02987550704310289,0.18127210257254564,0.004296696987241376,42
C_bias,C,h1_exc,70,25,1.4708695,0.011696266,2.412947,0.018726422,1.6533203125,1.4594551927378492,0.011326554071593064,0.13176233973004964,0.001303234496637601,67
C_bias,C,h1_exc,71,25,1.6380899,0.010535914,2.6799448,0.016786879,1.6533203125,1.62094701355486,0.010153434274406249,0.1483817983741319,0.0021808876239222024,58
C_bias,C,h1_exc,72,25,4.2333083,0.06483462,6.641536,0.094938725,1.6533203125,4.017089830989368,0.05742306877792055,0.24011396966375587,0.002372169351562708,8
C_bias,C,h1_exc,73,25,0.8411061,0.004492333,1.3942674,0.0073416433,1.6533203125,0.8433135787509783,0.004440545139141026,0.020273191988586046,0.00045039863926670415,102
C_bias,C,h1_exc,74,25,2.3683052,0.025808735,3.8285449,0.0401176,1.6533203125,2.315670468541441,0.02426486876911103,0.17835581999482245,0.0017166963752643391,31
C_bias,C,h1_exc,75,25,1.8089703,0.022935547,2.9510074,0.03631839,1.6533203125,1.784897545317572,0.02196694304591452,0.15274568353816723,0.0023353673747530225,52
C_bias,C,h1_exc,76,25,4.848472,0.15082261,7.524416,0.21560082,1.6533203125,4.5510936994000595,0.13040474445469605,0.21393373377857153,0.0019820563350575944,6
C_bias,C,h1_exc,77,25,1.9779145,0.012615078,3.2179978,0.019875035,1.6533203125,1.946384982274597,0.012021284931653189,0.19878320623464443,0.0015755366975647475,46
C_bias,C,h1_exc,78,25,3.7410073,0.052726354,5.915372,0.07843467,1.6533203125,3.5778738985455236,0.0474406967876894,0.23426799631254983,0.002575726271060794,11
C_bias,C,h1_exc,79,25,1.5934381,0.008814053,2.608818,0.014062207,1.6533203125,1.5779265861810583,0.008505434154306702,0.1623649612519449,0.0017102216741571737,61
C_bias,C,h1_exc,80,25,2.5071151,0.033309307,4.0436263,0.051553488,1.6533203125,2.44576108675563,0.031181790827193624,0.2150398981316873,0.0034856285617087786,29
C_bias,C,h1_exc,81,25,0.93244916,0.013497632,1.5432429,0.021982433,1.6533203125,0.93342040018434,0.013295931504579856,0.050910919299379104,0.0012608220150341202,97
C_bias,C,h1_exc,82,25,1.3043414,0.029806582,2.145133,0.047978655,1.6533203125,1.297469726213547,0.029019576536400176,0.053331098633995364,0.0021389075559677738,78
C_bias,C,h1_exc,83,25,1.8188175,0.016599383,2.966752,0.026274377,1.6533203125,1.7944205005353717,0.015891885320660052,0.1392095818601472,0.0029188753873447847,51
C_bias,C,h1_exc,84,25,2.8438914,0.052221756,4.561158,0.079925895,1.6533203125,2.7587867731283366,0.048342656233879705,0.16902984122652398,0.002403722751390149,22
C_bias,C,h1_exc,85,25,1.3834475,0.013040757,2.2727652,0.020932034,1.6533203125,1.3746672278693342,0.012660604273508945,0.08701248638222825,0.0024785653712775363,73
C_bias,C,h1_exc,86,25,0.44202235,0.0067807497,0.73757863,0.011227786,1.6533203125,0.4461196192860404,0.006791052621057785,0.0015553507081190352,0.0002845163640761918,127
C_bias,C,h1_exc,87,25,2.659122,0.040652987,4.2780223,0.062581316,1.6533203125,2.5875338900457194,0.037851898423109355,0.19485460487706793,0.001598181099205109,27
C_bias,C,h1_exc,88,25,1.3180581,0.017982248,2.1675677,0.028908415,1.6533203125,1.3110392235796047,0.017485065396159197,0.12638565323043124,0.003181532994087402,76
C_bias,C,h1_exc,89,25,2.177983,0.06902823,3.5292187,0.107710734,1.6533203125,2.1346248959507186,0.06514813587574261,0.10923618997749278,0.0015687562415193023,40
C_bias,C,h1_exc,90,25,2.942677,0.062195707,4.7115126,0.09510614,1.6533203125,2.849727785434532,0.057524325942578336,0.17849660605029874,0.0035715579404169864,19
C_bias,C,h1_exc,91,25,1.4152956,0.013472896,2.3238652,0.021612627,1.6533203125,1.405574709777785,0.013072256516091481,0.09717510443299768,0.0031740472565523975,70
C_bias,C,h1_exc,92,25,3.449788,0.080728695,5.4778595,0.12101162,1.6533203125,3.313247693430947,0.07319309058808844,0.23054722198924782,0.002435875021305175,12
C_bias,C,h1_exc,93,25,2.0229855,0.021771913,3.2887244,0.03425284,1.6533203125,1.9891633859677893,0.020717606375382124,0.1676426715828646,0.0034381015666218213,44
C_bias,C,h1_exc,94,25,1.7976238,0.020829838,2.9330957,0.033013508,1.6533203125,1.7740637005994315,0.019968005117914963,0.13428308053286325,0.002103683352148095,54
C_bias,C,h1_exc,95,25,1.2116736,0.013854492,1.9961759,0.0223654,1.6533203125,1.20737391634428,0.013527566293385742,0.05715243442549472,0.0020263729627233297,85
C_bias,C,h1_exc,96,25,0.5415414,0.0073926905,0.9021437,0.012204957,1.6533203125,0.5456557082347264,0.007382088460367983,0.005383390597498212,0.0006662993068642644,118
C_bias,C,h1_exc,97,25,1.9451419,0.06606197,3.1637864,0.103704564,1.6533203125,1.9135954112144318,0.06272502650165486,0.09841615687580792,0.0035585963683409817,48
C_bias,C,h1_exc,98,25,0.46725056,0.0049232505,0.7793636,0.008144913,1.6533203125,0.4713929758778601,0.004926397698699075,0.001320707282325215,0.0003051285288920671,124
C_bias,C,h1_exc,99,25,5.096066,0.14896734,7.8792634,0.21273138,1.6533203125,4.765720804662002,0.12866918756160164,0.1953976368053336,0.0020011872541339255,4
C_bias,C,h1_exc,100,25,0.70599616,0.0074885148,1.1729026,0.012293211,1.6533203125,0.7094224481096141,0.007435468336518037,0.019763620440914943,0.0011536202741508805,110
C_bias,C,h1_exc,101,25,1.1052631,0.021610131,1.8238796,0.034995046,1.6533203125,1.1031616533569477,0.021166525151107174,0.03284337551325497,0.0014321750866098698,86
C_bias,C,h1_exc,102,25,1.8055849,0.018694771,2.9457564,0.029577462,1.6533203125,1.7817215195135392,0.017889735297431826,0.13387413056219402,0.0031198717187075923,53
C_bias,C,h1_exc,103,25,0.51365966,0.008954055,0.8560748,0.014798565,1.6533203125,0.51779128273507,0.008950815065451225,0.006563311824347135,0.0003657524216175164,121
C_bias,C,h1_exc,104,25,0.71286714,0.0057395953,1.1841979,0.009420676,1.6533203125,0.7162543852960307,0.005698034682441191,0.022800636889279472,0.0011397574349145331,109
C_bias,C,h1_exc,105,25,4.089839,0.06991194,6.4304643,0.10271651,1.6533203125,3.889424560239098,0.062127410993478065,0.24352635548458598,0.0016992717198920332,9
C_bias,C,h1_exc,106,25,0.5367729,0.0055667236,0.8942863,0.00918963,1.6533203125,0.5409032189808556,0.005558287427207719,0.0038280398893791767,0.0004174030060542271,119
C_bias,C,h1_exc,107,25,0.4559859,0.008111692,0.7606894,0.013424733,1.6533203125,0.46009803272870053,0.008119861922438739,0.0011195641224074964,0.0002612003269659718,125
C_bias,C,h1_exc,108,25,1.5154641,0.0092100445,2.4843216,0.014720099,1.6533203125,1.5026256807925948,0.008903355509405339,0.14221351150132838,0.0020142442372400116,64
C_bias,C,h1_exc,109,25,1.3544368,0.027931154,2.2257786,0.044786487,1.6533203125,1.3462476643737369,0.027088814941240835,0.07167351043319226,0.001454054023440344,74
C_bias,C,h1_exc,110,25,1.4935827,0.014908757,2.4492426,0.023837233,1.6533203125,1.4814084964204088,0.014417794425176298,0.10333026062171849,0.002219960052196015,65
C_bias,C,h1_exc,111,25,0.9480741,0.012148664,1.5687217,0.019795856,1.6533203125,0.9488310062636048,0.011973394027385115,0.03653718907155392,0.0013683710966636766,95
C_bias,C,h1_exc,112,25,0.8808382,0.012028732,1.4590888,0.01962708,1.6533203125,0.8825202930876357,0.011871310232820917,0.04131722097162953,0.0006494294423082793,100
C_bias,C,h1_exc,113,25,0.46796444,0.011300949,0.7804765,0.018695537,1.6533203125,0.47206615074596436,0.011307873890839953,0.006060504483360378,0.0007919211186613013,123
C_bias,C,h1_exc,114,25,0.9444463,0.006048292,1.5628841,0.009853249,1.6533203125,0.9453002483155645,0.005959673507770933,0.013314338389329326,0.0004397320981376591,96
C_bias,C,h1_exc,115,25,1.2630873,0.029760092,2.0786796,0.04797693,1.6533203125,1.257275832942924,0.029018531859697046,0.047887371155578735,0.0036269252143402895,82
C_bias,C,h1_exc,116,25,0.88374174,0.0061637713,1.4638973,0.01006065,1.6533203125,0.8854287996043025,0.006085118452629384,0.046439286013536876,0.0007230201984901135,99
C_bias,C,h1_exc,117,25,1.2620969,0.0060101678,2.0776243,0.009689258,1.6533203125,1.2566374852466966,0.0058604847720566565,0.10076862336125018,0.00113217887727213,83
C_bias,C,h1_exc,118,25,2.9658659,0.065002754,4.7466917,0.09915314,1.6533203125,2.871005357478016,0.0599721302748542,0.21590547221971346,0.0019387143346128552,18
C_bias,C,h1_exc,119,25,1.2581642,0.03313367,2.070609,0.05334998,1.6533203125,1.2523944394587159,0.03226838717971951,0.06037710550568978,0.0025444546598575825,84
C_bias,C,h1_exc,120,25,1.9603375,0.024085501,3.1900535,0.03793581,1.6533203125,1.9294830274059915,0.022945225131073173,0.15652727729811736,0.0013815742601874174,47
C_bias,C,h1_exc,121,25,2.4493964,0.061338454,3.952605,0.0951152,1.6533203125,2.3907072463657904,0.05752980842504608,0.1740786055474951,0.0034673982668981126,30
C_bias,C,h1_exc,122,25,1.3222282,0.012512995,2.174383,0.02012827,1.6533203125,1.3151613123255306,0.012174452569458608,0.0915371120395469,0.002311085141442404,75
C_bias,C,h1_exc,123,25,2.2283337,0.030441422,3.610256,0.047609545,1.6533203125,2.1836398365413636,0.028796322044785196,0.1858107768371861,0.0023520318876985914,37
C_bias,C,h1_exc,124,25,0.36706388,0.0066314302,0.61326265,0.011013592,1.6533203125,0.3709279015734245,0.0066614988326989,7.37450766780577e-05,6.049186930865251e-05,128
C_bias,C,h1_exc,125,25,1.462459,0.009798147,2.3995056,0.015685597,1.6533203125,1.4513253474680619,0.009487331634738702,0.11416408279551314,0.001386876238508654,68
C_bias,C,h1_exc,126,25,0.9128326,0.011753341,1.5112935,0.019157737,1.6533203125,0.9140959560131615,0.011587431964751323,0.03298416156873126,0.0019681218825089316,98
C_bias,C,h1_exc,127,25,1.0530108,0.012825827,1.739334,0.02081081,1.6533203125,1.0520247803274978,0.01258728309942807,0.06560630185195206,0.0019635034997025277,89
C_bias,C,td_h1_exc,0,25,4.1767507,0.08881015,6.556553,0.13030048,1.6533203125,3.965688149743859,0.07881139671072865,0.22608899689916523,0.0028840850645345853,9
C_bias,C,td_h1_exc,1,25,2.2044435,0.020614007,3.5732324,0.032245178,1.6533203125,2.161246364475096,0.019503285839653016,0.219720103913333,0.00175853441483592,35
C_bias,C,td_h1_exc,2,25,2.374892,0.034538813,3.8384676,0.053706057,1.6533203125,2.321672059384866,0.032483758671081546,0.19243442554245163,0.004065383601344206,32
C_bias,C,td_h1_exc,3,25,1.4877948,0.03441046,2.4393756,0.055124927,1.6533203125,1.475440433453516,0.03334195220718058,0.07624570518723184,0.0038760388979412774,56
C_bias,C,td_h1_exc,4,25,0.41779846,0.0059427903,0.69744486,0.009850393,1.6533203125,0.42184495214476603,0.005957945788957807,0.0,0.0,115
C_bias,C,td_h1_exc,5,25,0.65131766,0.0075767613,1.0830429,0.012463311,1.6533203125,0.6550714169045555,0.0075383519205230185,0.0026145925554858546,0.00029382334150582185,97
C_bias,C,td_h1_exc,6,25,3.6880503,0.0967391,5.832768,0.14434326,1.6533203125,3.527911484679082,0.0873050754820327,0.1996808149448926,0.002723011533621184,13
C_bias,C,td_h1_exc,7,25,3.3414285,0.035489447,5.3178368,0.05352062,1.6533203125,3.216459079131547,0.03237159776942026,0.24368054973582193,0.0024665842065204765,18
C_bias,C,td_h1_exc,8,25,1.3821605,0.025650123,2.27039,0.041161347,1.6533203125,1.373230544660363,0.024896172310313526,0.05845302941418046,0.0020815405230721644,62
C_bias,C,td_h1_exc,9,25,0.50496376,0.007880246,0.84171516,0.013021163,1.6533203125,0.5091059115554153,0.00787576543643998,0.0010793597586515717,0.0003290134647832156,107
C_bias,C,td_h1_exc,10,25,1.0543667,0.008735398,1.7415913,0.014176909,1.6533203125,1.0533901046787348,0.008574810575856216,0.03285007961113479,0.0011065569992612238,76
C_bias,C,td_h1_exc,11,25,0.20610082,0.005751698,0.3452606,0.009599082,1.6533203125,0.2088285996164546,0.00580594196505459,0.0006570015922226958,0.0001920541708972643,128
C_bias,C,td_h1_exc,12,25,1.2405062,0.0168705,2.0426495,0.02722266,1.6533203125,1.2354832727159044,0.016465447695787457,0.0453260636508885,0.0028681834619135108,67
C_bias,C,td_h1_exc,13,25,5.4433107,0.103406414,8.378049,0.14666654,1.6533203125,5.06740817362876,0.08871030103276736,0.23870610910899295,0.0025291736821759746,4
C_bias,C,td_h1_exc,14,25,1.3992387,0.03577884,2.2974107,0.057380233,1.6533203125,1.389573874633868,0.03470605840769112,0.08840023464335171,0.004368405731505919,61
C_bias,C,td_h1_exc,15,25,1.1406044,0.0072992723,1.8813766,0.011809315,1.6533203125,1.137938376234317,0.007142786736070947,0.03991619877646869,0.0027667720710038116,70
C_bias,C,td_h1_exc,16,25,0.49518126,0.00723043,0.82554924,0.011953004,1.6533203125,0.4993280622785954,0.007229696150642175,0.002996731752281072,0.0004428342955927948,109
C_bias,C,td_h1_exc,17,25,1.240816,0.012099876,2.0432374,0.019507956,1.6533203125,1.2358388700954357,0.011799259149155708,0.03184446492916128,0.0012410128441043102,66
C_bias,C,td_h1_exc,18,25,2.6850107,0.06227643,4.3165617,0.095809974,1.6533203125,2.6108441714408333,0.05795003704318118,0.169412553423138,0.00265960316776008,27
C_bias,C,td_h1_exc,19,25,1.5061803,0.027390802,2.4690597,0.043782316,1.6533203125,1.4933947079545264,0.026481448316534477,0.08846727562214994,0.002392250812265963,54
C_bias,C,td_h1_exc,20,25,2.728117,0.0442762,4.383998,0.06812942,1.6533203125,2.651632360383068,0.04120763477929637,0.1831291376852567,0.002202912565349384,24
C_bias,C,td_h1_exc,21,25,4.9791636,0.11830011,7.7165575,0.16905908,1.6533203125,4.667309654563201,0.10225428347141854,0.24195089248282747,0.004222872176350898,5
C_bias,C,td_h1_exc,22,25,2.4318147,0.035144307,3.92685,0.054534998,1.6533203125,2.3751295690751912,0.03298513689395797,0.24681054495478186,0.002480401301951549,29
C_bias,C,td_h1_exc,23,25,3.6708686,0.05666382,5.8106327,0.08463191,1.6533203125,3.51452332625814,0.05118905918004369,0.20013743400636877,0.0033022122798958263,14
C_bias,C,td_h1_exc,24,25,1.7524278,0.041425712,2.860658,0.06569339,1.6533203125,1.7302502733319478,0.03973422198177031,0.1409670661190472,0.0056610433561790794,50
C_bias,C,td_h1_exc,25,25,4.4344583,0.0721979,6.9347935,0.10509012,1.6533203125,4.19446476300498,0.06356307358734815,0.24216542361498183,0.0022283210185209956,7
C_bias,C,td_h1_exc,26,25,3.9051151,0.06179469,6.1583705,0.0915209,1.6533203125,3.7248500263851367,0.055355819519934873,0.23111707030903283,0.004072170171644118,11
C_bias,C,td_h1_exc,27,25,0.6099004,0.03279065,1.0142002,0.05392568,1.6533203125,0.613432389958016,0.03261659706909781,0.01659928736516734,0.0025475466750293006,101
C_bias,C,td_h1_exc,28,25,2.014326,0.014904356,3.2752612,0.023440795,1.6533203125,1.9810203891180456,0.014178011356023269,0.17772563479411904,0.0024282696921777867,41
C_bias,C,td_h1_exc,29,25,4.071057,0.051166177,6.40407,0.075256266,1.6533203125,3.8734598804035856,0.04551825924448553,0.26709125953216534,0.0015144004113747185,10
