filename,contour_type,contrast,jitter,quadrant,position,bias_condition,layer,channel,contour_mean_activation,background_mean_activation,contour_preference_ratio,activation_on_contour_pct,contour_area_pct,contour_enrichment,dice_top_activation,top_activation_percentile,bias_strength
C_high_BL_0_J000_000.png,C,high,0,BL,0,baseline,h1_exc,32,0.75706977,0.76428515,0.9905593,1.6379676,1.6533203125,0.9907139979024446,0.023464342579381993,90,0.15
C_high_BL_0_J000_000.png,C,high,0,BL,0,baseline,h1_exc,33,2.1839936,1.777383,1.2287693,2.023894,1.6533203125,1.2241391120860547,0.08480683817976635,90,0.15
C_high_BL_0_J000_000.png,C,high,0,BL,0,baseline,h1_exc,34,0.7006682,1.1715875,0.5980503,0.9953836,1.6533203125,0.6020512823292572,0.014246207994624782,90,0.15
C_high_BL_0_J000_000.png,C,high,0,BL,0,baseline,h1_exc,35,0.9763527,1.6197076,0.60279566,1.0032024,1.6533203125,0.6067804433913575,0.016760244699558568,90,0.15
C_high_BL_0_J000_000.png,C,high,0,BL,0,baseline,h1_exc,36,8.207203,1.1766962,6.974785,10.494848,1.6533203125,6.347740427864228,0.20615100980457038,90,0.15
C_high_BL_0_J000_000.png,C,high,0,BL,0,baseline,h1_exc,37,3.1018825,2.2536051,1.376409,2.2615707,1.6533203125,1.3678962638302523,0.05011313165168012,90,0.15
C_high_BL_0_J000_000.png,C,high,0,BL,0,baseline,h1_exc,38,1.1818419,1.5560349,0.7595214,1.2607447,1.6533203125,0.7625531929521665,0.009553339478748384,90,0.15
C_high_BL_0_J000_000.png,C,high,0,BL,0,baseline,h1_exc,39,0.8122868,1.4197338,0.5721402,0.95267016,1.6533203125,0.5762163229900774,0.001005614681973514,90,0.15
C_high_BL_0_J000_000.png,C,high,0,BL,0,baseline,h1_exc,40,3.7458532,2.0544984,1.8232446,2.9739292,1.6533203125,1.7987616351905233,0.09653900946945734,90,0.15
C_high_BL_0_J000_000.png,C,high,0,BL,0,baseline,h1_exc,41,2.5968711,1.2430372,2.0891337,3.3929121,1.6533203125,2.052180756055106,0.14933378027306685,90,0.15
C_high_BL_0_J000_000.png,C,high,0,BL,0,baseline,h1_exc,42,0.7997764,1.2194664,0.65584123,1.0905209,1.6533203125,0.6595944197405512,0.002011229363947028,90,0.15
C_high_BL_0_J000_000.png,C,high,0,BL,0,baseline,h1_exc,43,1.9442197,0.738751,2.6317658,4.23685,1.6533203125,2.562630923476763,0.19575965809084406,90,0.15
C_high_BL_0_J000_000.png,C,high,0,BL,0,baseline,h1_exc,44,0.40866336,0.63174456,0.6468807,1.0757816,1.6533203125,0.6506794655250545,0.0,90,0.15
C_high_BL_0_J000_000.png,C,high,0,BL,0,baseline,h1_exc,45,6.598756,3.1464374,2.097215,3.405589,1.6533203125,2.059848329057681,0.15553507081190351,90,0.15
C_high_BL_0_J000_000.png,C,high,0,BL,0,baseline,h1_exc,46,1.5697342,1.0881279,1.4426008,2.3677552,1.6533203125,1.4321212546740718,0.10290790245528961,90,0.15
C_high_BL_0_J000_000.png,C,high,0,BL,0,baseline,h1_exc,47,2.6458306,1.8129383,1.4594157,2.3946922,1.6533203125,1.4484139279917994,0.0819575965808414,90,0.15
C_high_BL_0_J000_000.png,C,high,0,BL,0,baseline,h1_exc,48,4.3166323,1.8380048,2.3485425,3.7982087,1.6533203125,2.2973217360494242,0.18402748680115308,90,0.15
C_high_BL_0_J000_000.png,C,high,0,BL,0,baseline,h1_exc,49,1.0270019,2.1488273,0.47793597,0.797061,1.6533203125,0.4820971564004615,0.0033520489399117134,90,0.15
C_high_BL_0_J000_000.png,C,high,0,BL,0,baseline,h1_exc,50,1.0900689,1.4566172,0.74835646,1.2424419,1.6533203125,0.7514828649448851,0.00737450766780577,90,0.15
C_high_BL_0_J000_000.png,C,high,0,BL,0,baseline,h1_exc,51,1.5440812,0.6919334,2.231546,3.6158369,1.6533203125,2.1870153106700165,0.1789994133912855,90,0.15
C_high_BL_0_J000_000.png,C,high,0,BL,0,baseline,h1_exc,52,2.1398048,3.280831,0.6522143,1.0845551,1.6533203125,0.6559860991960734,0.004357298474941883,90,0.15
C_high_BL_0_J000_000.png,C,high,0,BL,0,baseline,h1_exc,53,3.5205765,1.4734148,2.3893995,3.8617342,1.6533203125,2.335744682555434,0.1672672421015945,90,0.15
C_high_BL_0_J000_000.png,C,high,0,BL,0,baseline,h1_exc,54,2.8235505,1.4384793,1.9628718,3.1944032,1.6533203125,1.9321138971479055,0.12117656917780845,90,0.15
C_high_BL_0_J000_000.png,C,high,0,BL,0,baseline,h1_exc,55,2.675831,2.1267366,1.2581863,2.0713434,1.6533203125,1.252838541779937,0.03385569429310831,90,0.15
C_high_BL_0_J000_000.png,C,high,0,BL,0,baseline,h1_exc,56,0.3426351,0.6622163,0.5174066,0.8623192,1.6533203125,0.5215681194342063,0.006033688091841084,90,0.15
C_high_BL_0_J000_000.png,C,high,0,BL,0,baseline,h1_exc,57,3.8792565,1.4235551,2.7250483,4.3804455,1.6533203125,2.6494838421407474,0.22542529120906274,90,0.15
C_high_BL_0_J000_000.png,C,high,0,BL,0,baseline,h1_exc,58,5.0174813,2.1323533,2.3530254,3.8051832,1.6533203125,2.30154019184383,0.22425207408009362,90,0.15
C_high_BL_0_J000_000.png,C,high,0,BL,0,baseline,h1_exc,59,0.39601994,0.89927596,0.44037643,0.7348828,1.6533203125,0.4444890454486273,0.0033520489399117134,90,0.15
C_high_BL_0_J000_000.png,C,high,0,BL,0,baseline,h1_exc,60,2.799371,1.6715996,1.6746659,2.7382162,1.6533203125,1.656192163408132,0.10206133735536947,90,0.15
C_high_BL_0_J000_000.png,C,high,0,BL,0,baseline,h1_exc,61,13.212419,2.6702228,4.9480586,7.6794567,1.6533203125,4.64486924058567,0.2492248386824359,90,0.15
C_high_BL_0_J000_000.png,C,high,0,BL,0,baseline,h1_exc,62,5.814819,2.1744456,2.6741614,4.3021646,1.6533203125,2.6021361354166426,0.21888879577623488,90,0.15
C_high_BL_0_J000_000.png,C,high,0,BL,0,baseline,h1_exc,63,2.165904,2.0120044,1.0764908,1.7775359,1.6533203125,1.0751309901561776,0.040224587278940564,90,0.15
C_high_BL_0_J000_000.png,C,high,0,BL,0,baseline,h1_exc,64,6.064267,2.177286,2.7852416,4.472876,1.6533203125,2.705389881838782,0.20782703427452623,90,0.15
C_high_BL_0_J000_000.png,C,high,0,BL,0,baseline,h1_exc,65,3.9511695,2.421191,1.6319115,2.6701758,1.6533203125,1.6150383893843072,0.11262884438103357,90,0.15
C_high_BL_0_J000_000.png,C,high,0,BL,0,baseline,h1_exc,66,1.0100938,0.93112344,1.0848119,1.7910302,1.6533203125,1.083292901054463,0.06653817145724751,90,0.15
C_high_BL_0_J000_000.png,C,high,0,BL,0,baseline,h1_exc,67,2.0454366,1.2552651,1.6294857,2.6663125,1.6533203125,1.612701676647407,0.1255237137589027,90,0.15
C_high_BL_0_J000_000.png,C,high,0,BL,0,baseline,h1_exc,68,1.6889898,1.3707178,1.2321937,2.0294201,1.6533203125,1.2274815169130031,0.06285091762334463,90,0.15
C_high_BL_0_J000_000.png,C,high,0,BL,0,baseline,h1_exc,69,1.4210713,0.7232446,1.9648557,3.1975284,1.6533203125,1.934004148354724,0.161401156456749,90,0.15
C_high_BL_0_J000_000.png,C,high,0,BL,0,baseline,h1_exc,70,1.3524435,0.9837732,1.3747513,2.2589083,1.6533203125,1.3662859163152583,0.11279644682802915,90,0.15
C_high_BL_0_J000_000.png,C,high,0,BL,0,baseline,h1_exc,71,2.1268544,1.3888214,1.5314096,2.509859,1.6533203125,1.5180718768930561,0.13961283834732285,90,0.15
C_high_BL_0_J000_000.png,C,high,0,BL,0,baseline,h1_exc,72,16.256153,3.8545642,4.2173777,6.620508,1.6533203125,4.004371145670549,0.23129137685390824,90,0.15
C_high_BL_0_J000_000.png,C,high,0,BL,0,baseline,h1_exc,73,0.71732587,0.8694254,0.8250574,1.3680412,1.6533203125,0.8274507602095197,0.019609486298483525,90,0.15
C_high_BL_0_J000_000.png,C,high,0,BL,0,baseline,h1_exc,74,1.4977573,0.68305,2.1927493,3.5552087,1.6533203125,2.150344754510762,0.16492080784365631,90,0.15
C_high_BL_0_J000_000.png,C,high,0,BL,0,baseline,h1_exc,75,1.8625323,0.94213426,1.9769287,3.2165442,1.6533203125,1.945505724167467,0.16173636135074018,90,0.15
C_high_BL_0_J000_000.png,C,high,0,BL,0,baseline,h1_exc,76,3.781448,0.87992823,4.2974505,6.7377386,1.6533203125,4.075277196814331,0.19659767032582198,90,0.15
C_high_BL_0_J000_000.png,C,high,0,BL,0,baseline,h1_exc,77,2.0525377,1.0667716,1.9240648,3.1332269,1.6533203125,1.8951118115772623,0.19693287521981317,90,0.15
C_high_BL_0_J000_000.png,C,high,0,BL,0,baseline,h1_exc,78,12.530227,3.4036021,3.6814604,5.828249,1.6533203125,3.5251783325618278,0.2384982820747184,90,0.15
C_high_BL_0_J000_000.png,C,high,0,BL,0,baseline,h1_exc,79,1.9819483,1.2439933,1.5932146,2.6085105,1.6533203125,1.577740537470577,0.15285343165997414,90,0.15
C_high_BL_0_J000_000.png,C,high,0,BL,0,baseline,h1_exc,80,9.597623,3.656181,2.6250403,4.226479,1.6533203125,2.556358254343852,0.23246459398287733,90,0.15
C_high_BL_0_J000_000.png,C,high,0,BL,0,baseline,h1_exc,81,0.9537986,1.0825282,0.88108426,1.4595841,1.6533203125,0.8828199212652755,0.04609067292378606,90,0.15
C_high_BL_0_J000_000.png,C,high,0,BL,0,baseline,h1_exc,82,2.364706,2.1855824,1.081957,1.7864009,1.6533203125,1.0804929267977348,0.03687253833902885,90,0.15
C_high_BL_0_J000_000.png,C,high,0,BL,0,baseline,h1_exc,83,2.9769976,1.7064872,1.744518,2.8491762,1.6533203125,1.7233055988409485,0.14330009218122575,90,0.15
C_high_BL_0_J000_000.png,C,high,0,BL,0,baseline,h1_exc,84,3.7787352,1.2152354,3.1094677,4.9676914,1.6533203125,3.0046757146232257,0.17715578647433405,90,0.15
C_high_BL_0_J000_000.png,C,high,0,BL,0,baseline,h1_exc,85,0.7835919,0.5772296,1.3575047,2.2312024,1.6533203125,1.3495281789036955,0.08011396966388995,90,0.15
C_high_BL_0_J000_000.png,C,high,0,BL,0,baseline,h1_exc,86,0.96611637,2.3248289,0.4155645,0.6937648,1.6533203125,0.41961911212989533,0.00016760244699558569,90,0.15
C_high_BL_0_J000_000.png,C,high,0,BL,0,baseline,h1_exc,87,4.1626835,1.6920015,2.4602127,3.971636,1.6533203125,2.402218132112765,0.18285426967218396,90,0.15
C_high_BL_0_J000_000.png,C,high,0,BL,0,baseline,h1_exc,88,1.3013095,1.0200953,1.2756743,2.0995288,1.6533203125,1.2698862772977642,0.1250314254587069,90,0.15
C_high_BL_0_J000_000.png,C,high,0,BL,0,baseline,h1_exc,89,2.5442505,1.3062514,1.9477495,3.1705728,1.6533203125,1.917700226975192,0.10290790245528961,90,0.15
C_high_BL_0_J000_000.png,C,high,0,BL,0,baseline,h1_exc,90,4.7569976,1.7232546,2.760473,4.4348636,1.6533203125,2.6823982666869415,0.2012905388416984,90,0.15
C_high_BL_0_J000_000.png,C,high,0,BL,0,baseline,h1_exc,91,1.0047103,0.72466964,1.3864391,2.2776759,1.6533203125,1.377637373764689,0.09553339478748384,90,0.15
C_high_BL_0_J000_000.png,C,high,0,BL,0,baseline,h1_exc,92,9.036217,3.0495696,2.963112,4.7449684,1.6533203125,2.869963158217116,0.22291125450412894,90,0.15
C_high_BL_0_J000_000.png,C,high,0,BL,0,baseline,h1_exc,93,2.4762547,1.4183316,1.7458926,2.8513567,1.6533203125,1.7246245061904726,0.1471549484621242,90,0.15
C_high_BL_0_J000_000.png,C,high,0,BL,0,baseline,h1_exc,94,4.746135,2.6437101,1.7952555,2.9296136,1.6533203125,1.7719576481166,0.1484957680380889,90,0.15
C_high_BL_0_J000_000.png,C,high,0,BL,0,baseline,h1_exc,95,0.9756213,0.8990583,1.0851591,1.7915932,1.6533203125,1.0836334433358867,0.0479342998407375,90,0.15
C_high_BL_0_J000_000.png,C,high,0,BL,0,baseline,h1_exc,96,1.0643374,1.9844208,0.5363466,0.8936029,1.6533203125,0.5404898829927879,0.004525266068880813,90,0.15
C_high_BL_0_J000_000.png,C,high,0,BL,0,baseline,h1_exc,97,2.2559488,1.1024568,2.0462923,3.3256478,1.6533203125,2.0114963723027333,0.11145562725206447,90,0.15
C_high_BL_0_J000_000.png,C,high,0,BL,0,baseline,h1_exc,98,1.4932598,3.5496776,0.42067477,0.70223624,1.6533203125,0.4247430008480732,0.0,90,0.15
C_high_BL_0_J000_000.png,C,high,0,BL,0,baseline,h1_exc,99,6.2925224,1.2647971,4.975124,7.71822,1.6533203125,4.668315104387303,0.19358082627990145,90,0.15
C_high_BL_0_J000_000.png,C,high,0,BL,0,baseline,h1_exc,100,1.7596853,2.3986526,0.7336141,1.2182646,1.6533203125,0.7368593751577437,0.02363194502637758,90,0.15
C_high_BL_0_J000_000.png,C,high,0,BL,0,baseline,h1_exc,101,1.3024228,1.155477,1.1271732,1.8596681,1.6533203125,1.124808127218194,0.039721779937953804,90,0.15
C_high_BL_0_J000_000.png,C,high,0,BL,0,baseline,h1_exc,102,6.712798,3.791677,1.7704035,2.8902307,1.6533203125,1.748137137333329,0.1357579820664244,90,0.15
C_high_BL_0_J000_000.png,C,high,0,BL,0,baseline,h1_exc,103,0.22444369,0.4079656,0.5501535,0.91639566,1.6533203125,0.5542759329477049,0.005363278303858742,90,0.15
C_high_BL_0_J000_000.png,C,high,0,BL,0,baseline,h1_exc,104,0.9223172,1.369339,0.67354923,1.1196356,1.6533203125,0.6772042699367562,0.022626330344404064,90,0.15
C_high_BL_0_J000_000.png,C,high,0,BL,0,baseline,h1_exc,105,7.26807,1.9562413,3.7153242,5.878707,1.6533203125,3.5556974967673702,0.23481102824081554,90,0.15
C_high_BL_0_J000_000.png,C,high,0,BL,0,baseline,h1_exc,106,0.7045153,1.3376635,0.526676,0.87763196,1.6533203125,0.5308299609916317,0.001005614681973514,90,0.15
C_high_BL_0_J000_000.png,C,high,0,BL,0,baseline,h1_exc,107,0.9843957,2.2461438,0.43826032,0.73137724,1.6533203125,0.442368749747021,0.0008380122349779283,90,0.15
C_high_BL_0_J000_000.png,C,high,0,BL,0,baseline,h1_exc,108,3.467875,2.416954,1.4348122,2.3552725,1.6533203125,1.4245712094967606,0.13944523590032729,90,0.15
C_high_BL_0_J000_000.png,C,high,0,BL,0,baseline,h1_exc,109,1.6248581,1.1207458,1.4498008,2.379291,1.6533203125,1.4390986581408032,0.07223665465509743,90,0.15
C_high_BL_0_J000_000.png,C,high,0,BL,0,baseline,h1_exc,110,1.3387134,0.89926577,1.4886738,2.4415288,1.6533203125,1.4767427484698195,0.10491913181923664,90,0.15
C_high_BL_0_J000_000.png,C,high,0,BL,0,baseline,h1_exc,111,1.2536798,1.2939025,0.9689136,1.602748,1.6533203125,0.9694116830071098,0.042738623983874346,90,0.15
C_high_BL_0_J000_000.png,C,high,0,BL,0,baseline,h1_exc,112,1.5315906,1.7001349,0.9008642,1.4918624,1.6533203125,0.9023432398215108,0.04106259951391849,90,0.15
C_high_BL_0_J000_000.png,C,high,0,BL,0,baseline,h1_exc,113,0.7822423,2.1821532,0.35847268,0.5990237,1.6533203125,0.3623155728556267,0.0016760244699558567,90,0.15
C_high_BL_0_J000_000.png,C,high,0,BL,0,baseline,h1_exc,114,0.9332123,0.9465686,0.98588973,1.6303716,1.6533203125,0.986119597273116,0.014581412888615954,90,0.15
C_high_BL_0_J000_000.png,C,high,0,BL,0,baseline,h1_exc,115,0.777799,0.55197936,1.4091089,2.3140566,1.6533203125,1.3996420435961552,0.06335372496433138,90,0.15
C_high_BL_0_J000_000.png,C,high,0,BL,0,baseline,h1_exc,116,1.1229795,1.3259267,0.8469394,1.4038147,1.6533203125,0.8490881375612965,0.04190061174889642,90,0.15
C_high_BL_0_J000_000.png,C,high,0,BL,0,baseline,h1_exc,117,1.8062559,1.4173514,1.2743883,2.0974565,1.6533203125,1.2686328394361783,0.0951902128371919,90,0.15
C_high_BL_0_J000_000.png,C,high,0,BL,0,baseline,h1_exc,118,2.9630847,0.9516457,3.1136427,4.9740305,1.6533203125,3.008509861639314,0.2036369730996366,90,0.15
C_high_BL_0_J000_000.png,C,high,0,BL,0,baseline,h1_exc,119,0.6655166,0.5254509,1.2665629,2.0848463,1.6533203125,1.2610056440913628,0.06536495432827841,90,0.15
C_high_BL_0_J000_000.png,C,high,0,BL,0,baseline,h1_exc,120,1.1594594,0.6673982,1.7372826,2.8376942,1.6533203125,1.7163607859122656,0.14598173133315512,90,0.15
C_high_BL_0_J000_000.png,C,high,0,BL,0,baseline,h1_exc,121,5.0274267,2.200217,2.2849686,3.6991975,1.6533203125,2.2374354687377647,0.17363613508742676,90,0.15
C_high_BL_0_J000_000.png,C,high,0,BL,0,baseline,h1_exc,122,0.68282646,0.6841349,0.99808747,1.6502106,1.6533203125,0.9981191161295838,0.03486130897508182,90,0.15
C_high_BL_0_J000_000.png,C,high,0,BL,0,baseline,h1_exc,123,2.4134479,1.1379427,2.120887,3.4427056,1.6533203125,2.0822980183600226,0.1766529791333473,90,0.15
C_high_BL_0_J000_000.png,C,high,0,BL,0,baseline,h1_exc,124,0.4074636,1.2133868,0.33580688,0.5613607,1.6533203125,0.33953536358334047,0.0,90,0.15
C_high_BL_0_J000_000.png,C,high,0,BL,0,baseline,h1_exc,125,1.4813874,1.0502524,1.410506,2.3162975,1.6533203125,1.4009974350435832,0.10776837341816159,90,0.15
C_high_BL_0_J000_000.png,C,high,0,BL,0,baseline,h1_exc,126,0.9147446,0.9565049,0.9563408,1.5822797,1.6533203125,0.9570315326233002,0.02983323556521425,90,0.15
C_high_BL_0_J000_000.png,C,high,0,BL,0,baseline,h1_exc,127,0.765059,0.7109427,1.0761191,1.7769333,1.6533203125,1.0747665096919394,0.06737618369222544,90,0.15
C_high_BL_0_J000_000.png,C,high,0,BL,0,baseline,td_h1_exc,0,5.552501,1.4340558,3.8718865,6.111295,1.6533203125,3.6963770057547842,0.2046425877816101,90,0.15
C_high_BL_0_J000_000.png,C,high,0,BL,0,baseline,td_h1_exc,1,2.7923522,1.2346083,2.2617314,3.6629555,1.6533203125,2.21551472675207,0.22458727897408481,90,0.15
C_high_BL_0_J000_000.png,C,high,0,BL,0,baseline,td_h1_exc,2,1.7943598,0.8712294,2.0595722,3.3465078,1.6533203125,2.0241133809110776,0.18939076510501182,90,0.15
C_high_BL_0_J000_000.png,C,high,0,BL,0,baseline,td_h1_exc,3,0.71294284,0.4863648,1.4658602,2.405013,1.6533203125,1.4546564580873114,0.07072823263213715,90,0.15
C_high_BL_0_J000_000.png,C,high,0,BL,0,baseline,td_h1_exc,4,0.5663189,1.3876151,0.40812394,0.6814279,1.6533203125,0.4121572128215321,0.0,90,0.15
C_high_BL_0_J000_000.png,C,high,0,BL,0,baseline,td_h1_exc,5,0.15216708,0.21903981,0.69470054,1.1543894,1.6533203125,0.6982248785662595,0.0016760244699558567,90,0.15
C_high_BL_0_J000_000.png,C,high,0,BL,0,baseline,td_h1_exc,6,3.3963735,0.9884556,3.4360406,5.4609337,1.6533203125,3.303010076743755,0.17749099136832522,90,0.15
C_high_BL_0_J000_000.png,C,high,0,BL,0,baseline,td_h1_exc,7,8.529043,2.4434445,3.490582,5.5428123,1.6533203125,3.352533850809246,0.24771641665947564,90,0.15
C_high_BL_0_J000_000.png,C,high,0,BL,0,baseline,td_h1_exc,8,0.76538765,0.5946952,1.2870251,2.1178145,1.6533203125,1.2809462945817247,0.047096287605759575,90,0.15
C_high_BL_0_J000_000.png,C,high,0,BL,0,baseline,td_h1_exc,9,0.15148619,0.30343106,0.49924415,0.8323013,1.6533203125,0.5034120172108858,0.0,90,0.15
C_high_BL_0_J000_000.png,C,high,0,BL,0,baseline,td_h1_exc,10,0.5626301,0.5557542,1.0123723,1.6734334,1.6533203125,1.012165277513727,0.02597837928431578,90,0.15
C_high_BL_0_J000_000.png,C,high,0,BL,0,baseline,td_h1_exc,11,0.21545425,1.3885391,0.15516613,0.26017335,1.6533203125,0.1573641520229883,0.0,90,0.15
C_high_BL_0_J000_000.png,C,high,0,BL,0,baseline,td_h1_exc,12,0.4704642,0.4051208,1.1612936,1.9148839,1.6533203125,1.1582049926716516,0.024134752367364336,90,0.15
C_high_BL_0_J000_000.png,C,high,0,BL,0,baseline,td_h1_exc,13,4.846542,1.0604511,4.5702643,7.1349487,1.6533203125,4.31552714460071,0.23900108941570516,90,0.15
C_high_BL_0_J000_000.png,C,high,0,BL,0,baseline,td_h1_exc,14,0.82091904,0.6044718,1.3580767,2.2321212,1.6533203125,1.3500839485215685,0.09888544372739555,90,0.15
C_high_BL_0_J000_000.png,C,high,0,BL,0,baseline,td_h1_exc,15,0.61685944,0.53546107,1.1520154,1.8998758,1.6533203125,1.1491274462807133,0.039721779937953804,90,0.15
C_high_BL_0_J000_000.png,C,high,0,BL,0,baseline,td_h1_exc,16,0.26552224,0.5362655,0.49513206,0.8255022,1.6533203125,0.49929962487105917,0.004860470962871985,90,0.15
C_high_BL_0_J000_000.png,C,high,0,BL,0,baseline,td_h1_exc,17,0.60846007,0.5409973,1.1247007,1.8556644,1.6533203125,1.1223864771940786,0.026816391519293707,90,0.15
C_high_BL_0_J000_000.png,C,high,0,BL,0,baseline,td_h1_exc,18,1.210806,0.5649108,2.1433578,3.4779124,1.6533203125,2.103592618238607,0.16642922986661657,90,0.15
