filename,path,contour_type,contour_quadrant,contrast,position,jitter,stimulus_id,mean_activation_TL,mean_activation_TR,mean_activation_BL,mean_activation_BR,highest_activation_quadrant,matches_contour_quadrant
C_BL_0_J000_000.png,/home/yentl/pytorch_gammanet/Images_quad_final/C_BL_0_J000_000.png,C,BL,NA,0,0,0,2.1929819583892822,2.0499563217163086,2.4395592212677,2.11655592918396,BL,yes
C_BL_0_J000_001.png,/home/yentl/pytorch_gammanet/Images_quad_final/C_BL_0_J000_001.png,C,BL,NA,0,0,1,2.1268632411956787,2.1125102043151855,2.463916063308716,2.0741865634918213,BL,yes
C_BL_0_J000_002.png,/home/yentl/pytorch_gammanet/Images_quad_final/C_BL_0_J000_002.png,C,BL,NA,0,0,2,2.123084783554077,2.0548548698425293,2.54520320892334,2.0713391304016113,BL,yes
C_BL_0_J000_003.png,/home/yentl/pytorch_gammanet/Images_quad_final/C_BL_0_J000_003.png,C,BL,NA,0,0,3,2.142716884613037,2.106174945831299,2.483400344848633,2.077166795730591,BL,yes
C_BL_0_J000_004.png,/home/yentl/pytorch_gammanet/Images_quad_final/C_BL_0_J000_004.png,C,BL,NA,0,0,4,2.162014961242676,2.06600022315979,2.439197540283203,2.1195449829101562,BL,yes
C_BL_0_J000_005.png,/home/yentl/pytorch_gammanet/Images_quad_final/C_BL_0_J000_005.png,C,BL,NA,0,0,5,2.0965895652770996,2.1197350025177,2.456799030303955,2.124765396118164,BL,yes
C_BR_0_J000_000.png,/home/yentl/pytorch_gammanet/Images_quad_final/C_BR_0_J000_000.png,C,BR,NA,0,0,0,2.2263503074645996,2.0354599952697754,2.2391724586486816,2.2801337242126465,BR,yes
C_BR_0_J000_001.png,/home/yentl/pytorch_gammanet/Images_quad_final/C_BR_0_J000_001.png,C,BR,NA,0,0,1,2.2352325916290283,2.0223965644836426,2.224155902862549,2.2777628898620605,BR,yes
C_BR_0_J000_002.png,/home/yentl/pytorch_gammanet/Images_quad_final/C_BR_0_J000_002.png,C,BR,NA,0,0,2,2.166091203689575,2.06855845451355,2.2815842628479004,2.279653787612915,BL,no
C_BR_0_J000_003.png,/home/yentl/pytorch_gammanet/Images_quad_final/C_BR_0_J000_003.png,C,BR,NA,0,0,3,2.167471170425415,2.0538063049316406,2.269756317138672,2.2879135608673096,BR,yes
C_BR_0_J000_004.png,/home/yentl/pytorch_gammanet/Images_quad_final/C_BR_0_J000_004.png,C,BR,NA,0,0,4,2.1898906230926514,2.053807020187378,2.242434501647949,2.299076557159424,BR,yes
C_BR_0_J000_005.png,/home/yentl/pytorch_gammanet/Images_quad_final/C_BR_0_J000_005.png,C,BR,NA,0,0,5,2.1800801753997803,2.0421032905578613,2.2269861698150635,2.333873748779297,BR,yes
C_TL_0_J000_000.png,/home/yentl/pytorch_gammanet/Images_quad_final/C_TL_0_J000_000.png,C,TL,NA,0,0,0,2.4089291095733643,2.0061769485473633,2.279355049133301,2.090754270553589,TL,yes
C_TL_0_J000_001.png,/home/yentl/pytorch_gammanet/Images_quad_final/C_TL_0_J000_001.png,C,TL,NA,0,0,1,2.361509323120117,2.042375087738037,2.2494912147521973,2.122102737426758,TL,yes
C_TL_0_J000_002.png,/home/yentl/pytorch_gammanet/Images_quad_final/C_TL_0_J000_002.png,C,TL,NA,0,0,2,2.4194083213806152,2.074944257736206,2.1941163539886475,2.118852138519287,TL,yes
C_TL_0_J000_003.png,/home/yentl/pytorch_gammanet/Images_quad_final/C_TL_0_J000_003.png,C,TL,NA,0,0,3,2.4032375812530518,2.0649843215942383,2.2057602405548096,2.1161041259765625,TL,yes
C_TL_0_J000_004.png,/home/yentl/pytorch_gammanet/Images_quad_final/C_TL_0_J000_004.png,C,TL,NA,0,0,4,2.447112560272217,2.1072211265563965,2.1219687461853027,2.1158220767974854,TL,yes
C_TL_0_J000_005.png,/home/yentl/pytorch_gammanet/Images_quad_final/C_TL_0_J000_005.png,C,TL,NA,0,0,5,2.383547306060791,2.057915449142456,2.258079767227173,2.0818936824798584,TL,yes
C_TR_0_J000_000.png,/home/yentl/pytorch_gammanet/Images_quad_final/C_TR_0_J000_000.png,C,TR,NA,0,0,0,2.2212021350860596,2.203752040863037,2.294292449951172,2.063976764678955,BL,no
C_TR_0_J000_001.png,/home/yentl/pytorch_gammanet/Images_quad_final/C_TR_0_J000_001.png,C,TR,NA,0,0,1,2.1613552570343018,2.195178747177124,2.345116138458252,2.0959620475769043,BL,no
C_TR_0_J000_002.png,/home/yentl/pytorch_gammanet/Images_quad_final/C_TR_0_J000_002.png,C,TR,NA,0,0,2,2.158477306365967,2.2231061458587646,2.2748773097991943,2.1284537315368652,BL,no
C_TR_0_J000_003.png,/home/yentl/pytorch_gammanet/Images_quad_final/C_TR_0_J000_003.png,C,TR,NA,0,0,3,2.181286334991455,2.153759241104126,2.3120951652526855,2.1260623931884766,BL,no
C_TR_0_J000_004.png,/home/yentl/pytorch_gammanet/Images_quad_final/C_TR_0_J000_004.png,C,TR,NA,0,0,4,2.210300922393799,2.106945276260376,2.254443645477295,2.222578763961792,BL,no
C_TR_0_J000_005.png,/home/yentl/pytorch_gammanet/Images_quad_final/C_TR_0_J000_005.png,C,TR,NA,0,0,5,2.1906063556671143,2.237628221511841,2.2578482627868652,2.0561060905456543,BL,no
straight_BL_0_J000_000.png,/home/yentl/pytorch_gammanet/Images_quad_final/straight_BL_0_J000_000.png,straight,BL,NA,0,0,0,2.2616806030273438,2.0329151153564453,2.4287989139556885,2.0553174018859863,BL,yes
straight_BL_0_J000_001.png,/home/yentl/pytorch_gammanet/Images_quad_final/straight_BL_0_J000_001.png,straight,BL,NA,0,0,1,2.249293327331543,2.0167768001556396,2.417246103286743,2.0852606296539307,BL,yes
straight_BL_0_J000_002.png,/home/yentl/pytorch_gammanet/Images_quad_final/straight_BL_0_J000_002.png,straight,BL,NA,0,0,2,2.23948335647583,1.9921859502792358,2.426908016204834,2.1602301597595215,BL,yes
straight_BL_0_J000_003.png,/home/yentl/pytorch_gammanet/Images_quad_final/straight_BL_0_J000_003.png,straight,BL,NA,0,0,3,2.2384142875671387,2.0013327598571777,2.4182815551757812,2.140162944793701,BL,yes
straight_BL_0_J000_004.png,/home/yentl/pytorch_gammanet/Images_quad_final/straight_BL_0_J000_004.png,straight,BL,NA,0,0,4,2.2488009929656982,2.0824906826019287,2.371948719024658,2.0763864517211914,BL,yes
straight_BL_0_J000_005.png,/home/yentl/pytorch_gammanet/Images_quad_final/straight_BL_0_J000_005.png,straight,BL,NA,0,0,5,2.257004499435425,2.0768492221832275,2.364684581756592,2.1074235439300537,BL,yes
straight_BR_0_J000_000.png,/home/yentl/pytorch_gammanet/Images_quad_final/straight_BR_0_J000_000.png,straight,BR,NA,0,0,0,2.203606605529785,2.096329689025879,2.1980247497558594,2.273043632507324,BR,yes
straight_BR_0_J000_001.png,/home/yentl/pytorch_gammanet/Images_quad_final/straight_BR_0_J000_001.png,straight,BR,NA,0,0,1,2.146000385284424,2.0980618000030518,2.2381556034088135,2.2780771255493164,BR,yes
straight_BR_0_J000_002.png,/home/yentl/pytorch_gammanet/Images_quad_final/straight_BR_0_J000_002.png,straight,BR,NA,0,0,2,2.1281514167785645,2.0633738040924072,2.285581588745117,2.2369508743286133,BL,no
straight_BR_0_J000_003.png,/home/yentl/pytorch_gammanet/Images_quad_final/straight_BR_0_J000_003.png,straight,BR,NA,0,0,3,2.1802642345428467,2.1240053176879883,2.2617266178131104,2.2323062419891357,BL,no
straight_BR_0_J000_004.png,/home/yentl/pytorch_gammanet/Images_quad_final/straight_BR_0_J000_004.png,straight,BR,NA,0,0,4,2.172834634780884,2.07110857963562,2.304438591003418,2.228787422180176,BL,no
straight_BR_0_J000_005.png,/home/yentl/pytorch_gammanet/Images_quad_final/straight_BR_0_J000_005.png,straight,BR,NA,0,0,5,2.25895357131958,2.056368827819824,2.236412286758423,2.2060110569000244,TL,no
straight_TL_0_J000_000.png,/home/yentl/pytorch_gammanet/Images_quad_final/straight_TL_0_J000_000.png,straight,TL,NA,0,0,0,2.271648406982422,2.089021682739258,2.2730369567871094,2.190298557281494,BL,no
straight_TL_0_J000_001.png,/home/yentl/pytorch_gammanet/Images_quad_final/straight_TL_0_J000_001.png,straight,TL,NA,0,0,1,2.2901766300201416,2.0642716884613037,2.29304838180542,2.1368095874786377,BL,no
straight_TL_0_J000_002.png,/home/yentl/pytorch_gammanet/Images_quad_final/straight_TL_0_J000_002.png,straight,TL,NA,0,0,2,2.31892991065979,2.0482215881347656,2.2711455821990967,2.12178111076355,TL,yes
straight_TL_0_J000_003.png,/home/yentl/pytorch_gammanet/Images_quad_final/straight_TL_0_J000_003.png,straight,TL,NA,0,0,3,2.270930767059326,2.0753703117370605,2.279677629470825,2.1723227500915527,BL,no
straight_TL_0_J000_004.png,/home/yentl/pytorch_gammanet/Images_quad_final/straight_TL_0_J000_004.png,straight,TL,NA,0,0,4,2.3091650009155273,2.0422189235687256,2.338318347930908,2.117274761199951,BL,no
straight_TL_0_J000_005.png,/home/yentl/pytorch_gammanet/Images_quad_final/straight_TL_0_J000_005.png,straight,TL,NA,0,0,5,2.3060479164123535,2.0921833515167236,2.230236530303955,2.140589714050293,TL,yes
straight_TR_0_J000_000.png,/home/yentl/pytorch_gammanet/Images_quad_final/straight_TR_0_J000_000.png,straight,TR,NA,0,0,0,2.1796984672546387,2.2142138481140137,2.215228319168091,2.1814091205596924,BL,no
straight_TR_0_J000_001.png,/home/yentl/pytorch_gammanet/Images_quad_final/straight_TR_0_J000_001.png,straight,TR,NA,0,0,1,2.136791467666626,2.2309374809265137,2.1923296451568604,2.224701166152954,TR,yes
straight_TR_0_J000_002.png,/home/yentl/pytorch_gammanet/Images_quad_final/straight_TR_0_J000_002.png,straight,TR,NA,0,0,2,2.1622161865234375,2.2337746620178223,2.263497829437256,2.1093194484710693,BL,no
straight_TR_0_J000_003.png,/home/yentl/pytorch_gammanet/Images_quad_final/straight_TR_0_J000_003.png,straight,TR,NA,0,0,3,2.2784583568573,2.157808303833008,2.25484561920166,2.098379611968994,TL,no
straight_TR_0_J000_004.png,/home/yentl/pytorch_gammanet/Images_quad_final/straight_TR_0_J000_004.png,straight,TR,NA,0,0,4,2.2032876014709473,2.213461399078369,2.272934913635254,2.0912530422210693,BL,no
straight_TR_0_J000_005.png,/home/yentl/pytorch_gammanet/Images_quad_final/straight_TR_0_J000_005.png,straight,TR,NA,0,0,5,2.168736219406128,2.212379217147827,2.241492748260498,2.1845734119415283,BL,no
