filename,path,contour_type,contour_quadrant,contrast,position,jitter,stimulus_id,condition,bias_strength,mean_activation_TL,mean_activation_TR,mean_activation_BL,mean_activation_BR,highest_activation_quadrant,matches_contour_quadrant
straight_BL_1_J000_000.png,/home/yentl/pytorch_gammanet/Images_quad_final_1/straight_BL_1_J000_000.png,straight,BL,NA,1,0,0,straight_bias,0.25,2.6333611011505127,2.5287766456604004,2.7497920989990234,2.4915952682495117,BL,yes
straight_BL_1_J000_001.png,/home/yentl/pytorch_gammanet/Images_quad_final_1/straight_BL_1_J000_001.png,straight,BL,NA,1,0,1,straight_bias,0.25,2.635664463043213,2.4673171043395996,2.7617850303649902,2.5169339179992676,BL,yes
straight_BL_1_J000_002.png,/home/yentl/pytorch_gammanet/Images_quad_final_1/straight_BL_1_J000_002.png,straight,BL,NA,1,0,2,straight_bias,0.25,2.605790853500366,2.5221738815307617,2.6903626918792725,2.568796396255493,BL,yes
straight_BL_1_J000_003.png,/home/yentl/pytorch_gammanet/Images_quad_final_1/straight_BL_1_J000_003.png,straight,BL,NA,1,0,3,straight_bias,0.25,2.654351234436035,2.496913433074951,2.7957255840301514,2.4605066776275635,BL,yes
straight_BL_1_J000_004.png,/home/yentl/pytorch_gammanet/Images_quad_final_1/straight_BL_1_J000_004.png,straight,BL,NA,1,0,4,straight_bias,0.25,2.6460888385772705,2.54903244972229,2.6533031463623047,2.564671277999878,BL,yes
straight_BL_1_J000_005.png,/home/yentl/pytorch_gammanet/Images_quad_final_1/straight_BL_1_J000_005.png,straight,BL,NA,1,0,5,straight_bias,0.25,2.616321563720703,2.4850127696990967,2.7662343978881836,2.527142286300659,BL,yes
straight_BR_1_J000_000.png,/home/yentl/pytorch_gammanet/Images_quad_final_1/straight_BR_1_J000_000.png,straight,BR,NA,1,0,0,straight_bias,0.25,2.6140453815460205,2.494122266769409,2.6318180561065674,2.6503851413726807,BR,yes
straight_BR_1_J000_001.png,/home/yentl/pytorch_gammanet/Images_quad_final_1/straight_BR_1_J000_001.png,straight,BR,NA,1,0,1,straight_bias,0.25,2.580300807952881,2.5317060947418213,2.7252800464630127,2.591149091720581,BL,no
straight_BR_1_J000_002.png,/home/yentl/pytorch_gammanet/Images_quad_final_1/straight_BR_1_J000_002.png,straight,BR,NA,1,0,2,straight_bias,0.25,2.664839267730713,2.4563448429107666,2.700436592102051,2.5626933574676514,BL,no
straight_BR_1_J000_003.png,/home/yentl/pytorch_gammanet/Images_quad_final_1/straight_BR_1_J000_003.png,straight,BR,NA,1,0,3,straight_bias,0.25,2.5667030811309814,2.452436923980713,2.7035975456237793,2.6781845092773438,BL,no
straight_BR_1_J000_004.png,/home/yentl/pytorch_gammanet/Images_quad_final_1/straight_BR_1_J000_004.png,straight,BR,NA,1,0,4,straight_bias,0.25,2.6046080589294434,2.4248738288879395,2.7926993370056152,2.589707374572754,BL,no
straight_BR_1_J000_005.png,/home/yentl/pytorch_gammanet/Images_quad_final_1/straight_BR_1_J000_005.png,straight,BR,NA,1,0,5,straight_bias,0.25,2.6053285598754883,2.4043631553649902,2.738870620727539,2.624142646789551,BL,no
straight_TL_1_J000_000.png,/home/yentl/pytorch_gammanet/Images_quad_final_1/straight_TL_1_J000_000.png,straight,TL,NA,1,0,0,straight_bias,0.25,2.6439414024353027,2.403424024581909,2.8264174461364746,2.5101943016052246,BL,no
straight_TL_1_J000_001.png,/home/yentl/pytorch_gammanet/Images_quad_final_1/straight_TL_1_J000_001.png,straight,TL,NA,1,0,1,straight_bias,0.25,2.8252322673797607,2.474792242050171,2.6061792373657227,2.515058755874634,TL,yes
straight_TL_1_J000_002.png,/home/yentl/pytorch_gammanet/Images_quad_final_1/straight_TL_1_J000_002.png,straight,TL,NA,1,0,2,straight_bias,0.25,2.726210594177246,2.4228439331054688,2.6821630001068115,2.544639825820923,TL,yes
straight_TL_1_J000_003.png,/home/yentl/pytorch_gammanet/Images_quad_final_1/straight_TL_1_J000_003.png,straight,TL,NA,1,0,3,straight_bias,0.25,2.744826316833496,2.5003747940063477,2.721066951751709,2.461263418197632,TL,yes
straight_TL_1_J000_004.png,/home/yentl/pytorch_gammanet/Images_quad_final_1/straight_TL_1_J000_004.png,straight,TL,NA,1,0,4,straight_bias,0.25,2.6204967498779297,2.509345531463623,2.6515259742736816,2.629300594329834,BL,no
straight_TL_1_J000_005.png,/home/yentl/pytorch_gammanet/Images_quad_final_1/straight_TL_1_J000_005.png,straight,TL,NA,1,0,5,straight_bias,0.25,2.755852699279785,2.4147164821624756,2.725529193878174,2.5113537311553955,TL,yes
straight_TR_1_J000_000.png,/home/yentl/pytorch_gammanet/Images_quad_final_1/straight_TR_1_J000_000.png,straight,TR,NA,1,0,0,straight_bias,0.25,2.503574848175049,2.647984027862549,2.6696391105651855,2.584961175918579,BL,no
straight_TR_1_J000_001.png,/home/yentl/pytorch_gammanet/Images_quad_final_1/straight_TR_1_J000_001.png,straight,TR,NA,1,0,1,straight_bias,0.25,2.6073005199432373,2.6438167095184326,2.704179286956787,2.506910562515259,BL,no
straight_TR_1_J000_002.png,/home/yentl/pytorch_gammanet/Images_quad_final_1/straight_TR_1_J000_002.png,straight,TR,NA,1,0,2,straight_bias,0.25,2.7087197303771973,2.5332257747650146,2.723266363143921,2.475084066390991,BL,no
straight_TR_1_J000_003.png,/home/yentl/pytorch_gammanet/Images_quad_final_1/straight_TR_1_J000_003.png,straight,TR,NA,1,0,3,straight_bias,0.25,2.650313138961792,2.583613872528076,2.721402645111084,2.464982748031616,BL,no
straight_TR_1_J000_004.png,/home/yentl/pytorch_gammanet/Images_quad_final_1/straight_TR_1_J000_004.png,straight,TR,NA,1,0,4,straight_bias,0.25,2.642242908477783,2.515320062637329,2.7159690856933594,2.507335662841797,BL,no
straight_TR_1_J000_005.png,/home/yentl/pytorch_gammanet/Images_quad_final_1/straight_TR_1_J000_005.png,straight,TR,NA,1,0,5,straight_bias,0.25,2.564344644546509,2.588970422744751,2.731611490249634,2.513521194458008,BL,no
