filename,contour_type,contrast,jitter,quadrant,position,layer,channel,contour_mean_activation,background_mean_activation,contour_preference_ratio,activation_on_contour_pct,contour_area_pct,contour_enrichment,dice_top_activation,top_activation_percentile,mask_dilation_pixels,rank,mean_activation,mean_abs_activation,max_activation
straight_high_BL_0_J000_003.png,straight,high,0,BL,0,h1_exc,105,1.9386141,2.078638,0.9326367,45.754875,47.490234375,0.9634586094516591,0.18569729913365285,90,3,30,2.8160834312438965,2.8160834312438965,21.683815002441406
straight_high_BL_0_J000_003.png,straight,high,0,BL,0,h1_exc,13,1.9403837,1.895708,1.0235667,48.071415,47.490234375,1.0122378962756464,0.1735009342619036,90,3,35,2.529369831085205,2.529369831085205,67.59261322021484
straight_high_BL_0_J000_003.png,straight,high,0,BL,0,h1_exc,62,1.9487119,2.2470915,0.86721516,43.95612,47.490234375,0.925582282475263,0.13558688635975275,90,3,39,2.4994728565216064,2.4994728565216064,12.133041381835938
straight_high_BL_0_J000_003.png,straight,high,0,BL,0,h1_exc,16,1.6047183,1.3425535,1.1952733,51.946514,47.490234375,1.0938357075375102,0.24790215729569426,90,3,43,2.386193037033081,2.386193037033081,12.706192970275879
straight_high_BL_0_J000_003.png,straight,high,0,BL,0,h1_exc,0,1.6734372,1.9547333,0.85609496,43.63844,47.490234375,0.9188928996368607,0.1514183794801849,90,3,45,2.3758010864257812,2.3758010864257812,25.423660278320312
straight_high_BL_0_J000_003.png,straight,high,0,BL,0,h1_exc,20,1.5415841,2.1200342,0.7271506,39.67329,47.490234375,0.8353989144601175,0.11887209104805184,90,3,53,2.211973190307617,2.211973190307617,20.255916595458984
straight_high_BL_0_J000_003.png,straight,high,0,BL,0,h1_exc,87,2.0135984,1.5186213,1.3259385,54.528694,47.490234375,1.1482085708563097,0.24440292169182193,90,3,52,2.226665735244751,2.226665735244751,13.338601112365723
straight_high_BL_0_J000_003.png,straight,high,0,BL,0,h1_exc,27,1.5406114,1.9339335,0.79662067,41.876343,47.490234375,0.8817885048523645,0.10769492101238191,90,3,61,2.0379397869110107,2.0379397869110107,12.76051139831543
straight_high_BL_0_J000_003.png,straight,high,0,BL,0,h1_exc,99,1.1779958,1.4861009,0.7926755,41.75555,47.490234375,0.8792449842637575,0.13412604042803905,90,3,62,1.957944393157959,1.957944393157959,44.65234375
straight_high_BL_0_J000_003.png,straight,high,0,BL,0,h1_exc,53,1.2676713,1.4476476,0.87567675,44.195454,47.490234375,0.9306219313534944,0.13235943604550157,90,3,67,1.9157639741897583,1.9157639741897583,13.987329483032227
straight_high_BL_0_J000_003.png,straight,high,0,BL,0,h1_exc,84,1.2224938,1.3812311,0.8850755,44.45892,47.490234375,0.9361697220679338,0.1465602174282068,90,3,82,1.690818190574646,1.690818190574646,14.476702690124512
straight_high_BL_0_J000_003.png,straight,high,0,BL,0,h1_exc,89,1.2434555,1.2348562,1.0069638,47.66332,47.490234375,1.003644628233039,0.15114659419056375,90,3,87,1.611118197441101,1.611118197441101,19.528079986572266
straight_high_BL_0_J000_003.png,straight,high,0,BL,0,h1_exc,76,1.1394356,0.8607461,1.3237767,54.48823,47.490234375,1.1473565537117225,0.21046373365038043,90,3,101,1.3404748439788818,1.3404748439788818,20.742843627929688
straight_high_BL_0_J000_003.png,straight,high,0,BL,0,h1_exc,118,0.88684607,1.3274522,0.66808134,37.664333,47.490234375,0.7930963877365554,0.06223883132324406,90,3,102,1.3227511644363403,1.3227511644363403,18.849987030029297
straight_high_BL_0_J000_003.png,straight,high,0,BL,0,h1_exc,120,0.72504723,0.63632095,1.1394364,50.751408,47.490234375,1.0686703967778493,0.21284185493456553,90,3,113,1.1427520513534546,1.1427520513534546,5.633741855621338
straight_high_BL_0_J000_003.png,straight,high,0,BL,0,td_h1_exc,29,2.6672502,2.979848,0.89509606,44.737083,47.490234375,0.9420270085925075,0.14842874129435224,90,3,1,3.610541343688965,3.610541343688965,23.189178466796875
straight_high_BL_0_J000_003.png,straight,high,0,BL,0,td_h1_exc,7,2.3622708,2.734509,0.86387384,43.86104,47.490234375,0.9235801586580822,0.14244946492268687,90,3,4,2.6574273109436035,2.6574273109436035,16.446054458618164
straight_high_BL_0_J000_003.png,straight,high,0,BL,0,td_h1_exc,92,1.8503914,2.449656,0.7553679,40.58796,47.490234375,0.8546590644406393,0.10881603533206917,90,3,6,2.277388572692871,2.277388572692871,18.06319236755371
straight_high_BL_0_J000_003.png,straight,high,0,BL,0,td_h1_exc,25,1.7658095,1.8325949,0.96355695,46.565445,47.490234375,0.9805267451153487,0.16245965687104427,90,3,8,2.1383376121520996,2.1383376121520996,20.542715072631836
straight_high_BL_0_J000_003.png,straight,high,0,BL,0,td_h1_exc,62,1.6128098,2.003062,0.80517215,42.136456,47.490234375,0.8872656890739132,0.09417360285372955,90,3,9,2.064971923828125,2.064971923828125,8.57112979888916
